"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"VWO","VANGUARD INTL EQUITY INDEX F","FTSE EMR MKT ETF","922042858","3,849,079","26%","88,342,418","",""
"EEM","ISHARES TR","MSCI EMG MKT ETF","464287234","2,932,322","20%","65,439,008","",""
"SPY","SPDR S&P 500 ETF TR","TR UNIT","78462F103","2,382,497","16%","9,483,331","",""
"IEMG","ISHARES INC","CORE MSCI EMKT","46434G103","1,339,305","9.0%","24,792,771","",""
"GLD","SPDR GOLD TRUST","GOLD SHS","78463V107","473,543","3.2%","3,894,908","",""
"LQD","ISHARES TR","IBOXX INV CP ETF","464287242","293,614","2.0%","2,421,962","",""
"EWZ","ISHARES INC","MSCI BRZ CAP ETF","464286400","283,633","1.9%","6,803,375","",""
"TLT","ISHARES TR","20 YR TR BD ETF","464287432","261,363","1.8%","2,094,929","",""
"TIP","ISHARES TR","TIPS BD ETF","464287176","219,635","1.5%","1,933,744","",""
"HYG","ISHARES TR","IBOXX HI YD ETF","464288513","208,748","1.4%","2,351,829","",""
"EMB","ISHARES TR","JPMORGAN USD EMG","464288281","206,827","1.4%","1,776,559","",""
"IVV","ISHARES TR","CORE S&P500 ETF","464287200","206,574","1.4%","816,723","",""
"VEA","VANGUARD TAX MANAGED INTL FD","FTSE DEV MKT ETF","921943858","167,839","1.1%","3,866,359","",""
"EFA","ISHARES TR","MSCI EAFE ETF","464287465","167,663","1.1%","2,448,346","",""
"IEFA","ISHARES TR","CORE MSCI EAFE","46432F842","153,154","1.0%","2,386,694","",""
"IAU","ISHARES GOLD TRUST","ISHARES","464285105","138,869","0.9%","11,280,993","",""
"EWY","ISHARES INC","MSCI STH KOR ETF","464286772","62,284","0.4%","901,889","",""
"KR","KROGER CO","COM","501044101","42,305","0.3%","2,108,925","",""
"ESRX","EXPRESS SCRIPTS HLDG CO","COM","30219G108","37,798","0.3%","596,933","",""
"EWT","ISHARES INC","MSCI TAIWAN ETF","46434G772","35,464","0.2%","982,371","",""
"M","MACYS INC","COM","55616P104","32,208","0.2%","1,476,073","",""
"BBBY","BED BATH & BEYOND INC","COM","075896100","31,357","0.2%","1,336,054","",""
"BFH","ALLIANCE DATA SYSTEMS CORP","COM","018581108","29,115","0.2%","131,413","",""
"GME","GAMESTOP CORP NEW","CL A","36467W109","26,662","0.2%","1,290,496","",""
"SWN","SOUTHWESTERN ENERGY CO","COM","845467109","23,993","0.2%","3,926,863","",""
"RY.TO","ROYAL BK CDA MONTREAL QUE","COM","780087102","22,593","0.2%","292,688","",""
"CPRI","MICHAEL KORS HLDGS LTD","SHS","G60754101","22,223","0.1%","464,437","",""
"DISCA","DISCOVERY COMMUNICATNS NEW","COM SER A","25470F104","21,652","0.1%","1,016,993","",""
"DVA","DAVITA INC","COM","23918K108","21,051","0.1%","354,456","",""
"","TORONTO DOMINION BK ONT","COM NEW","891160509","20,773","0.1%","369,816","",""
"DVN","DEVON ENERGY CORP NEW","COM","25179M103","20,224","0.1%","550,902","",""
"CLF","CLEVELAND CLIFFS INC","COM","185899101","19,821","0.1%","2,772,145","",""
"GE","GENERAL ELECTRIC CO","COM","369604103","19,764","0.1%","817,355","",""
"DGX","QUEST DIAGNOSTICS INC","COM","74834L100","19,488","0.1%","208,121","",""
"RIG","TRANSOCEAN LTD","REG SHS","H8817H100","18,945","0.1%","1,760,713","",""
"BWA","BORGWARNER INC","COM","099724106","18,363","0.1%","358,448","",""
"ENDP","ENDO INTL PLC","SHS","G30401106","16,892","0.1%","1,972,219","",""
"ALXN","ALEXION PHARMACEUTICALS INC","COM","015351109","16,473","0.1%","117,418","",""
"RCL","ROYAL CARIBBEAN CRUISES LTD","COM","V7780T103","16,470","0.1%","138,938","",""
"MCHP","MICROCHIP TECHNOLOGY INC","COM","595017104","16,407","0.1%","182,745","",""
"BNS.TO","BANK N S HALIFAX","COM","064149107","16,309","0.1%","254,318","",""
"KMB","KIMBERLY CLARK CORP","COM","494368103","15,860","0.1%","134,770","",""
"SU.TO","SUNCOR ENERGY INC NEW","COM","867224107","14,314","0.1%","409,371","",""
"FCX","FREEPORT-MCMORAN INC","CL B","35671D857","13,898","0.1%","989,866","",""
"BIIB","BIOGEN INC","COM","09062X103","13,839","0.1%","44,198","",""
"IBM","INTERNATIONAL BUSINESS MACHS","COM","459200101","13,555","0.1%","93,432","",""
"WU","WESTERN UN CO","COM","959802109","13,489","0.1%","702,567","",""
"ROST","ROSS STORES INC","COM","778296103","13,440","0.1%","208,150","",""
"INTC","INTEL CORP","COM","458140100","13,377","0.1%","351,286","",""
"TGT","TARGET CORP","COM","87612E106","13,285","0.1%","225,125","",""
"EW","EDWARDS LIFESCIENCES CORP","COM","28176E108","13,090","0.1%","119,747","",""
"AZO","AUTOZONE INC","COM","053332102","12,794","0.1%","21,499","",""
"VIAB","VIACOM INC NEW","CL B","92553P201","12,713","0.1%","456,647","",""
"ILMN","ILLUMINA INC","COM","452327109","12,552","0.1%","63,012","",""
"CELG","CELGENE CORP","COM","151020104","12,436","0.1%","85,286","",""
"T","AT&T INC","COM","00206R102","12,421","0.1%","317,106","",""
"X","UNITED STATES STL CORP NEW","COM","912909108","12,416","0.1%","483,882","",""
"TSN","TYSON FOODS INC","CL A","902494103","12,377","0.1%","175,685","",""
"PVH","PVH CORP","COM","693656100","12,213","0.1%","96,884","",""
"JNPR","JUNIPER NETWORKS INC","COM","48203R104","12,058","0.1%","433,263","",""
"K","KELLOGG CO","COM","487836108","12,039","0.1%","193,033","",""
"NTAP","NETAPP INC","COM","64110D104","11,991","0.1%","274,012","",""
"NFX","NEWFIELD EXPL CO","COM","651290108","11,971","0.1%","403,483","",""
"CNR.TO","CANADIAN NATL RY CO","COM","136375102","11,946","0.1%","144,517","",""
"TXN","TEXAS INSTRS INC","COM","882508104","11,682","0.1%","130,318","",""
"SPGI","S&P GLOBAL INC","COM","78409V104","11,540","0.1%","73,830","",""
"REGN","REGENERON PHARMACEUTICALS","COM","75886F107","11,491","0.1%","25,700","",""
"URI","UNITED RENTALS INC","COM","911363109","11,464","0.1%","82,627","",""
"TJX","TJX COS INC NEW","COM","872540109","11,212","0.1%","152,070","",""
"AMGN","AMGEN INC","COM","031162100","11,051","0.1%","59,273","",""
"KSS","KOHLS CORP","COM","500255104","11,003","0.1%","241,039","",""
"UTHR","UNITED THERAPEUTICS CORP DEL","COM","91307C102","10,872","0.1%","92,770","",""
"META","FACEBOOK INC","CL A","30303M102","10,736","0.1%","62,833","",""
"CNQ.TO","CANADIAN NAT RES LTD","COM","136385101","10,536","0.1%","315,309","",""
"MAS","MASCO CORP","COM","574599106","9,732","0.1%","249,478","",""
"PEP","PEPSICO INC","COM","713448108","9,684","0.1%","86,908","",""
"BMO.TO","BANK MONTREAL QUE","COM","063671101","9,635","0.1%","127,610","",""
"TRP","TRANSCANADA CORP","COM","89353D107","9,358","0.1%","189,768","",""
"AMAT","APPLIED MATLS INC","COM","038222105","9,254","0.1%","177,647","",""
"KSU","KANSAS CITY SOUTHERN","COM NEW","485170302","9,018","0.1%","82,975","",""
"RL","RALPH LAUREN CORP","CL A","751212101","8,874","0.1%","100,510","",""
"FL","FOOT LOCKER INC","COM","344849104","8,633","0.1%","245,114","",""
"WBA","WALGREENS BOOTS ALLIANCE INC","COM","931427108","8,563","0.1%","110,893","",""
"ORLY","O REILLY AUTOMOTIVE INC NEW","COM","67103H107","8,142","0.1%","37,804","",""
"ECL","ECOLAB INC","COM","278865100","7,864","0.1%","61,148","",""
"MSI","MOTOROLA SOLUTIONS INC","COM NEW","620076307","7,801","0.1%","91,922","",""
"CRM","SALESFORCE COM INC","COM","79466L302","7,756","0.1%","83,019","",""
"MA","MASTERCARD INCORPORATED","CL A","57636Q104","7,720","0.1%","54,677","",""
"MFC.TO","MANULIFE FINL CORP","COM","56501R106","7,709","0.1%","380,945","",""
"BKAA.SG","BROOKFIELD ASSET MGMT INC","CL A LTD VT SH","112585104","7,637","0.1%","185,392","",""
"BCE.TO","BCE INC","COM NEW","05534B760","7,341","0.0%","157,052","",""
"CA","CA INC","COM","12673P105","7,331","0.0%","219,626","",""
"ATVI","ACTIVISION BLIZZARD INC","COM","00507V109","7,277","0.0%","112,799","",""
