"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"VWO","VANGUARD INTL EQUITY INDEX F","FTSE EMR MKT ETF","922042858","3,298,995","31%","92,202,194","",""
"EEM","ISHARES TR","MSCI EMG MKT ETF","464287234","2,439,079","23%","69,668,055","",""
"SPY","SPDR S&P 500 ETF TR","TR UNIT","78462F103","2,257,273","21%","10,098,300","",""
"IEMG","ISHARES INC","CORE MSCI EMKT","46434G103","242,519","2.3%","5,713,056","",""
"EWZ","ISHARES","MSCI BRZ CAP ETF","464286400","176,576","1.7%","5,296,211","",""
"LQD","ISHARES TR","IBOXX INV CP ETF","464287242","114,737","1.1%","979,155","",""
"EWY","ISHARES","MSCI STH KOR ETF","464286772","99,171","0.9%","1,863,409","",""
"AAPL","APPLE INC","COM","037833100","48,239","0.5%","416,500","",""
"MSFT","MICROSOFT CORP","COM","594918104","40,549","0.4%","652,548","",""
"IVV","ISHARES TR","CORE S&P500 ETF","464287200","39,373","0.4%","175,000","",""
"INTC","INTEL CORP","COM","458140100","34,541","0.3%","952,343","",""
"SU.TO","SUNCOR ENERGY INC NEW","COM","867224107","33,669","0.3%","1,022,700","",""
"TAP","MOLSON COORS BREWING CO","CL B","60871R209","27,704","0.3%","284,700","",""
"UNH","UNITEDHEALTH GROUP INC","COM","91324P102","26,231","0.2%","163,900","",""
"LUMN","CENTURYLINK INC","COM","156700106","25,712","0.2%","1,081,241","",""
"CSCO","CISCO SYS INC","COM","17275R102","25,548","0.2%","845,390","",""
"ENDP","ENDO INTL PLC","SHS","G30401106","25,315","0.2%","1,537,036","",""
"SWN","SOUTHWESTERN ENERGY CO","COM","845467109","25,182","0.2%","2,327,323","",""
"ESRX","EXPRESS SCRIPTS HLDG CO","COM","30219G108","24,242","0.2%","352,411","",""
"BBBY","BED BATH & BEYOND INC","COM","075896100","23,772","0.2%","584,950","",""
"AET","AETNA INC NEW","COM","00817Y108","23,438","0.2%","189,000","",""
"","NOBLE CORP PLC","SHS USD","G65431101","22,266","0.2%","3,761,230","",""
"CNQ.TO","CANADIAN NAT RES LTD","COM","136385101","22,123","0.2%","693,337","",""
"GME","GAMESTOP CORP NEW","CL A","36467W109","22,118","0.2%","875,601","",""
"RHT","RED HAT INC","COM","756577102","19,084","0.2%","273,800","",""
"K","KELLOGG CO","COM","487836108","18,983","0.2%","257,542","",""
"XOM","EXXON MOBIL CORP","COM","30231G102","18,882","0.2%","209,200","",""
"IMO.TO","IMPERIAL OIL LTD","COM NEW","453038408","17,978","0.2%","516,150","",""
"IBM","INTERNATIONAL BUSINESS MACHS","COM","459200101","17,628","0.2%","106,200","",""
"SPG","SIMON PPTY GROUP INC NEW","COM","828806109","17,234","0.2%","97,000","",""
"CPRI","MICHAEL KORS HLDGS LTD","SHS","G60754101","17,030","0.2%","396,230","",""
"BLK","BLACKROCK INC","COM","09247X101","17,010","0.2%","44,700","",""
"M","MACYS INC","COM","55616P104","16,946","0.2%","473,229","",""
"BP","BP PLC","SPONSORED ADR","055622104","16,638","0.2%","445,100","",""
"MCO","MOODYS CORP","COM","615369105","16,582","0.2%","175,900","",""
"CVX","CHEVRON CORP NEW","COM","166764100","16,466","0.2%","139,900","",""
"GIS","GENERAL MLS INC","COM","370334104","15,937","0.2%","258,002","",""
"COP","CONOCOPHILLIPS","COM","20825C104","15,485","0.1%","308,844","",""
"RIO","RIO TINTO PLC","SPONSORED ADR","767204100","15,430","0.1%","401,200","",""
"PBR","PETROLEO BRASILEIRO SA PETRO","SPONSORED ADR","71654V408","15,209","0.1%","1,504,400","",""
"PPG","PPG INDS INC","COM","693506107","15,181","0.1%","160,207","",""
"BHP","BHP BILLITON LTD","SPONSORED ADR","088606108","15,164","0.1%","423,811","",""
"DKS","DICKS SPORTING GOODS INC","COM","253393102","15,080","0.1%","284,000","",""
"MFC.TO","MANULIFE FINL CORP","COM","56501R106","14,918","0.1%","836,700","",""
"TSN","TYSON FOODS INC","CL A","902494103","14,556","0.1%","236,000","",""
"EOG","EOG RES INC","COM","26875P101","14,535","0.1%","143,765","",""
"FE","FIRSTENERGY CORP","COM","337932107","14,449","0.1%","466,545","",""
"WMT","WAL-MART STORES INC","COM","931142103","14,266","0.1%","206,400","",""
"TXN","TEXAS INSTRS INC","COM","882508104","14,049","0.1%","192,534","",""
"OXY","OCCIDENTAL PETE CORP DEL","COM","674599105","13,719","0.1%","192,600","",""
"ROST","ROSS STORES INC","COM","778296103","13,487","0.1%","205,600","",""
"JCPNQ","PENNEY J C INC","COM","708160106","13,264","0.1%","1,596,198","",""
"BFH","ALLIANCE DATA SYSTEMS CORP","COM","018581108","12,946","0.1%","56,655","",""
"TRP","TRANSCANADA CORP","COM","89353D107","12,861","0.1%","284,900","",""
"MXIM","MAXIM INTEGRATED PRODS INC","COM","57772K101","12,824","0.1%","332,493","",""
"LEN","LENNAR CORP","CL A","526057104","12,663","0.1%","294,971","",""
"GG","GOLDCORP INC NEW","COM","380956409","12,293","0.1%","903,895","",""
"NEM","NEWMONT MINING CORP","COM","651639106","11,995","0.1%","352,079","",""
"FNV.TO","FRANCO NEVADA CORP","COM","351858105","11,819","0.1%","197,428","",""
"CERN","CERNER CORP","COM","156782104","11,803","0.1%","249,175","",""
"META","FACEBOOK INC","CL A","30303M102","11,505","0.1%","100,000","",""
"URI","UNITED RENTALS INC","COM","911363109","11,349","0.1%","107,489","",""
"ABC","AMERISOURCEBERGEN CORP","COM","03073E105","11,269","0.1%","144,118","",""
"MDLZ","MONDELEZ INTL INC","CL A","609207105","11,052","0.1%","249,307","",""
"MJN","MEAD JOHNSON NUTRITION CO","COM","582839106","10,906","0.1%","154,120","",""
"SLF.TO","SUN LIFE FINL INC","COM","866796105","10,809","0.1%","281,200","",""
"AEM","AGNICO EAGLE MINES LTD","COM","008474108","10,768","0.1%","256,381","",""
"ELV","ANTHEM INC","COM","036752103","10,726","0.1%","74,604","",""
"ORCL","ORACLE CORP","COM","68389X105","10,594","0.1%","275,528","",""
"JPM","JPMORGAN CHASE & CO","COM","46625H100","10,476","0.1%","121,400","",""
"WFC","WELLS FARGO & CO NEW","COM","949746101","10,355","0.1%","187,900","",""
"JNPR","JUNIPER NETWORKS INC","COM","48203R104","10,352","0.1%","366,298","",""
"FCX","FREEPORT-MCMORAN INC","CL B","35671D857","10,103","0.1%","765,947","",""
"VALE","VALE S A","ADR","91912E105","9,904","0.1%","1,299,800","",""
"APC","ANADARKO PETE CORP","COM","032511107","9,803","0.1%","140,580","",""
