"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"LUMN","CENTURYLINK INC","COM","156700106","11,120","0.1%","471,769","",""
"TSN","TYSON FOODS INC","CL A","902494103","11,114","0.1%","180,099","",""
"AET","AETNA INC NEW","COM","00817Y108","10,965","0.1%","85,970","",""
"FNV.TO","FRANCO NEVADA CORP","COM","351858105","10,955","0.1%","167,703","",""
"KSS","KOHLS CORP","COM","500255104","10,607","0.1%","266,435","",""
"RHT","RED HAT INC","COM","756577102","10,416","0.1%","120,418","",""
"NEM","NEWMONT MINING CORP","COM","651639106","10,353","0.1%","314,098","",""
"GG","GOLDCORP INC NEW","COM","380956409","10,218","0.1%","700,357","",""
"LULU","LULULEMON ATHLETICA INC","COM","550021109","10,163","0.1%","195,934","",""
"LEN","LENNAR CORP","CL A","526057104","9,758","0.1%","190,617","",""
"DVA","DAVITA INC","COM","23918K108","9,672","0.1%","142,304","",""
"AEM","AGNICO EAGLE MINES LTD","COM","008474108","9,281","0.1%","218,677","",""
"CNQ.TO","CANADIAN NAT RES LTD","COM","136385101","9,074","0.1%","276,473","",""
"WPM","SILVER WHEATON CORP","COM","828336107","9,003","0.1%","432,011","",""
"TROW","PRICE T ROWE GROUP INC","COM","74144T108","8,986","0.1%","131,857","",""
"APC","ANADARKO PETE CORP","COM","032511107","8,716","0.1%","140,580","",""
"MCK","MCKESSON CORP","COM","58155Q103","8,466","0.1%","57,101","",""
"X","UNITED STATES STL CORP NEW","COM","912909108","8,450","0.1%","249,917","",""
"AMGN","AMGEN INC","COM","031162100","8,443","0.1%","51,460","",""
"CCL","CARNIVAL CORP","UNIT 99/99/9999","143658300","8,135","0.1%","138,088","",""
"","RANDGOLD RES LTD","ADR","752344309","8,089","0.1%","92,676","",""
"HYG","ISHARES TR","IBOXX HI YD ETF","464288513","7,971","0.1%","90,803","",""
"ABC","AMERISOURCEBERGEN CORP","COM","03073E105","7,865","0.1%","88,867","",""
"UTHR","UNITED THERAPEUTICS CORP DEL","COM","91307C102","7,864","0.1%","58,092","",""
"PXD","PIONEER NAT RES CO","COM","723787107","7,782","0.1%","41,788","",""
"LYB","LYONDELLBASELL INDUSTRIES N","SHS - A -","N53745100","7,470","0.1%","81,914","",""
"JNPR","JUNIPER NETWORKS INC","COM","48203R104","7,461","0.1%","268,087","",""
"DISH","DISH NETWORK CORP","CL A","25470M109","6,869","0.1%","108,196","",""
"ILMN","ILLUMINA INC","COM","452327109","6,799","0.1%","39,843","",""
"SCCO","SOUTHERN COPPER CORP","COM","84265V105","6,776","0.1%","188,795","",""
"GPS","GAP INC DEL","COM","364760108","6,753","0.1%","278,000","",""
"FL","FOOT LOCKER INC","COM","344849104","6,635","0.1%","88,686","",""
"TJX","TJX COS INC NEW","COM","872540109","6,515","0.1%","82,387","",""
"IMO.TO","IMPERIAL OIL LTD","COM NEW","453038408","6,498","0.1%","213,877","",""
"JCPNQ","PENNEY J C INC","COM","708160106","6,450","0.1%","1,047,139","",""
"PVH","PVH CORP","COM","693656100","6,440","0.1%","62,242","",""
"FCX","FREEPORT-MCMORAN INC","CL B","35671D857","6,125","0.1%","458,486","",""
"WMT","WAL-MART STORES INC","COM","931142103","5,908","0.1%","81,964","",""
"NTAP","NETAPP INC","COM","64110D104","5,898","0.1%","140,942","",""
"MCHP","MICROCHIP TECHNOLOGY INC","COM","595017104","5,715","0.1%","77,459","",""
"KSU","KANSAS CITY SOUTHERN","COM NEW","485170302","5,640","0.1%","65,765","",""
"VRSN","VERISIGN INC","COM","92343E102","5,518","0.1%","63,346","",""
"ORCL","ORACLE CORP","COM","68389X105","5,455","0.1%","122,290","",""
"GWW","GRAINGER W W INC","COM","384802104","5,406","0.1%","23,226","",""
"CELG","CELGENE CORP","COM","151020104","5,402","0.1%","43,412","",""
"DRI","DARDEN RESTAURANTS INC","COM","237194105","5,373","0.1%","64,214","",""
"BMY","BRISTOL MYERS SQUIBB CO","COM","110122108","5,257","0.1%","96,670","",""
"APA","APACHE CORP","COM","037411105","5,062","0.1%","98,500","",""
"CXO","CONCHO RES INC","COM","20605P101","5,062","0.1%","39,439","",""
"PX","PRAXAIR INC","COM","74005P104","4,957","0.1%","41,800","",""
"FLR","FLUOR CORP NEW","COM","343412102","4,812","0.1%","91,450","",""
"RIG","TRANSOCEAN LTD","REG SHS","H8817H100","4,808","0.1%","386,224","",""
"NOC","NORTHROP GRUMMAN CORP","COM","666807102","4,756","0.1%","19,996","",""
"ACN","ACCENTURE PLC IRELAND","SHS CLASS A","G1151C101","4,528","0.1%","37,774","",""
"RGLD","ROYAL GOLD INC","COM","780287108","4,479","0.1%","63,938","",""
"DE","DEERE & CO","COM","244199105","4,440","0.1%","40,786","",""
"AU","ANGLOGOLD ASHANTI LTD","SPONSORED ADR","035128206","4,435","0.1%","411,794","",""
"URI","UNITED RENTALS INC","COM","911363109","4,377","0.0%","34,999","",""
"","CONTINENTAL RESOURCES INC","COM","212015101","4,345","0.0%","95,660","",""
"NFX","NEWFIELD EXPL CO","COM","651290108","4,329","0.0%","117,281","",""
"EW","EDWARDS LIFESCIENCES CORP","COM","28176E108","4,272","0.0%","45,415","",""
"K.TO","KINROSS GOLD CORP","COM NO PAR","496902404","4,263","0.0%","1,212,288","",""
"COF","CAPITAL ONE FINL CORP","COM","14040H105","4,110","0.0%","47,425","",""
"XEC","CIMAREX ENERGY CO","COM","171798101","4,061","0.0%","33,987","",""
"HES","HESS CORP","COM","42809H107","4,015","0.0%","83,280","",""
"SWK","STANLEY BLACK & DECKER INC","COM","854502101","3,871","0.0%","29,133","",""
"SPGI","S&P GLOBAL INC","COM","78409V104","3,860","0.0%","29,524","",""
"CAH","CARDINAL HEALTH INC","COM","14149Y108","3,829","0.0%","46,958","",""
"NBL","NOBLE ENERGY INC","COM","655044105","3,680","0.0%","107,164","",""
"CTRA","CABOT OIL & GAS CORP","COM","127097103","3,655","0.0%","152,844","",""
"UNH","UNITEDHEALTH GROUP INC","COM","91324P102","3,599","0.0%","21,941","",""
"MAS","MASCO CORP","COM","574599106","3,485","0.0%","102,537","",""
"MRO","MARATHON OIL CORP","COM","565849106","3,371","0.0%","213,337","",""
"GOOGL","ALPHABET INC","CAP STK CL A","02079K305","3,366","0.0%","3,970","",""
"LB","L BRANDS INC","COM","501797104","3,299","0.0%","70,033","",""
"PTR","PETROCHINA CO LTD","SPONSORED ADR","71646E100","3,184","0.0%","43,470","",""
"TECK-B.TO","TECK RESOURCES LTD","CL B","878742204","3,182","0.0%","145,943","",""
"FDS","FACTSET RESH SYS INC","COM","303075105","3,035","0.0%","18,401","",""
"CRM","SALESFORCE COM INC","COM","79466L302","3,007","0.0%","36,447","",""
"MS","MORGAN STANLEY","COM NEW","617446448","2,992","0.0%","69,834","",""
"LUV","SOUTHWEST AIRLS CO","COM","844741108","2,872","0.0%","53,414","",""
"GFI","GOLD FIELDS LTD NEW","SPONSORED ADR","38059T106","2,841","0.0%","804,805","",""
"URBN","URBAN OUTFITTERS INC","COM","917047102","2,711","0.0%","114,103","",""
"BTO.TO","B2GOLD CORP","COM","11777Q209","2,689","0.0%","946,262","",""
"EQT","EQT CORP","COM","26884L109","2,675","0.0%","43,786","",""
"JLL","JONES LANG LASALLE INC","COM","48020Q107","2,638","0.0%","23,670","",""
"YRI.TO","YAMANA GOLD INC","COM","98462Y100","2,623","0.0%","950,539","",""
"HSY","HERSHEY CO","COM","427866108","2,550","0.0%","23,342","",""
"SBNY","SIGNATURE BK NEW YORK N Y","COM","82669G104","2,522","0.0%","16,999","",""
"CVE.TO","CENOVUS ENERGY INC","COM","15135U109","2,499","0.0%","221,487","",""
"CA","CA INC","COM","12673P105","2,433","0.0%","76,696","",""
"TAHO","TAHOE RES INC","COM","873868103","2,385","0.0%","297,797","",""
"F","FORD MTR CO DEL","COM PAR $0.01","345370860","2,342","0.0%","201,176","",""
"CSCO","CISCO SYS INC","COM","17275R102","2,328","0.0%","68,861","",""
"EGO","ELDORADO GOLD CORP NEW","COM","284902103","2,325","0.0%","681,599","",""
"AMT","AMERICAN TOWER CORP NEW","COM","03027X100","2,239","0.0%","18,425","",""
"CFR","CULLEN FROST BANKERS INC","COM","229899109","2,214","0.0%","24,890","",""
"CPB","CAMPBELL SOUP CO","COM","134429109","2,190","0.0%","38,259","",""
"GS","GOLDMAN SACHS GROUP INC","COM","38141G104","2,187","0.0%","9,520","",""
"SJM","SMUCKER J M CO","COM NEW","832696405","2,144","0.0%","16,354","",""
"SBH","SALLY BEAUTY HLDGS INC","COM","79546E104","2,133","0.0%","104,377","",""
"CBRE","CBRE GROUP INC","CL A","12504L109","2,131","0.0%","61,266","",""
"PFE","PFIZER INC","COM","717081103","2,124","0.0%","62,095","",""
"SBSW","SIBANYE GOLD LTD","SPONSORED ADR","825724206","2,015","0.0%","228,704","",""
"FLT","FLEETCOR TECHNOLOGIES INC","COM","339041105","2,002","0.0%","13,223","",""
"LVS","LAS VEGAS SANDS CORP","COM","517834107","1,978","0.0%","34,667","",""
"MCD","MCDONALDS CORP","COM","580135101","1,929","0.0%","14,886","",""
"EXC","EXELON CORP","COM","30161N101","1,910","0.0%","53,094","",""
"AIZ","ASSURANT INC","COM","04621X108","1,896","0.0%","19,819","",""
"RRC","RANGE RES CORP","COM","75281A109","1,861","0.0%","63,947","",""
"KDP","DR PEPPER SNAPPLE GROUP INC","COM","26138E109","1,816","0.0%","18,541","",""
"IP","INTL PAPER CO","COM","460146103","1,794","0.0%","35,330","",""
"HBAN","HUNTINGTON BANCSHARES INC","COM","446150104","1,770","0.0%","132,196","",""
"META","FACEBOOK INC","CL A","30303M102","1,763","0.0%","12,411","",""
"MXIM","MAXIM INTEGRATED PRODS INC","COM","57772K101","1,704","0.0%","37,908","",""
"WHR","WHIRLPOOL CORP","COM","963320106","1,704","0.0%","9,944","",""
"WBA","WALGREENS BOOTS ALLIANCE INC","COM","931427108","1,677","0.0%","20,187","",""
"ALXN","ALEXION PHARMACEUTICALS INC","COM","015351109","1,621","0.0%","13,370","",""
"VNO","VORNADO RLTY TR","SH BEN INT","929042109","1,616","0.0%","16,107","",""
"LOW","LOWES COS INC","COM","548661107","1,612","0.0%","19,612","",""
"NGD.TO","NEW GOLD INC CDA","COM","644535106","1,576","0.0%","529,566","",""
"MSFT","MICROSOFT CORP","COM","594918104","1,562","0.0%","23,710","",""
"TRQ","TURQUOISE HILL RES LTD","COM","900435108","1,538","0.0%","505,204","",""
"SCG","SCANA CORP NEW","COM","80589M102","1,470","0.0%","22,498","",""
"CPG.TO","CRESCENT PT ENERGY CORP","COM","22576C101","1,457","0.0%","135,178","",""
"BLK","BLACKROCK INC","COM","09247X101","1,430","0.0%","3,730","",""
"DHR","DANAHER CORP DEL","COM","235851102","1,423","0.0%","16,638","",""
"SYY","SYSCO CORP","COM","871829107","1,423","0.0%","27,417","",""
"TMO","THERMO FISHER SCIENTIFIC INC","COM","883556102","1,358","0.0%","8,844","",""
"EL","LAUDER ESTEE COS INC","CL A","518439104","1,345","0.0%","15,863","",""
"MSI","MOTOROLA SOLUTIONS INC","COM NEW","620076307","1,321","0.0%","15,327","",""
"USB","US BANCORP DEL","COM NEW","902973304","1,309","0.0%","25,425","",""
"WM","WASTE MGMT INC DEL","COM","94106L109","1,300","0.0%","17,831","",""
"ZION","ZIONS BANCORPORATION","COM","989701107","1,283","0.0%","30,547","",""
"LKQ","LKQ CORP","COM","501889208","1,280","0.0%","43,738","",""
"CTSH","COGNIZANT TECHNOLOGY SOLUTIO","CL A","192446102","1,278","0.0%","21,477","",""
"TSS","TOTAL SYS SVCS INC","COM","891906109","1,272","0.0%","23,801","",""
"SEE","SEALED AIR CORP NEW","COM","81211K100","1,230","0.0%","28,227","",""
"SCHW","SCHWAB CHARLES CORP NEW","COM","808513105","1,169","0.0%","28,638","",""
"BPYU","GGP INC","COM","36174X101","1,168","0.0%","50,389","",""
"VMC","VULCAN MATLS CO","COM","929160109","1,135","0.0%","9,420","",""
"RCL","ROYAL CARIBBEAN CRUISES LTD","COM","V7780T103","1,116","0.0%","11,380","",""
"T","AT&T INC","COM","00206R102","1,094","0.0%","26,331","",""
"HON","HONEYWELL INTL INC","COM","438516106","1,093","0.0%","8,753","",""
"MMC","MARSH & MCLENNAN COS INC","COM","571748102","1,089","0.0%","14,744","",""
"CCO.TO","CAMECO CORP","COM","13321L108","1,078","0.0%","97,654","",""
"TFC","BB&T CORP","COM","054937107","1,063","0.0%","23,790","",""
"KR","KROGER CO","COM","501044101","1,046","0.0%","35,466","",""
"MCO","MOODYS CORP","COM","615369105","1,019","0.0%","9,098","",""
"BAC","BANK AMER CORP","COM","060505104","998","0.0%","42,308","",""
"BCR","BARD C R INC","COM","067383109","985","0.0%","3,964","",""
"FIS","FIDELITY NATL INFORMATION SV","COM","31620M106","960","0.0%","12,062","",""
"LEA","LEAR CORP","COM NEW","521865204","928","0.0%","6,557","",""
"CMA","COMERICA INC","COM","200340107","895","0.0%","13,056","",""
"L","LOEWS CORP","COM","540424108","840","0.0%","17,961","",""
"PBCT","PEOPLES UNITED FINANCIAL INC","COM","712704105","826","0.0%","45,412","",""
"TEVA","TEVA PHARMACEUTICAL INDS LTD","SPONSORED ADR","881624209","793","0.0%","24,700","",""
"RGA","REINSURANCE GROUP AMER INC","COM NEW","759351604","768","0.0%","6,051","",""
"ITW","ILLINOIS TOOL WKS INC","COM","452308109","736","0.0%","5,557","",""
"RL","RALPH LAUREN CORP","CL A","751212101","680","0.0%","8,336","",""
"PGR","PROGRESSIVE CORP OHIO","COM","743315103","673","0.0%","17,169","",""
"VZ","VERIZON COMMUNICATIONS INC","COM","92343V104","651","0.0%","13,349","",""
"APD","AIR PRODS & CHEMS INC","COM","009158106","644","0.0%","4,759","",""
"CCK","CROWN HOLDINGS INC","COM","228368106","638","0.0%","12,053","",""
"CME","CME GROUP INC","COM","12572Q105","635","0.0%","5,342","",""
"ALV","AUTOLIV INC","COM","052800109","619","0.0%","6,049","",""
"EA","ELECTRONIC ARTS INC","COM","285512109","612","0.0%","6,835","",""
"BDX","BECTON DICKINSON & CO","COM","075887109","569","0.0%","3,100","",""
"MKC","MCCORMICK & CO INC","COM NON VTG","579780206","554","0.0%","5,677","",""
"ICE","INTERCONTINENTAL EXCHANGE IN","COM","45866F104","540","0.0%","9,022","",""
"JPM","JPMORGAN CHASE & CO","COM","46625H100","522","0.0%","5,944","",""
"TEL","TE CONNECTIVITY LTD","REG SHS","H84989104","516","0.0%","6,915","",""
"HRL","HORMEL FOODS CORP","COM","440452100","515","0.0%","14,883","",""
"IVZ","INVESCO LTD","SHS","G491BT108","512","0.0%","16,706","",""
"DFS","DISCOVER FINL SVCS","COM","254709108","494","0.0%","7,230","",""
"SNA","SNAP ON INC","COM","833034101","490","0.0%","2,903","",""
"LNC","LINCOLN NATL CORP IND","COM","534187109","476","0.0%","7,272","",""
"PKG","PACKAGING CORP AMER","COM","695156109","460","0.0%","5,017","",""
"OGE","OGE ENERGY CORP","COM","670837103","390","0.0%","11,157","",""
"ROP","ROPER TECHNOLOGIES INC","COM","776696106","378","0.0%","1,829","",""
"MSM","MSC INDL DIRECT INC","CL A","553530106","372","0.0%","3,621","",""
"CE","CELANESE CORP DEL","COM SER A","150870103","371","0.0%","4,131","",""
"TPR","COACH INC","COM","189754104","367","0.0%","8,891","",""
"NRG","NRG ENERGY INC","COM NEW","629377508","357","0.0%","19,071","",""
"EMR","EMERSON ELEC CO","COM","291011104","351","0.0%","5,867","",""
"MNST","MONSTER BEVERAGE CORP NEW","COM","61174X109","345","0.0%","7,481","",""
"LAMR","LAMAR ADVERTISING CO NEW","CL A","512816109","330","0.0%","4,414","",""
"NNN","NATIONAL RETAIL PPTYS INC","COM","637417106","319","0.0%","7,312","",""
"CNX","CONSOL ENERGY INC","COM","20854P109","311","0.0%","18,547","",""
"ADP","AUTOMATIC DATA PROCESSING IN","COM","053015103","263","0.0%","2,565","",""
"PWR","QUANTA SVCS INC","COM","74762E102","249","0.0%","6,716","",""
