"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"VWO","VANGUARD INTL EQUITY INDEX F","FTSE EMR MKT ETF","922042858","2,022,483","16%","47,554,277","",""
"SPY","SPDR S&P 500 ETF TR","TR UNIT","78462F103","1,986,228","16%","6,778,936","",""
"IEMG","ISHARES INC","CORE MSCI EMKT","46434G103","1,200,110","9.4%","23,330,286","",""
"EEM","ISHARES TR","MSCI EMG MKT ETF","464287234","1,103,072","8.7%","25,706,638","",""
"IVV","ISHARES TR","CORE S&P500 ETF","464287200","644,594","5.1%","2,186,917","",""
"GLD","SPDR GOLD TRUST","GOLD SHS","78463V107","540,343","4.2%","4,056,627","",""
"EWZ","ISHARES INC","MSCI BRAZIL ETF","464286400","412,306","3.2%","9,430,594","",""
"LQD","ISHARES TR","IBOXX INV CP ETF","464287242","327,714","2.6%","2,634,994","",""
"HYG","ISHARES TR","IBOXX HI YD ETF","464288513","281,031","2.2%","3,223,574","",""
"TLT","ISHARES TR","20 YR TR BD ETF","464287432","265,925","2.1%","2,002,297","",""
"EWY","ISHARES INC","MSCI STH KOR ETF","464286772","213,719","1.7%","3,569,710","",""
"EMB","ISHARES TR","JPMORGAN USD EMG","464288281","203,897","1.6%","1,799,781","",""
"EFA","ISHARES TR","MSCI EAFE ETF","464287465","168,728","1.3%","2,566,986","",""
"VEA","VANGUARD TAX MANAGED INTL FD","FTSE DEV MKT ETF","921943858","168,719","1.3%","4,045,054","",""
"IAU","ISHARES GOLD TRUST","ISHARES","464285105","157,678","1.2%","11,679,855","",""
"IEFA","ISHARES TR","CORE MSCI EAFE","46432F842","154,313","1.2%","2,513,246","",""
"TIP","ISHARES TR","TIPS BD ETF","464287176","149,577","1.2%","1,295,152","",""
"INDA","ISHARES TR","MSCI INDIA ETF","46429B598","106,114","0.8%","3,006,076","",""
"BFH","ALLIANCE DATA SYSTEMS CORP","COM","018581108","76,169","0.6%","543,560","",""
"BIIB","BIOGEN INC","COM","09062X103","58,218","0.5%","248,933","",""
"BABA","ALIBABA GROUP HLDG LTD","SPONSORED ADS","01609W102","53,194","0.4%","313,923","",""
"SWN","SOUTHWESTERN ENERGY CO","COM","845467109","49,042","0.4%","15,519,475","",""
"PVH","PVH CORP","COM","693656100","48,983","0.4%","517,571","",""
"CCL","CARNIVAL CORP","UNIT 99/99/9999","143658300","47,472","0.4%","1,019,798","",""
"XEC","CIMAREX ENERGY CO","COM","171798101","45,167","0.4%","761,277","",""
"M","MACYS INC","COM","55616P104","44,482","0.3%","2,072,780","",""
"BBBY","BED BATH & BEYOND INC","COM","075896100","42,530","0.3%","3,660,071","",""
"KR","KROGER CO","COM","501044101","39,245","0.3%","1,807,673","",""
"RY.TO","ROYAL BK CDA MONTREAL QUE","COM","780087102","37,816","0.3%","474,832","",""
"NUE","NUCOR CORP","COM","670346105","36,511","0.3%","662,636","",""
"","TORONTO DOMINION BK ONT","COM NEW","891160509","35,529","0.3%","606,735","",""
"KSS","KOHLS CORP","COM","500255104","33,851","0.3%","711,897","",""
"IPG","INTERPUBLIC GROUP COS INC","COM","460690100","33,569","0.3%","1,486,031","",""
"MU","MICRON TECHNOLOGY INC","COM","595112103","31,708","0.2%","821,665","",""
"FXI","ISHARES TR","CHINA LG-CAP ETF","464287184","30,631","0.2%","716,186","",""
"JWN","NORDSTROM INC","COM","655664100","30,179","0.2%","947,246","",""
"MCHI","ISHARES TR","MSCI CHINA ETF","46429B671","29,746","0.2%","500,356","",""
"CMCSA","COMCAST CORP NEW","CL A","20030N101","29,584","0.2%","699,707","",""
"K","KELLOGG CO","COM","487836108","29,238","0.2%","545,784","",""
"BRK-B","BERKSHIRE HATHAWAY INC DEL","CL B NEW","084670702","28,745","0.2%","134,847","",""
"NTAP","NETAPP INC","COM","64110D104","28,419","0.2%","460,605","",""
"INTC","INTEL CORP","COM","458140100","27,754","0.2%","579,784","",""
"URBN","URBAN OUTFITTERS INC","COM","917047102","25,507","0.2%","1,121,205","",""
"FL","FOOT LOCKER INC","COM","344849104","25,322","0.2%","604,050","",""
"LB","L BRANDS INC","COM","501797104","24,694","0.2%","946,120","",""
"CVS","CVS HEALTH CORP","COM","126650100","24,356","0.2%","446,981","",""
"NEM","NEWMONT GOLDCORP CORPORATION","COM","651639106","23,295","0.2%","605,537","",""
"EMN","EASTMAN CHEMICAL CO","COM","277432100","23,207","0.2%","298,181","",""
"PHM","PULTE GROUP INC","COM","745867101","23,102","0.2%","730,628","",""
"STT","STATE STR CORP","COM","857477103","22,854","0.2%","407,662","",""
"MAS","MASCO CORP","COM","574599106","22,721","0.2%","579,027","",""
"BNS.TO","BANK N S HALIFAX","COM","064149107","22,394","0.2%","416,027","",""
"CAH","CARDINAL HEALTH INC","COM","14149Y108","22,387","0.2%","475,303","",""
"CNR.TO","CANADIAN NATL RY CO","COM","136375102","22,265","0.2%","240,057","",""
"IP","INTL PAPER CO","COM","460146103","22,188","0.2%","512,179","",""
"CLX","CLOROX CO DEL","COM","189054109","22,005","0.2%","143,723","",""
"LYB","LYONDELLBASELL INDUSTRIES N","SHS - A -","N53745100","21,828","0.2%","253,427","",""
"RL","RALPH LAUREN CORP","CL A","751212101","21,774","0.2%","191,690","",""
"URI","UNITED RENTALS INC","COM","911363109","21,646","0.2%","163,204","",""
