"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"HFC","HOLLYFRONTIER CORP","COM","436106108","17,889","0.1%","363,078","",""
"INTC","INTEL CORP","COM","458140100","16,689","0.1%","310,789","",""
"IPG","INTERPUBLIC GROUP COS INC","COM","460690100","16,686","0.1%","794,178","",""
"BABA","ALIBABA GROUP HLDG LTD","SPONSORED ADS","01609W102","16,646","0.1%","91,238","",""
"TXT","TEXTRON INC","COM","883203101","16,482","0.1%","325,345","",""
"DISH","DISH NETWORK CORP","CL A","25470M109","16,281","0.1%","513,771","",""
"FFIV","F5 NETWORKS INC","COM","315616102","16,234","0.1%","103,448","",""
"NTAP","NETAPP INC","COM","64110D104","15,902","0.1%","229,338","",""
"BMO.TO","BANK MONTREAL QUE","COM","063671101","15,686","0.1%","209,582","",""
"AN","AUTONATION INC","COM","05329W102","15,651","0.1%","438,167","",""
"EL","LAUDER ESTEE COS INC","CL A","518439104","15,436","0.1%","93,241","",""
"KSS","KOHLS CORP","COM","500255104","14,934","0.1%","217,153","",""
"SWN","SOUTHWESTERN ENERGY CO","COM","845467109","14,921","0.1%","3,181,528","",""
"SCHW","THE CHARLES SCHWAB CORPORATI","COM","808513105","14,135","0.1%","330,575","",""
"TRP","TRANSCANADA CORP","COM","89353D107","14,134","0.1%","314,592","",""
"COP","CONOCOPHILLIPS","COM","20825C104","13,587","0.1%","203,575","",""
"MHK","MOHAWK INDS INC","COM","608190104","13,405","0.1%","106,261","",""
"BKAA.SG","BROOKFIELD ASSET MGMT INC","CL A LTD VT SH","112585104","13,099","0.1%","281,063","",""
"CNQ.TO","CANADIAN NAT RES LTD","COM","136385101","12,933","0.1%","470,906","",""
"CPRI","CAPRI HOLDINGS LIMITED","SHS","G1890L107","12,841","0.1%","280,671","",""
"STZ","CONSTELLATION BRANDS INC","CL A","21036P108","12,703","0.1%","72,452","",""
"GS","GOLDMAN SACHS GROUP INC","COM","38141G104","12,369","0.1%","64,423","",""
"WU","WESTERN UN CO","COM","959802109","12,110","0.1%","655,652","",""
"EIX","EDISON INTL","COM","281020107","12,033","0.1%","194,336","",""
"BCE.TO","BCE INC","COM NEW","05534B760","11,559","0.1%","260,225","",""
"NTR.TO","NUTRIEN LTD","COM","67077M108","11,110","0.1%","210,584","",""
"CM.TO","CDN IMPERIAL BK COMM TORONTO","COM","136069101","10,930","0.1%","138,276","",""
"BKNG","BOOKING HLDGS INC","COM","09857L108","10,738","0.1%","6,154","",""
"WBA","WALGREENS BOOTS ALLIANCE INC","COM","931427108","10,724","0.1%","169,501","",""
"CCL","CARNIVAL CORP","UNIT 99/99/9999","143658300","10,621","0.1%","209,407","",""
"RF","REGIONS FINL CORP NEW","COM","7591EP100","10,493","0.1%","741,587","",""
"MFC.TO","MANULIFE FINL CORP","COM","56501R106","10,260","0.1%","606,507","",""
"CP.TO","CANADIAN PAC RY LTD","COM","13645T100","9,999","0.1%","48,517","",""
"CMA","COMERICA INC","COM","200340107","9,513","0.1%","129,744","",""
"NRG","NRG ENERGY INC","COM NEW","629377508","9,452","0.1%","222,507","",""
"LB","L BRANDS INC","COM","501797104","9,215","0.1%","334,117","",""
"ABX.TO","BARRICK GOLD CORPORATION","COM","067901108","9,212","0.1%","671,783","",""
"PH","PARKER HANNIFIN CORP","COM","701094104","8,816","0.1%","51,369","",""
"BA","BOEING CO","COM","097023105","8,719","0.1%","22,860","",""
"KEY","KEYCORP NEW","COM","493267108","8,546","0.1%","542,629","",""
"CLX","CLOROX CO DEL","COM","189054109","8,376","0.1%","52,199","",""
"SLF.TO","SUN LIFE FINL INC","COM","866796105","8,111","0.0%","211,056","",""
"GILD","GILEAD SCIENCES INC","COM","375558103","8,102","0.0%","124,628","",""
"CHRW","C H ROBINSON WORLDWIDE INC","COM NEW","12541W209","7,956","0.0%","91,461","",""
"LNC","LINCOLN NATL CORP IND","COM","534187109","7,952","0.0%","135,462","",""
"GWW","GRAINGER W W INC","COM","384802104","7,847","0.0%","26,075","",""
"TGT","TARGET CORP","COM","87612E106","7,672","0.0%","95,591","",""
"T.TO","TELUS CORP","COM","87971M103","7,664","0.0%","207,021","",""
"HP","HELMERICH & PAYNE INC","COM","423452101","7,610","0.0%","136,961","",""
"VFC","V F CORP","COM","918204108","7,600","0.0%","87,452","",""
"BRK-B","BERKSHIRE HATHAWAY INC DEL","CL B NEW","084670702","7,498","0.0%","37,325","",""
"COF","CAPITAL ONE FINL CORP","COM","14040H105","7,407","0.0%","90,677","",""
"AKAM","AKAMAI TECHNOLOGIES INC","COM","00971T101","7,258","0.0%","101,210","",""
"K","KELLOGG CO","COM","487836108","7,154","0.0%","124,686","",""
"INTU","INTUIT","COM","461202103","7,124","0.0%","27,251","",""
"MAS","MASCO CORP","COM","574599106","7,070","0.0%","179,851","",""
"XEC","CIMAREX ENERGY CO","COM","171798101","7,020","0.0%","100,426","",""
"MG.TO","MAGNA INTL INC","COM","559222401","7,018","0.0%","144,114","",""
"FNV.TO","FRANCO NEVADA CORP","COM","351858105","6,736","0.0%","89,817","",""
"TFC","BB&T CORP","COM","054937107","6,692","0.0%","143,814","",""
"MMM","3M CO","COM","88579Y101","6,598","0.0%","31,753","",""
"DVN","DEVON ENERGY CORP NEW","COM","25179M103","6,587","0.0%","208,722","",""
"GIB-A.TO","CGI INC","CL A SUB VTG","12532H104","6,331","0.0%","92,070","",""
"RL","RALPH LAUREN CORP","CL A","751212101","6,330","0.0%","48,814","",""
"CTRA","CABOT OIL & GAS CORP","COM","127097103","6,287","0.0%","240,876","",""
"IBM","INTERNATIONAL BUSINESS MACHS","COM","459200101","6,243","0.0%","44,244","",""
"MO","ALTRIA GROUP INC","COM","02209S103","6,232","0.0%","108,515","",""
"LUV","SOUTHWEST AIRLS CO","COM","844741108","6,200","0.0%","119,439","",""
"RCI-B.TO","ROGERS COMMUNICATIONS INC","CL B","775109200","6,177","0.0%","114,817","",""
"ELV","ANTHEM INC","COM","036752103","6,089","0.0%","21,217","",""
"LBTYA","LIBERTY GLOBAL PLC","SHS CL A","G5480U104","6,007","0.0%","241,068","",""
"META","FACEBOOK INC","CL A","30303M102","5,988","0.0%","35,925","",""
"CMCSA","COMCAST CORP NEW","CL A","20030N101","5,909","0.0%","147,791","",""
"PPL.TO","PEMBINA PIPELINE CORP","COM","706327103","5,758","0.0%","156,702","",""
"EWBC","EAST WEST BANCORP INC","COM","27579R104","5,679","0.0%","118,394","",""
"TRI.TO","THOMSON REUTERS CORP","COM NEW","884903709","5,440","0.0%","91,921","",""
"PRU","PRUDENTIAL FINL INC","COM","744320102","5,437","0.0%","59,174","",""
"CMI","CUMMINS INC","COM","231021106","5,279","0.0%","33,436","",""
"WPM.TO","WHEATON PRECIOUS METALS CORP","COM","962879102","5,192","0.0%","218,018","",""
"QSR","RESTAURANT BRANDS INTL INC","COM","76131D103","5,151","0.0%","79,156","",""
"ZION","ZIONS BANCORPORATION N A","COM","989701107","5,145","0.0%","113,301","",""
"TECK-B.TO","TECK RESOURCES LTD","CL B","878742204","5,074","0.0%","219,250","",""
"BIDU","BAIDU INC","SPON ADR REP A","056752108","5,055","0.0%","30,666","",""
"FTS.TO","FORTIS INC","COM","349553107","5,048","0.0%","136,548","",""
"AEM","AGNICO EAGLE MINES LTD","COM","008474108","4,949","0.0%","113,796","",""
"DGX","QUEST DIAGNOSTICS INC","COM","74834L100","4,888","0.0%","54,358","",""
"GG","GOLDCORP INC NEW","COM","380956409","4,786","0.0%","418,220","",""
"GD","GENERAL DYNAMICS CORP","COM","369550108","4,769","0.0%","28,170","",""
"CF","CF INDS HLDGS INC","COM","125269100","4,722","0.0%","115,519","",""
"XLNX","XILINX INC","COM","983919101","4,660","0.0%","36,757","",""
"CPB","CAMPBELL SOUP CO","COM","134429109","4,541","0.0%","119,088","",""
"WCN","WASTE CONNECTIONS INC","COM","94106B101","4,534","0.0%","51,172","",""
"ROK","ROCKWELL AUTOMATION INC","COM","773903109","4,490","0.0%","25,589","",""
"MPC","MARATHON PETE CORP","COM","56585A102","4,465","0.0%","74,609","",""
"RTN","RAYTHEON CO","COM NEW","755111507","4,396","0.0%","24,144","",""
"JD","JD COM INC","SPON ADR CL A","47215P106","4,359","0.0%","144,586","",""
"UAL","UNITED CONTL HLDGS INC","COM","910047109","4,236","0.0%","53,093","",""
"ADP","AUTOMATIC DATA PROCESSING IN","COM","053015103","4,226","0.0%","26,455","",""
"BAC","BANK AMER CORP","COM","060505104","4,046","0.0%","146,634","",""
"LMT","LOCKHEED MARTIN CORP","COM","539830109","4,044","0.0%","13,472","",""
"VRTX","VERTEX PHARMACEUTICALS INC","COM","92532F100","4,026","0.0%","21,889","",""
"CAT","CATERPILLAR INC DEL","COM","149123101","3,945","0.0%","29,120","",""
"EMR","EMERSON ELEC CO","COM","291011104","3,864","0.0%","56,434","",""
"ADI","ANALOG DEVICES INC","COM","032654105","3,862","0.0%","36,691","",""
"NTES","NETEASE INC","SPONSORED ADR","64110W102","3,769","0.0%","15,611","",""
"VLO","VALERO ENERGY CORP NEW","COM","91913Y100","3,726","0.0%","43,927","",""
"SBNY","SIGNATURE BK NEW YORK N Y","COM","82669G104","3,712","0.0%","28,981","",""
"RJF","RAYMOND JAMES FINANCIAL INC","COM","754730109","3,538","0.0%","43,994","",""
"HBAN","HUNTINGTON BANCSHARES INC","COM","446150104","3,492","0.0%","275,384","",""
"IMO.TO","IMPERIAL OIL LTD","COM NEW","453038408","3,489","0.0%","127,760","",""
"HST","HOST HOTELS & RESORTS INC","COM","44107P104","3,444","0.0%","182,221","",""
"UNH","UNITEDHEALTH GROUP INC","COM","91324P102","3,371","0.0%","13,632","",""
"NLY","ANNALY CAP MGMT INC","COM","035710409","3,356","0.0%","335,950","",""
"CME","CME GROUP INC","COM CL A","12572Q105","3,341","0.0%","20,302","",""
"FL","FOOT LOCKER INC","COM","344849104","3,318","0.0%","54,759","",""
"LH","LABORATORY CORP AMER HLDGS","COM NEW","50540R409","3,299","0.0%","21,565","",""
"FLIR","FLIR SYS INC","COM","302445101","3,238","0.0%","68,057","",""
"MUR","MURPHY OIL CORP","COM","626717102","3,198","0.0%","109,161","",""
"FITB","FIFTH THIRD BANCORP","COM","316773100","3,182","0.0%","126,152","",""
"CVE.TO","CENOVUS ENERGY INC","COM","15135U109","3,014","0.0%","347,071","",""
"TOL","TOLL BROTHERS INC","COM","889478103","2,915","0.0%","80,530","",""
"BHP","BHP GROUP LTD","SPONSORED ADS","088606108","2,857","0.0%","52,253","",""
"BHC","BAUSCH HEALTH COS INC","COM","071734107","2,848","0.0%","115,412","",""
"RIO","RIO TINTO PLC","SPONSORED ADR","767204100","2,809","0.0%","47,739","",""
"TRIP","TRIPADVISOR INC","COM","896945201","2,808","0.0%","54,578","",""
"BXP","BOSTON PROPERTIES INC","COM","101121101","2,803","0.0%","20,936","",""
"EOG","EOG RES INC","COM","26875P101","2,788","0.0%","29,289","",""
"VALE","VALE S A","SPONSORED ADS","91912E105","2,778","0.0%","212,687","",""
"SJR-B.TO","SHAW COMMUNICATIONS INC","CL B CONV","82028K200","2,757","0.0%","132,460","",""
"XOM","EXXON MOBIL CORP","COM","30231G102","2,727","0.0%","33,755","",""
"GIL.TO","GILDAN ACTIVEWEAR INC","COM","375916103","2,711","0.0%","75,369","",""
"PBR","PETROLEO BRASILEIRO SA PETRO","SPONSORED ADR","71654V408","2,699","0.0%","169,526","",""
"DOV","DOVER CORP","COM","260003108","2,696","0.0%","28,745","",""
"C","CITIGROUP INC","COM NEW","172967424","2,691","0.0%","43,256","",""
"MLM","MARTIN MARIETTA MATLS INC","COM","573284106","2,681","0.0%","13,326","",""
"CVX","CHEVRON CORP NEW","COM","166764100","2,666","0.0%","21,640","",""
"ORCL","ORACLE CORP","COM","68389X105","2,602","0.0%","48,445","",""
"MRO","MARATHON OIL CORP","COM","565849106","2,572","0.0%","153,949","",""
"BP","BP PLC","SPONSORED ADR","055622104","2,507","0.0%","57,339","",""
"NEM","NEWMONT MNG CORP","COM","651639106","2,496","0.0%","69,773","",""
"0A2I.IL","HUAZHU GROUP LTD","SPONSORED ADS","44332N106","2,489","0.0%","59,071","",""
"JBHT","HUNT J B TRANS SVCS INC","COM","445658107","2,489","0.0%","24,569","",""
"OTEX","OPEN TEXT CORP","COM","683715106","2,439","0.0%","63,508","",""
"VIAB","VIACOM INC NEW","CL B","92553P201","2,413","0.0%","85,971","",""
"OVV","ENCANA CORP","COM","292505104","2,383","0.0%","328,820","",""
"V","VISA INC","COM CL A","92826C839","2,310","0.0%","14,789","",""
"OXY","OCCIDENTAL PETE CORP","COM","674599105","2,299","0.0%","34,735","",""
"PLD","PROLOGIS INC","COM","74340W103","2,201","0.0%","30,586","",""
"ACN","ACCENTURE PLC IRELAND","SHS CLASS A","G1151C101","2,153","0.0%","12,229","",""
"MAN","MANPOWERGROUP INC","COM","56418H100","2,153","0.0%","26,039","",""
"EXPE","EXPEDIA GROUP INC","COM NEW","30212P303","2,136","0.0%","17,947","",""
"HOG","HARLEY DAVIDSON INC","COM","412822108","2,120","0.0%","59,440","",""
"STT","STATE STR CORP","COM","857477103","2,107","0.0%","32,016","",""
"K.TO","KINROSS GOLD CORP","COM","496902404","2,101","0.0%","610,194","",""
"CVI","CVR ENERGY INC","COM","12662P108","2,076","0.0%","50,390","",""
"APC","ANADARKO PETE CORP","COM","032511107","2,053","0.0%","45,133","",""
"DFS","DISCOVER FINL SVCS","COM","254709108","2,026","0.0%","28,466","",""
"ETN","EATON CORP PLC","SHS","G29183103","2,007","0.0%","24,909","",""
"PBCT","PEOPLES UTD FINL INC","COM","712704105","1,995","0.0%","121,350","",""
"YUMC","YUM CHINA HLDGS INC","COM","98850P109","1,971","0.0%","43,897","",""
"ICE","INTERCONTINENTAL EXCHANGE IN","COM","45866F104","1,910","0.0%","25,091","",""
"AMG","AFFILIATED MANAGERS GROUP IN","COM","008252108","1,861","0.0%","17,374","",""
"PSA","PUBLIC STORAGE","COM","74460D109","1,861","0.0%","8,546","",""
"BB.TO","BLACKBERRY LTD","COM","09228F103","1,815","0.0%","180,009","",""
"CCO.TO","CAMECO CORP","COM","13321L108","1,810","0.0%","153,568","",""
"WLK","WESTLAKE CHEM CORP","COM","960413102","1,790","0.0%","26,372","",""
"TPR","TAPESTRY INC","COM","876030107","1,758","0.0%","54,095","",""
"CTAS","CINTAS CORP","COM","172908105","1,679","0.0%","8,305","",""
"SPG","SIMON PPTY GROUP INC NEW","COM","828806109","1,644","0.0%","9,023","",""
"DUK","DUKE ENERGY CORP NEW","COM NEW","26441C204","1,596","0.0%","17,729","",""
"AAP","ADVANCE AUTO PARTS INC","COM","00751Y106","1,587","0.0%","9,308","",""
"BSX","BOSTON SCIENTIFIC CORP","COM","101137107","1,586","0.0%","41,325","",""
"LEA","LEAR CORP","COM NEW","521865204","1,566","0.0%","11,536","",""
"ALB","ALBEMARLE CORP","COM","012653101","1,560","0.0%","19,033","",""
"TCOM","CTRIP COM INTL LTD","SPONSORED ADS","22943F100","1,488","0.0%","34,065","",""
"AMCX","AMC NETWORKS INC","CL A","00164V103","1,487","0.0%","26,191","",""
"ATHM","AUTOHOME INC","SP ADR RP CL A","05278C107","1,470","0.0%","13,983","",""
"SCCO","SOUTHERN COPPER CORP","COM","84265V105","1,419","0.0%","35,763","",""
"AZO","AUTOZONE INC","COM","053332102","1,403","0.0%","1,370","",""
"FBIN","FORTUNE BRANDS HOME & SEC IN","COM","34964C106","1,358","0.0%","28,526","",""
"NYCB","NEW YORK CMNTY BANCORP INC","COM","649445103","1,351","0.0%","116,774","",""
"TSN","TYSON FOODS INC","CL A","902494103","1,349","0.0%","19,425","",""
"EDU","NEW ORIENTAL ED & TECH GRP I","SPON ADR","647581107","1,299","0.0%","14,416","",""
"KR","KROGER CO","COM","501044101","1,157","0.0%","47,033","",""
"CE","CELANESE CORP DEL","COM","150870103","1,088","0.0%","11,035","",""
"UTHR","UNITED THERAPEUTICS CORP DEL","COM","91307C102","1,071","0.0%","9,124","",""
"KL","KIRKLAND LAKE GOLD LTD","COM","49741E100","1,003","0.0%","32,981","",""
"EXPD","EXPEDITORS INTL WASH INC","COM","302130109","971","0.0%","12,790","",""
"CSL","CARLISLE COS INC","COM","142339100","933","0.0%","7,607","",""
"0A2X.IL","TAL EDUCATION GROUP","SPONSORED ADS","874080104","929","0.0%","25,740","",""
"RGLD","ROYAL GOLD INC","COM","780287108","892","0.0%","9,815","",""
"NWL","NEWELL BRANDS INC","COM","651229106","890","0.0%","58,022","",""
"WFC","WELLS FARGO CO NEW","COM","949746101","890","0.0%","18,426","",""
"JBGS","JBG SMITH PPTYS","COM","46590V100","887","0.0%","21,460","",""
"DRI","DARDEN RESTAURANTS INC","COM","237194105","885","0.0%","7,289","",""
"AU","ANGLOGOLD ASHANTI LTD","SPONSORED ADR","035128206","855","0.0%","65,255","",""
"NVT","NVENT ELECTRIC PLC","SHS","G6700G107","843","0.0%","31,233","",""
"BCO","BRINKS CO","COM","109696104","842","0.0%","11,168","",""
"HES","HESS CORP","COM","42809H107","838","0.0%","13,907","",""
"WH","WYNDHAM HOTELS & RESORTS INC","COM","98311A105","838","0.0%","16,767","",""
"LOGM","LOGMEIN INC","COM","54142L109","836","0.0%","10,431","",""
"WAB","WABTEC CORP","COM","929740108","825","0.0%","11,197","",""
"FLT","FLEETCOR TECHNOLOGIES INC","COM","339041105","814","0.0%","3,301","",""
"","CONTINENTAL RESOURCES INC","COM","212015101","800","0.0%","17,870","",""
"MD","MEDNAX INC","COM","58502B106","774","0.0%","28,491","",""
"FMC","F M C CORP","COM NEW","302491303","769","0.0%","10,008","",""
"INDA","ISHARES TR","MSCI INDIA ETF","46429B598","768","0.0%","21,784","",""
"CCK","CROWN HOLDINGS INC","COM","228368106","764","0.0%","13,992","",""
"VMC","VULCAN MATLS CO","COM","929160109","738","0.0%","6,229","",""
"TRN","TRINITY INDS INC","COM","896522109","733","0.0%","33,720","",""
"CBRE","CBRE GROUP INC","CL A","12504L109","722","0.0%","14,606","",""
"GOOGL","ALPHABET INC","CAP STK CL A","02079K305","707","0.0%","601","",""
"SEE","SEALED AIR CORP NEW","COM","81211K100","698","0.0%","15,152","",""
"SWKS","SKYWORKS SOLUTIONS INC","COM","83088M102","686","0.0%","8,313","",""
"LKQ","LKQ CORP","COM","501889208","678","0.0%","23,892","",""
"FLEX","FLEX LTD","ORD","Y2573F102","677","0.0%","67,718","",""
"NTRS","NORTHERN TR CORP","COM","665859104","665","0.0%","7,359","",""
"VNO","VORNADO RLTY TR","SH BEN INT","929042109","642","0.0%","9,513","",""
"WP","WORLDPAY INC","CL A","981558109","638","0.0%","5,617","",""
"NYT","NEW YORK TIMES CO","CL A","650111107","636","0.0%","19,366","",""
"MTB","M & T BK CORP","COM","55261F104","631","0.0%","4,017","",""
"APA","APACHE CORP","COM","037411105","601","0.0%","17,350","",""
"CPG.TO","CRESCENT PT ENERGY CORP","COM","22576C101","600","0.0%","185,233","",""
"USB","US BANCORP DEL","COM NEW","902973304","590","0.0%","12,238","",""
"QEP","QEP RES INC","COM","74733V100","589","0.0%","75,652","",""
"AFG","AMERICAN FINL GROUP INC OHIO","COM","025932104","583","0.0%","6,056","",""
"MOMO","MOMO INC","ADR","60879B107","566","0.0%","14,792","",""
"MSGS","MADISON SQUARE GARDEN CO NEW","CL A","55825T103","565","0.0%","1,927","",""
"NBL","NOBLE ENERGY INC","COM","655044105","551","0.0%","22,285","",""
"0LQ0.IL","VIPSHOP HLDGS LTD","SPONSORED ADS A","92763W103","479","0.0%","59,711","",""
"GL","TORCHMARK CORP","COM","891027104","458","0.0%","5,592","",""
"SINA","SINA CORP","ORD","G81477104","451","0.0%","7,612","",""
"BTO.TO","B2GOLD CORP","COM","11777Q209","448","0.0%","160,113","",""
"CVLT","COMMVAULT SYSTEMS INC","COM","204166102","431","0.0%","6,662","",""
"PTC","PTC INC","COM","69370C100","427","0.0%","4,634","",""
"JOBS","51JOB INC","SPONSORED ADS","316827104","424","0.0%","5,447","",""
"DPZ","DOMINOS PIZZA INC","COM","25754A201","421","0.0%","1,632","",""
"SBSW","SIBANYE STILLWATER","SPONSORED ADR","825724206","393","0.0%","95,231","",""
"NUAN","NUANCE COMMUNICATIONS INC","COM","67020Y100","373","0.0%","22,038","",""
"LNG","CHENIERE ENERGY INC","COM NEW","16411R208","334","0.0%","4,879","",""
"YY","YY INC","SPONSORED ADS A","98426T106","317","0.0%","3,769","",""
"GDS","GDS HLDGS LTD","SPONSORED ADS","36165L108","311","0.0%","8,705","",""
"JACK","JACK IN THE BOX INC","COM","466367109","306","0.0%","3,775","",""
"TSS","TOTAL SYS SVCS INC","COM","891906109","299","0.0%","3,149","",""
"PVG","PRETIUM RES INC","COM","74139C102","239","0.0%","27,944","",""
"CL","COLGATE PALMOLIVE CO","COM","194162103","216","0.0%","3,145","",""
"TRQ","TURQUOISE HILL RES LTD","COM","900435108","161","0.0%","97,920","",""
"YRI.TO","YAMANA GOLD INC","COM","98462Y100","71","0.0%","27,161","",""
"","FANG HLDGS LTD","ADR","30711Y102","32","0.0%","23,796","",""
