"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"DG","DOLLAR GEN CORP NEW","COM","256677105","115,143","0.7%","488,244","",""
"BIDU","BAIDU INC","SPON ADR REP A","056752108","111,573","0.6%","749,869","",""
"SYK","STRYKER CORPORATION","COM","863667101","110,486","0.6%","413,157","",""
"FXI","ISHARES TR","CHINA LGCAP ETF","464287184","108,351","0.6%","2,962,033","",""
"KMB","KIMBERLYCLARK CORP","COM","494368103","105,233","0.6%","736,310","",""
"EW","EDWARDS LIFESCIENCES CORP","COM","28176E108","104,532","0.6%","806,885","",""
"CMG","CHIPOTLE MEXICAN GRILL INC","COM","169656105","97,344","0.6%","55,681","",""
"","NIO INC","SPON ADS","62914V106","97,202","0.6%","3,068,242","",""
"EWT","ISHARES INC","MSCI TAIWAN ETF","46434G772","95,036","0.6%","1,426,758","",""
"HD","HOME DEPOT INC","COM","437076102","91,366","0.5%","220,153","",""
"BDX","BECTON DICKINSON CO","COM","075887109","90,226","0.5%","358,781","",""
"YUM","YUM BRANDS INC","COM","988498101","87,476","0.5%","629,961","",""
"SYY","SYSCO CORP","COM","871829107","85,141","0.5%","1,083,906","",""
"STZ","CONSTELLATION BRANDS INC","CL A","21036P108","82,801","0.5%","329,925","",""
"LOW","LOWES COS INC","COM","548661107","81,454","0.5%","315,126","",""
"CVS","CVS HEALTH CORP","COM","126650100","80,703","0.5%","782,306","",""
"HCA","HCA HEALTHCARE INC","COM","40412C101","80,381","0.5%","312,865","",""
"MCHI","ISHARES TR","MSCI CHINA ETF","46429B671","79,567","0.5%","1,267,589","",""
"BSX","BOSTON SCIENTIFIC CORP","COM","101137107","77,633","0.5%","1,827,528","",""
"MNST","MONSTER BEVERAGE CORP NEW","COM","61174X109","76,548","0.4%","797,043","",""
"VEEV","VEEVA SYS INC","CL A COM","922475108","74,114","0.4%","290,099","",""
"IDXX","IDEXX LABS INC","COM","45168D104","68,263","0.4%","103,671","",""
"DLTR","DOLLAR TREE INC","COM","256746108","67,771","0.4%","482,287","",""
"KR","KROGER CO","COM","501044101","62,434","0.4%","1,379,447","",""
"49BA.SG","BEIGENE LTD","SPONSORED ADR","07725L102","62,174","0.4%","229,483","",""
"HSY","HERSHEY CO","COM","427866108","62,108","0.4%","321,022","",""
"DXCM","DEXCOM INC","COM","252131107","57,203","0.3%","106,534","",""
"CERN","CERNER CORP","COM","156782104","57,023","0.3%","614,006","",""
"BAX","BAXTER INTL INC","COM","071813109","56,067","0.3%","653,161","",""
"TSN","TYSON FOODS INC","CL A","902494103","55,128","0.3%","632,491","",""
"CHD","CHURCH DWIGHT CO INC","COM","171340102","55,070","0.3%","537,273","",""
"KHC","KRAFT HEINZ CO","COM","500754106","54,826","0.3%","1,527,185","",""
"YUMC","YUM CHINA HLDGS INC","COM","98850P109","54,241","0.3%","1,088,312","",""
"JCI","JOHNSON CTLS INTL PLC","SHS","G51502105","53,952","0.3%","663,535","",""
"XPEV","XPENG INC","ADS","98422D105","53,859","0.3%","1,070,108","",""
"ALGN","ALIGN TECHNOLOGY INC","COM","016255101","53,446","0.3%","81,327","",""
"VEA","VANGUARD TAXMANAGED INTL FD","FTSE DEV MKT ETF","921943858","52,238","0.3%","1,023,065","",""
"BF-B","BROWN FORMAN CORP","CL B","115637209","52,077","0.3%","714,753","",""
"EFA","ISHARES TR","MSCI EAFE ETF","464287465","50,737","0.3%","644,852","",""
"DIDI","DIDI GLOBAL INC","SPONSORED ADS","23292E108","50,566","0.3%","10,153,819","",""
"LI","LI AUTO INC","SPONSORED ADS","50202M102","49,977","0.3%","1,556,928","",""
"NTES","NETEASE INC","SPONSORED ADS","64110W102","49,731","0.3%","488,614","",""
"RMD","RESMED INC","COM","761152107","48,814","0.3%","187,402","",""
"IEFA","ISHARES TR","CORE MSCI EAFE","46432F842","46,834","0.3%","627,468","",""
"TT","TRANE TECHNOLOGIES PLC","SHS","G8994E103","45,715","0.3%","226,276","",""
"BEKE","KE HLDGS INC","SPONSORED ADS","482497104","45,473","0.3%","2,260,108","",""
"MCK","MCKESSON CORP","COM","58155Q103","44,528","0.3%","179,136","",""
"CLX","CLOROX CO DEL","COM","189054109","43,704","0.3%","250,652","",""
"BAC","BK OF AMERICA CORP","COM","060505104","43,471","0.3%","977,097","",""
"PFE","PFIZER INC","COM","717081103","43,264","0.3%","732,671","",""
"APTV","APTIV PLC","SHS","G6095L109","42,342","0.2%","256,698","",""
"JPM","JPMORGAN CHASE CO","COM","46625H100","41,654","0.2%","263,049","",""
"DRI","DARDEN RESTAURANTS INC","COM","237194105","40,799","0.2%","270,840","",""
"TCOM","TRIP COM GROUP LTD","ADS","89677Q107","40,326","0.2%","1,637,956","",""
"GIS","GENERAL MLS INC","COM","370334104","39,709","0.2%","589,334","",""
"PPG","PPG INDS INC","COM","693506107","39,686","0.2%","230,142","",""
"ODFL","OLD DOMINION FREIGHT LINE IN","COM","679580100","39,491","0.2%","110,193","",""
"ACN","ACCENTURE PLC IRELAND","SHS CLASS A","G1151C101","37,772","0.2%","91,116","",""
"DHI","D R HORTON INC","COM","23331A109","37,725","0.2%","347,859","",""
"SHW","SHERWIN WILLIAMS CO","COM","824348106","37,725","0.2%","107,124","",""
"K","KELLOGG CO","COM","487836108","37,123","0.2%","576,264","",""
"LH","LABORATORY CORP AMER HLDGS","COM NEW","50540R409","37,085","0.2%","118,025","",""
"F","FORD MTR CO DEL","COM","345370860","35,581","0.2%","1,713,110","",""
"ZTO","ZTO EXPRESS CAYMAN INC","SPONSORED ADS A","98980A105","35,102","0.2%","1,243,859","",""
"LEN","LENNAR CORP","CL A","526057104","34,721","0.2%","298,910","",""
"V","VISA INC","COM CL A","92826C839","34,608","0.2%","159,695","",""
"BILI","BILIBILI INC","SPONS ADS REP Z","090040106","34,324","0.2%","739,746","",""
"LU","LUFAX HOLDING LTD","ADS REP SHS CL A","54975P102","34,270","0.2%","6,086,951","",""
"WFC","WELLS FARGO CO NEW","COM","949746101","34,210","0.2%","713,004","",""
"LLY","LILLY ELI CO","COM","532457108","34,008","0.2%","123,119","",""
"DD","DUPONT DE NEMOURS INC","COM","26614N102","33,783","0.2%","418,205","",""
"ZBH","ZIMMER BIOMET HOLDINGS INC","COM","98956P102","33,472","0.2%","263,476","",""
"MS","MORGAN STANLEY","COM NEW","617446448","31,356","0.2%","319,434","",""
"TMO","THERMO FISHER SCIENTIFIC INC","COM","883556102","31,037","0.2%","46,516","",""
"LULU","LULULEMON ATHLETICA INC","COM","550021109","30,613","0.2%","78,204","",""
"HRL","HORMEL FOODS CORP","COM","440452100","30,544","0.2%","625,779","",""
"MRK","MERCK CO INC","COM","58933Y105","29,916","0.2%","390,342","",""
"STE","STERIS PLC","SHS USD","G8473T100","29,872","0.2%","122,721","",""
"VFC","V F CORP","COM","918204108","28,623","0.2%","390,923","",""
"SJM","SMUCKER J M CO","COM NEW","832696405","28,503","0.2%","209,855","",""
"SCHW","SCHWAB CHARLES CORP","COM","808513105","28,032","0.2%","333,322","",""
"TDOC","TELADOC HEALTH INC","COM","87918A105","27,674","0.2%","301,392","",""
"CARR","CARRIER GLOBAL CORPORATION","COM","14448C104","27,615","0.2%","509,125","",""
"TSLA","TESLA INC","COM","88160R101","26,935","0.2%","25,488","",""
"EWW","ISHARES INC","MSCI MEXICO ETF","464286822","26,771","0.2%","529,074","",""
"ALB","ALBEMARLE CORP","COM","012653101","26,092","0.2%","111,616","",""
"COO","COOPER COS INC","COM NEW","216648402","25,085","0.1%","59,877","",""
"BLK","BLACKROCK INC","COM","09247X101","25,027","0.1%","27,335","",""
"PM","PHILIP MORRIS INTL INC","COM","718172109","24,975","0.1%","262,893","",""
"DGX","QUEST DIAGNOSTICS INC","COM","74834L100","24,465","0.1%","141,406","",""
"ABC","AMERISOURCEBERGEN CORP","COM","03073E105","24,054","0.1%","181,005","",""
"GS","GOLDMAN SACHS GROUP INC","COM","38141G104","23,699","0.1%","61,950","",""
"HOLX","HOLOGIC INC","COM","436440101","23,137","0.1%","302,210","",""
"KMX","CARMAX INC","COM","143130102","22,559","0.1%","173,223","",""
"GDS","GDS HLDGS LTD","SPONSORED ADS","36165L108","22,445","0.1%","475,940","",""
"POOL","POOL CORP","COM","73278L105","21,957","0.1%","38,793","",""
"HON","HONEYWELL INTL INC","COM","438516106","21,497","0.1%","103,097","",""
"C","CITIGROUP INC","COM NEW","172967424","21,324","0.1%","353,106","",""
"IFF","INTERNATIONAL FLAVORSFRAGRA","COM","459506101","21,108","0.1%","140,114","",""
"JBHT","HUNT J B TRANS SVCS INC","COM","445658107","20,846","0.1%","101,988","",""
"NVR","NVR INC","COM","62944T105","20,841","0.1%","3,527","",""
"PODD","INSULET CORP","COM","45784P101","20,156","0.1%","75,754","",""
"LW","LAMB WESTON HLDGS INC","COM","513272104","19,763","0.1%","311,816","",""
"BMY","BRISTOLMYERS SQUIBB CO","COM","110122108","19,669","0.1%","315,455","",""
"AMT","AMERICAN TOWER CORP NEW","COM","03027X100","19,607","0.1%","67,032","",""
"GPC","GENUINE PARTS CO","COM","372460105","19,184","0.1%","136,832","",""
"0A2I.IL","HUAZHU GROUP LTD","SPONSORED ADS","44332N106","18,085","0.1%","484,337","",""
"CE","CELANESE CORP DEL","COM","150870103","18,001","0.1%","107,112","",""
"TAP","MOLSON COORS BEVERAGE CO","CL B","60871R209","17,960","0.1%","387,490","",""
"CP.TO","CANADIAN PAC RY LTD","COM","13645T100","17,679","0.1%","245,457","",""
"ABMD","ABIOMED INC","COM","003654100","17,599","0.1%","48,998","",""
"TFX","TELEFLEX INCORPORATED","COM","879369106","16,921","0.1%","51,513","",""
"CAH","CARDINAL HEALTH INC","COM","14149Y108","16,714","0.1%","324,609","",""
"MAS","MASCO CORP","COM","574599106","16,692","0.1%","237,704","",""
"MASI","MASIMO CORP","COM","574795100","16,640","0.1%","56,836","",""
"CNR.TO","CANADIAN NATL RY CO","COM","136375102","16,472","0.1%","133,904","",""
"LKQ","LKQ CORP","COM","501889208","16,445","0.1%","273,950","",""
"OMCL","OMNICELL COM","COM","68213N109","16,309","0.1%","90,384","",""
"RTX","RAYTHEON TECHNOLOGIES CORP","COM","75513E101","16,027","0.1%","186,232","",""
"BFAM","BRIGHT HORIZONS FAM SOL IN D","COM","109194100","15,790","0.1%","125,438","",""
"XRAY","DENTSPLY SIRONA INC","COM","24906P109","15,770","0.1%","282,660","",""
"AAP","ADVANCE AUTO PARTS INC","COM","00751Y106","15,414","0.1%","64,256","",""
"PNC","PNC FINL SVCS GROUP INC","COM","693475105","15,231","0.1%","75,956","",""
"USB","US BANCORP DEL","COM NEW","902973304","14,902","0.1%","265,304","",""
"CASY","CASEYS GEN STORES INC","COM","147528103","14,755","0.1%","74,764","",""
"MMC","MARSH MCLENNAN COS INC","COM","571748102","14,722","0.1%","84,697","",""
"PHM","PULTE GROUP INC","COM","745867101","14,186","0.1%","248,179","",""
"FBIN","FORTUNE BRANDS HOME SEC IN","COM","34964C106","14,055","0.1%","131,479","",""
"TFC","TRUIST FINL CORP","COM","89832Q109","13,944","0.1%","238,158","",""
"WHR","WHIRLPOOL CORP","COM","963320106","13,943","0.1%","59,420","",""
"0A2Z.IL","TENCENT MUSIC ENTMT GROUP","SPON ADS","88034P109","13,688","0.1%","1,998,208","",""
"AOS","SMITH A O CORP","COM","831865209","13,117","0.1%","152,790","",""
"AON","AON PLC","SHS CL A","G0403H108","13,084","0.1%","43,533","",""
"INSP","INSPIRE MED SYS INC","COM","457730109","12,798","0.1%","55,627","",""
"RPM","RPM INTL INC","COM","749685103","12,758","0.1%","126,317","",""
"0LQ0.IL","VIPSHOP HOLDINGS LIMITED","SPONSORED ADS A","92763W103","12,734","0.1%","1,515,986","",""
"HSIC","HENRY SCHEIN INC","COM","806407102","12,677","0.1%","163,506","",""
"HUM","HUMANA INC","COM","444859102","12,518","0.1%","26,987","",""
"LMT","LOCKHEED MARTIN CORP","COM","539830109","12,498","0.1%","35,164","",""
"TXRH","TEXAS ROADHOUSE INC","COM","882681109","12,397","0.1%","138,852","",""
"ADP","AUTOMATIC DATA PROCESSING IN","COM","053015103","12,345","0.1%","50,066","",""
"ZLAB","ZAI LAB LTD","ADR","98887Q104","12,328","0.1%","196,144","",""
"CSL","CARLISLE COS INC","COM","142339100","12,303","0.1%","49,585","",""
"HELE","HELEN OF TROY LTD","COM","G4388N106","12,231","0.1%","50,032","",""
"OC","OWENS CORNING NEW","COM","690742101","12,212","0.1%","134,936","",""
"WSM","WILLIAMS SONOMA INC","COM","969904101","11,924","0.1%","70,503","",""
"MHK","MOHAWK INDS INC","COM","608190104","11,843","0.1%","65,006","",""
"GM","GENERAL MTRS CO","COM","37045V100","11,747","0.1%","200,366","",""
"CMCSA","COMCAST CORP NEW","CL A","20030N101","11,682","0.1%","232,103","",""
"MDLZ","MONDELEZ INTL INC","CL A","609207105","11,673","0.1%","176,036","",""
"QSR","RESTAURANT BRANDS INTL INC","COM","76131D103","11,648","0.1%","191,820","",""
"ALV","AUTOLIV INC","COM","052800109","11,647","0.1%","112,627","",""
"ALLE","ALLEGION PLC","ORD SHS","G0176J109","11,416","0.1%","86,198","",""
"MO","ALTRIA GROUP INC","COM","02209S103","11,412","0.1%","240,804","",""
"LII","LENNOX INTL INC","COM","526107107","11,175","0.1%","34,454","",""
"PEN","PENUMBRA INC","COM","70975L107","11,108","0.1%","38,661","",""
"TPR","TAPESTRY INC","COM","876030107","11,073","0.1%","272,742","",""
"UHS","UNIVERSAL HLTH SVCS INC","CL B","913903100","10,870","0.1%","83,833","",""
"CB","CHUBB LIMITED","COM","H1467J104","10,582","0.1%","54,742","",""
"GH","GUARDANT HEALTH INC","COM","40131M109","10,517","0.1%","105,153","",""
"TNDM","TANDEM DIABETES CARE INC","COM NEW","875372203","10,515","0.1%","69,860","",""
"BWA","BORGWARNER INC","COM","099724106","10,514","0.1%","233,274","",""
"LEA","LEAR CORP","COM NEW","521865204","10,248","0.1%","56,013","",""
"SAM","BOSTON BEER INC","CL A","100557107","10,132","0.1%","20,060","",""
"FLO","FLOWERS FOODS INC","COM","343498101","10,101","0.1%","367,699","",""
"UAA","UNDER ARMOUR INC","CL A","904311107","9,910","0.1%","467,671","",""
"CPRI","CAPRI HOLDINGS LIMITED","SHS","G1890L107","9,798","0.1%","150,951","",""
"AWK","AMERICAN WTR WKS CO INC NEW","COM","030420103","9,784","0.1%","51,807","",""
"UNP","UNION PAC CORP","COM","907818108","9,707","0.1%","38,532","",""
"CHGG","CHEGG INC","COM","163092109","9,621","0.1%","313,402","",""
"LEVI","LEVI STRAUSS CO NEW","CL A COM STK","52736R102","9,601","0.1%","383,577","",""
"CCI","CROWN CASTLE INTL CORP NEW","COM","22822V101","9,572","0.1%","45,858","",""
"DVA","DAVITA INC","COM","23918K108","9,561","0.1%","84,045","",""
"KNX","KNIGHTSWIFT TRANSN HLDGS IN","CL A","499049104","9,528","0.1%","156,357","",""
"WB","WEIBO CORP","SPONSORED ADR","948596101","9,480","0.1%","305,999","",""
"BZ","KANZHUN LIMITED","SPONSORED ADS","48553T106","9,449","0.1%","270,889","",""
"CHE","CHEMED CORP NEW","COM","16359R103","9,439","0.1%","17,841","",""
"IBM","INTERNATIONAL BUSINESS MACHS","COM","459200101","9,263","0.1%","69,299","",""
"PZZA","PAPA JOHNS INTL INC","COM","698813102","9,196","0.1%","68,900","",""
"FISV","FISERV INC","COM","337738108","9,054","0.1%","87,237","",""
"VZ","VERIZON COMMUNICATIONS INC","COM","92343V104","8,937","0.1%","171,993","",""
"TPX","TEMPUR SEALY INTL INC","COM","88023U101","8,915","0.1%","189,556","",""
"TJX","TJX COS INC NEW","COM","872540109","8,806","0.1%","115,991","",""
"RL","RALPH LAUREN CORP","CL A","751212101","8,801","0.1%","74,045","",""
"","I MAB","SPONSORED ADS","44975P103","8,796","0.1%","185,614","",""
"ELV","ANTHEM INC","COM","036752103","8,790","0.1%","18,962","",""
"EDU","NEW ORIENTAL ED TECHNOLOGY","SPON ADR","647581107","8,747","0.1%","4,165,106","",""
"BK","BANK NEW YORK MELLON CORP","COM","064058100","8,623","0.1%","148,473","",""
"XPO","XPO LOGISTICS INC","COM","983793100","8,588","0.0%","110,914","",""
"TOL","TOLL BROTHERS INC","COM","889478103","8,545","0.0%","118,040","",""
"TROW","PRICE T ROWE GROUP INC","COM","74144T108","8,514","0.0%","43,296","",""
"HLF","HERBALIFE NUTRITION LTD","COM SHS","G4412G101","8,330","0.0%","203,508","",""
"CVNA","CARVANA CO","CL A","146869102","8,290","0.0%","35,766","",""
"HAIN","HAIN CELESTIAL GROUP INC","COM","405217100","8,088","0.0%","189,810","",""
"AVB","AVALONBAY CMNTYS INC","COM","053484101","8,043","0.0%","31,841","",""
"FRPT","FRESHPET INC","COM","358039105","8,003","0.0%","83,999","",""
"NVST","ENVISTA HOLDINGS CORPORATION","COM","29415F104","7,996","0.0%","177,462","",""
"LOPE","GRAND CANYON ED INC","COM","38526M106","7,921","0.0%","92,415","",""
"GNTX","GENTEX CORP","COM","371901109","7,912","0.0%","227,023","",""
"DADA","DADA NEXUS LTD","ADS","23344D108","7,888","0.0%","599,401","",""
"","RLX TECHNOLOGY INC","SPONSORED ADS","74969N103","7,505","0.0%","1,924,289","",""
"","JOYY INC","ADS REPSTG COM A","46591M109","7,486","0.0%","164,775","",""
"HCM","HUTCHMED CHINA LTD","SPONSORED ADS","44842L103","7,476","0.0%","213,100","",""
"NVCR","NOVOCURE LTD","ORD SHS","G6674U108","7,463","0.0%","99,401","",""
"AXTA","AXALTA COATING SYS LTD","COM","G0750C108","7,450","0.0%","224,952","",""
"FIS","FIDELITY NATL INFORMATION SV","COM","31620M106","7,392","0.0%","67,724","",""
"WM","WASTE MGMT INC DEL","COM","94106L109","7,382","0.0%","44,228","",""
"QFIN","360 DIGITECH INC","AMERICAN DEP","88557W101","7,367","0.0%","321,274","",""
"SAFM","SANDERSON FARMS INC","COM","800013104","7,354","0.0%","38,486","",""
"","DAQO NEW ENERGY CORP","SPNSRD ADS NEW","23703Q203","7,272","0.0%","180,353","",""
"PVH","PVH CORPORATION","COM","693656100","7,195","0.0%","67,467","",""
"SMPL","SIMPLY GOOD FOODS CO","COM","82900L102","7,174","0.0%","172,581","",""
"LANC","LANCASTER COLONY CORP","COM","513847103","7,120","0.0%","42,993","",""
"SFM","SPROUTS FMRS MKT INC","COM","85208M102","7,089","0.0%","238,844","",""
"SIVB","SVB FINANCIAL GROUP","COM","78486Q101","7,080","0.0%","10,439","",""
"AN","AUTONATION INC","COM","05329W102","7,010","0.0%","59,991","",""
"EHC","ENCOMPASS HEALTH CORP","COM","29261A100","7,008","0.0%","107,390","",""
"AMN","AMN HEALTHCARE SVCS INC","COM","001744101","6,949","0.0%","56,809","",""
"WDFC","WD 40 CO","COM","929236107","6,921","0.0%","28,289","",""
"TMUS","TMOBILE US INC","COM","872590104","6,815","0.0%","58,762","",""
"FRC","FIRST REP BK SAN FRANCISCO C","COM","33616C100","6,579","0.0%","31,857","",""
"CSX","CSX CORP","COM","126408103","6,533","0.0%","173,744","",""
"SWAV","SHOCKWAVE MED INC","COM","82489T104","6,482","0.0%","36,347","",""
"OLLI","OLLIES BARGAIN OUTLET HLDGS","COM","681116109","6,332","0.0%","123,697","",""
"CERT","CERTARA INC","COM","15687V109","6,322","0.0%","222,452","",""
"TREX","TREX CO INC","COM","89531P105","6,298","0.0%","46,641","",""
"GMED","GLOBUS MED INC","CL A","379577208","6,258","0.0%","86,679","",""
"AJG","GALLAGHER ARTHUR J CO","COM","363576109","6,251","0.0%","36,840","",""
"CBRL","CRACKER BARREL OLD CTRY STOR","COM","22410J106","6,234","0.0%","48,462","",""
"COLM","COLUMBIA SPORTSWEAR CO","COM","198516106","6,197","0.0%","63,600","",""
"CI","CIGNA CORP NEW","COM","125523100","6,185","0.0%","26,934","",""
"ATHM","AUTOHOME INC","SP ADS RP CL A","05278C107","6,157","0.0%","208,850","",""
"T","ATT INC","COM","00206R102","6,142","0.0%","249,660","",""
"STT","STATE STR CORP","COM","857477103","6,088","0.0%","65,464","",""
"COKE","COCA COLA CONS INC","COM","191098102","6,084","0.0%","9,825","",""
"NOC","NORTHROP GRUMMAN CORP","COM","666807102","6,049","0.0%","15,627","",""
"AMP","AMERIPRISE FINL INC","COM","03076C106","5,963","0.0%","19,766","",""
"CELH","CELSIUS HLDGS INC","COM NEW","15118V207","5,960","0.0%","79,929","",""
"PSA","PUBLIC STORAGE","COM","74460D109","5,936","0.0%","15,847","",""
"AMGN","AMGEN INC","COM","031162100","5,822","0.0%","25,878","",""
"AMED","AMEDISYS INC","COM","023436108","5,755","0.0%","35,551","",""
"HBI","HANESBRANDS INC","COM","410345102","5,723","0.0%","342,291","",""
"PAYX","PAYCHEX INC","COM","704326107","5,698","0.0%","41,742","",""
"ASH","ASHLAND GLOBAL HLDGS INC","COM","044186104","5,693","0.0%","52,884","",""
"ABBV","ABBVIE INC","COM","00287Y109","5,667","0.0%","41,855","",""
"PGR","PROGRESSIVE CORP","COM","743315103","5,645","0.0%","54,991","",""
"TWNK","HOSTESS BRANDS INC","CL A","44109J106","5,620","0.0%","275,201","",""
"SHAK","SHAKE SHACK INC","CL A","819047101","5,603","0.0%","77,652","",""
"GPN","GLOBAL PMTS INC","COM","37940X102","5,572","0.0%","41,219","",""
"GT","GOODYEAR TIRE RUBR CO","COM","382550101","5,537","0.0%","259,691","",""
"COUR","COURSERA INC","COM","22266M104","5,437","0.0%","222,453","",""
"IART","INTEGRA LIFESCIENCES HLDGS C","COM NEW","457985208","5,425","0.0%","80,981","",""
"EPC","EDGEWELL PERS CARE CO","COM","28035Q102","5,419","0.0%","118,547","",""
"LEGN","LEGEND BIOTECH CORP","SPONSORED ADS","52490G102","5,414","0.0%","116,159","",""
"NEOG","NEOGEN CORP","COM","640491106","5,406","0.0%","119,049","",""
"FITB","FIFTH THIRD BANCORP","COM","316773100","5,350","0.0%","122,848","",""
"PINC","PREMIER INC","CL A","74051N102","5,331","0.0%","129,492","",""
"LEG","LEGGETT PLATT INC","COM","524660107","5,282","0.0%","128,319","",""
"WTW","WILLIS TOWERS WATSON PLC LTD","SHS","G96629103","5,246","0.0%","22,089","",""
"GD","GENERAL DYNAMICS CORP","COM","369550108","5,245","0.0%","25,158","",""
"RELX","RELX PLC","SPONSORED ADR","759530108","5,244","0.0%","160,808","",""
"CTAS","CINTAS CORP","COM","172908105","5,242","0.0%","11,829","",""
"ICUI","ICU MED INC","COM","44930G107","5,242","0.0%","22,087","",""
"QDEL","QUIDEL CORP","COM","74838J101","5,229","0.0%","38,738","",""
"NUS","NU SKIN ENTERPRISES INC","CL A","67018T105","5,195","0.0%","102,374","",""
"ADM","ARCHER DANIELS MIDLAND CO","COM","039483102","5,190","0.0%","76,780","",""
"UHAL","AMERCO","COM","023586100","5,177","0.0%","7,128","",""
"THO","THOR INDS INC","COM","885160101","5,175","0.0%","49,872","",""
"NTR.TO","NUTRIEN LTD","COM","67077M108","5,166","0.0%","68,631","",""
"CENTA","CENTRAL GARDEN PET CO","CL A NONVTG","153527205","5,043","0.0%","105,384","",""
"BYND","BEYOND MEAT INC","COM","08862E109","5,038","0.0%","77,322","",""
"FND","FLOOR DECOR HLDGS INC","CL A","339750101","5,034","0.0%","38,720","",""
"GHC","GRAHAM HLDGS CO","COM CL B","384637104","4,923","0.0%","7,817","",""
"DHR","DANAHER CORPORATION","COM","235851102","4,919","0.0%","14,950","",""
"AGL","AGILON HEALTH INC","COM","00857U107","4,908","0.0%","181,783","",""
"MED","MEDIFAST INC","COM","58470H101","4,905","0.0%","23,420","",""
"PKI","PERKINELMER INC","COM","714046109","4,892","0.0%","24,333","",""
"WRK","WESTROCK CO","COM","96145D105","4,892","0.0%","110,274","",""
"DOCS","DOXIMITY INC","CL A","26622P107","4,875","0.0%","97,243","",""
"GDRX","GOODRX HLDGS INC","COM CL A","38246G108","4,867","0.0%","148,934","",""
"AFL","AFLAC INC","COM","001055102","4,859","0.0%","83,217","",""
"ENSG","ENSIGN GROUP INC","COM","29358P101","4,792","0.0%","57,075","",""
"KC","KINGSOFT CLOUD HLDGS LTD","ADS","49639K101","4,791","0.0%","304,222","",""
"RH","RH","COM","74967X103","4,782","0.0%","8,923","",""
"REGN","REGENERON PHARMACEUTICALS","COM","75886F107","4,759","0.0%","7,535","",""
"STAA","STAAR SURGICAL CO","COM PAR 001","852312305","4,756","0.0%","52,092","",""
"EVH","EVOLENT HEALTH INC","CL A","30050B101","4,713","0.0%","170,345","",""
"THS","TREEHOUSE FOODS INC","COM","89469A104","4,710","0.0%","116,215","",""
"DPZ","DOMINOS PIZZA INC","COM","25754A201","4,707","0.0%","8,340","",""
"0A2X.IL","TAL EDUCATION GROUP","SPONSORED ADS","874080104","4,655","0.0%","1,184,417","",""
"DLR","DIGITAL RLTY TR INC","COM","253868103","4,653","0.0%","26,306","",""
"CPRT","COPART INC","COM","217204106","4,635","0.0%","30,573","",""
"VRSK","VERISK ANALYTICS INC","COM","92345Y106","4,612","0.0%","20,164","",""
"LHCG","LHC GROUP INC","COM","50187A107","4,595","0.0%","33,484","",""
"VCRA","VOCERA COMMUNICATIONS INC","COM","92857F107","4,586","0.0%","70,730","",""
"CTVA","CORTEVA INC","COM","22052L104","4,552","0.0%","96,288","",""
"SBAC","SBA COMMUNICATIONS CORP NEW","CL A","78410G104","4,517","0.0%","11,611","",""
