"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"CVS","CVS HEALTH CORP","COM","126650100","89,805","0.5%","1,058,275","",""
"EWT","ISHARES INC","MSCI TAIWAN ETF","46434G772","88,473","0.5%","1,426,758","",""
"KMB","KIMBERLY-CLARK CORP","COM","494368103","87,205","0.5%","658,452","",""
"VEEV","VEEVA SYS INC","CL A COM","922475108","85,428","0.5%","296,451","",""
"KHC","KRAFT HEINZ CO","COM","500754106","85,128","0.5%","2,312,003","",""
"HCA","HCA HEALTHCARE INC","COM","40412C101","82,859","0.5%","341,375","",""
"EW","EDWARDS LIFESCIENCES CORP","COM","28176E108","78,077","0.4%","689,665","",""
"WFC","WELLS FARGO CO NEW","COM","949746101","77,842","0.4%","1,677,258","",""
"SYY","SYSCO CORP","COM","871829107","77,699","0.4%","989,798","",""
"STZ","CONSTELLATION BRANDS INC","CL A","21036P108","76,663","0.4%","363,866","",""
"BDX","BECTON DICKINSON & CO","COM","075887109","73,305","0.4%","298,206","",""
"MS","MORGAN STANLEY","COM NEW","617446448","73,072","0.4%","750,922","",""
"YUM","YUM BRANDS INC","COM","988498101","70,784","0.4%","578,726","",""
"DIDI","DIDI GLOBAL INC","SPONSORED ADS","23292E108","70,034","0.4%","8,990,211","",""
"JCI","JOHNSON CTLS INTL PLC","SHS","G51502105","69,657","0.4%","1,023,164","",""
"HSY","HERSHEY CO","COM","427866108","67,212","0.4%","397,117","",""
"BSX","BOSTON SCIENTIFIC CORP","COM","101137107","66,812","0.4%","1,539,799","",""
"49BA.SG","BEIGENE LTD","SPONSORED ADR","07725L102","63,860","0.3%","175,923","",""
"TT","TRANE TECHNOLOGIES PLC","SHS","G8994E103","61,449","0.3%","355,916","",""
"APTV","APTIV PLC","SHS","G6095L109","61,008","0.3%","409,534","",""
"C","CITIGROUP INC","COM NEW","172967424","56,001","0.3%","797,968","",""
"SCHW","SCHWAB CHARLES CORP","COM","808513105","55,157","0.3%","757,235","",""
"TSN","TYSON FOODS INC","CL A","902494103","55,082","0.3%","697,765","",""
"IDXX","IDEXX LABS INC","COM","45168D104","55,041","0.3%","88,505","",""
"KR","KROGER CO","COM","501044101","54,995","0.3%","1,360,264","",""
"ALGN","ALIGN TECHNOLOGY INC","COM","016255101","53,483","0.3%","80,374","",""
"GS","GOLDMAN SACHS GROUP INC","COM","38141G104","53,260","0.3%","140,889","",""
"VEA","VANGUARD TAX-MANAGED INTL FD","FTSE DEV MKT ETF","921943858","53,063","0.3%","1,050,951","",""
"LULU","LULULEMON ATHLETICA INC","COM","550021109","52,749","0.3%","130,341","",""
"PPG","PPG INDS INC","COM","693506107","51,992","0.3%","363,554","",""
"EFA","ISHARES TR","MSCI EAFE ETF","464287465","51,676","0.3%","662,431","",""
"DXCM","DEXCOM INC","COM","252131107","51,543","0.3%","94,253","",""
"BLK","BLACKROCK INC","COM","09247X101","50,764","0.3%","60,530","",""
"ODFL","OLD DOMINION FREIGHT LINE IN","COM","679580100","50,584","0.3%","176,881","",""
"YUMC","YUM CHINA HLDGS INC","COM","98850P109","50,512","0.3%","869,248","",""
"TSLA","TESLA INC","COM","88160R101","49,992","0.3%","64,466","",""
"BF-B","BROWN FORMAN CORP","CL B","115637209","49,922","0.3%","744,996","",""
"IEFA","ISHARES TR","CORE MSCI EAFE","46432F842","47,859","0.3%","644,560","",""
"DHI","D R HORTON INC","COM","23331A109","46,785","0.3%","557,165","",""
"BAX","BAXTER INTL INC","COM","071813109","45,545","0.2%","566,263","",""
"LEN","LENNAR CORP","CL A","526057104","44,960","0.2%","479,934","",""
"LI","LI AUTO INC","SPONSORED ADS","50202M102","44,255","0.2%","1,683,346","",""
"SHW","SHERWIN WILLIAMS CO","COM","824348106","43,798","0.2%","156,574","",""
"DD","DUPONT DE NEMOURS INC","COM","26614N102","42,743","0.2%","628,666","",""
"RMD","RESMED INC","COM","761152107","42,524","0.2%","161,349","",""
"K","KELLOGG CO","COM","487836108","42,492","0.2%","664,762","",""
"HRL","HORMEL FOODS CORP","COM","440452100","42,056","0.2%","1,025,752","",""
"DLTR","DOLLAR TREE INC","COM","256746108","41,740","0.2%","436,065","",""
"XPEV","XPENG INC","ADS","98422D105","41,483","0.2%","1,167,207","",""
"CERN","CERNER CORP","COM","156782104","40,725","0.2%","577,498","",""
"TCOM","TRIP COM GROUP LTD","ADS","89677Q107","40,590","0.2%","1,319,999","",""
"VFC","V F CORP","COM","918204108","39,678","0.2%","592,297","",""
"CHD","CHURCH & DWIGHT INC","COM","171340102","39,461","0.2%","477,904","",""
"BILI","BILIBILI INC","SPONS ADS REP Z","090040106","39,294","0.2%","593,827","",""
"CLX","CLOROX CO DEL","COM","189054109","38,930","0.2%","235,070","",""
"DRI","DARDEN RESTAURANTS INC","COM","237194105","38,073","0.2%","251,360","",""
"ALB","ALBEMARLE CORP","COM","012653101","37,217","0.2%","169,965","",""
"F","FORD MTR CO DEL","COM","345370860","36,826","0.2%","2,600,724","",""
"WST","WEST PHARMACEUTICAL SVSC INC","COM","955306105","35,692","0.2%","84,073","",""
"LU","LUFAX HOLDING LTD","ADS REP SHS CL A","54975P102","35,668","0.2%","5,109,972","",""
"CARR","CARRIER GLOBAL CORPORATION","COM","14448C104","35,311","0.2%","682,213","",""
"USB","US BANCORP DEL","COM NEW","902973304","34,747","0.2%","584,565","",""
"TDOC","TELADOC HEALTH INC","COM","87918A105","34,263","0.2%","270,190","",""
"BEKE","KE HLDGS INC","SPONSORED ADS","482497104","33,655","0.2%","1,843,105","",""
"PNC","PNC FINL SVCS GROUP INC","COM","693475105","32,785","0.2%","167,577","",""
"IFF","INTERNATIONAL FLAVORS&FRAGRA","COM","459506101","32,199","0.2%","240,796","",""
"ZBH","ZIMMER BIOMET HOLDINGS INC","COM","98956P102","32,171","0.2%","219,808","",""
"KMX","CARMAX INC","COM","143130102","31,754","0.2%","248,159","",""
"MCK","MCKESSON CORP","COM","58155Q103","31,556","0.2%","158,272","",""
"TFC","TRUIST FINL CORP","COM","89832Q109","30,936","0.2%","527,460","",""
"ZTO","ZTO EXPRESS CAYMAN INC","SPONSORED ADS A","98980A105","30,896","0.2%","1,007,683","",""
"GDRX","GOODRX HLDGS INC","COM CL A","38246G108","28,340","0.2%","690,883","",""
"LH","LABORATORY CORP AMER HLDGS","COM NEW","50540R409","27,895","0.2%","99,117","",""
"EWW","ISHARES INC","MSCI MEXICO ETF","464286822","27,730","0.2%","574,593","",""
"JBHT","HUNT J B TRANS SVCS INC","COM","445658107","27,077","0.1%","161,922","",""
"AON","AON PLC","SHS CL A","G0403H108","26,416","0.1%","92,438","",""
"NVR","NVR INC","COM","62944T105","26,272","0.1%","5,480","",""
"GPC","GENUINE PARTS CO","COM","372460105","25,823","0.1%","213,006","",""
"POOL","POOL CORP","COM","73278L105","25,655","0.1%","59,057","",""
"ABC","AMERISOURCEBERGEN CORP","COM","03073E105","25,532","0.1%","213,747","",""
"CE","CELANESE CORP DEL","COM","150870103","25,419","0.1%","168,739","",""
"SJM","SMUCKER J M CO","COM NEW","832696405","24,273","0.1%","202,228","",""
"STE","STERIS PLC","SHS USD","G8473T100","23,120","0.1%","113,178","",""
"GM","GENERAL MTRS CO","COM","37045V100","22,562","0.1%","428,031","",""
"LKQ","LKQ CORP","COM","501889208","22,155","0.1%","440,283","",""
"GDS","GDS HLDGS LTD","SPONSORED ADS","36165L108","21,838","0.1%","385,757","",""
"COO","COOPER COS INC","COM NEW","216648402","21,300","0.1%","51,535","",""
"HOLX","HOLOGIC INC","COM","436440101","21,116","0.1%","286,082","",""
"MAS","MASCO CORP","COM","574599106","20,999","0.1%","378,021","",""
"AAP","ADVANCE AUTO PARTS INC","COM","00751Y106","20,338","0.1%","97,362","",""
"WSM","WILLIAMS SONOMA INC","COM","969904101","19,609","0.1%","110,579","",""
"WHR","WHIRLPOOL CORP","COM","963320106","19,364","0.1%","94,989","",""
"DGX","QUEST DIAGNOSTICS INC","COM","74834L100","19,270","0.1%","132,612","",""
"FBIN","FORTUNE BRANDS HOME & SEC IN","COM","34964C106","18,928","0.1%","211,675","",""
"TROW","PRICE T ROWE GROUP INC","COM","74144T108","18,883","0.1%","96,000","",""
"CHGG","CHEGG INC","COM","163092109","18,834","0.1%","276,887","",""
"MHK","MOHAWK INDS INC","COM","608190104","18,384","0.1%","103,630","",""
"PHM","PULTE GROUP INC","COM","745867101","18,274","0.1%","397,961","",""
"PODD","INSULET CORP","COM","45784P101","18,025","0.1%","63,417","",""
"0A2I.IL","HUAZHU GROUP LTD","SPONSORED ADS","44332N106","17,991","0.1%","392,303","",""
"ALLE","ALLEGION PLC","ORD SHS","G0176J109","17,935","0.1%","135,683","",""
"CVNA","CARVANA CO","CL A","146869102","17,785","0.1%","58,982","",""
"BK","BANK NEW YORK MELLON CORP","COM","064058100","17,655","0.1%","340,566","",""
"LW","LAMB WESTON HLDGS INC","COM","513272104","17,386","0.1%","283,298","",""
"LII","LENNOX INTL INC","COM","526107107","16,821","0.1%","57,180","",""
"ZLAB","ZAI LAB LTD","ADR","98887Q104","16,703","0.1%","158,488","",""
"BFAM","BRIGHT HORIZONS FAM SOL IN D","COM","109194100","16,319","0.1%","117,046","",""
"GIS","GENERAL MLS INC","COM","370334104","16,236","0.1%","271,421","",""
"TPR","TAPESTRY INC","COM","876030107","15,893","0.1%","429,320","",""
"CNR.TO","CANADIAN NATL RY CO","COM","136375102","15,816","0.1%","136,503","",""
"BWA","BORGWARNER INC","COM","099724106","15,482","0.1%","358,299","",""
"NTES","NETEASE INC","SPONSORED ADS","64110W102","15,374","0.1%","180,023","",""
"MASI","MASIMO CORP","COM","574795100","15,364","0.1%","56,753","",""
"RPM","RPM INTL INC","COM","749685103","15,291","0.1%","196,916","",""
"ABMD","ABIOMED INC","COM","003654100","15,152","0.1%","46,547","",""
"AOS","SMITH A O CORP","COM","831865209","15,113","0.1%","247,464","",""
"ALV","AUTOLIV INC","COM","052800109","14,739","0.1%","171,940","",""
"OC","OWENS CORNING NEW","COM","690742101","14,634","0.1%","171,160","",""
"CAH","CARDINAL HEALTH INC","COM","14149Y108","14,604","0.1%","295,260","",""
"UAA","UNDER ARMOUR INC","CL A","904311107","14,296","0.1%","708,438","",""
"LEA","LEAR CORP","COM NEW","521865204","14,236","0.1%","90,976","",""
"ECL","ECOLAB INC","COM","278865100","14,181","0.1%","67,976","",""
"ACI","ALBERTSONS COS INC","COMMON STOCK","013091103","14,089","0.1%","452,588","",""
"SIVB","SVB FINANCIAL GROUP","COM","78486Q101","14,004","0.1%","21,649","",""
"TPX","TEMPUR SEALY INTL INC","COM","88023U101","13,966","0.1%","300,918","",""
"XRAY","DENTSPLY SIRONA INC","COM","24906P109","13,867","0.1%","238,876","",""
"FRC","FIRST REP BK SAN FRANCISCO C","COM","33616C100","13,775","0.1%","71,416","",""
"CASY","CASEYS GEN STORES INC","COM","147528103","13,428","0.1%","71,257","",""
"0LQ0.IL","VIPSHOP HOLDINGS LIMITED","SPONSORED ADS A","92763W103","13,414","0.1%","1,204,120","",""
"GOOGL","ALPHABET INC","CAP STK CL A","02079K305","13,226","0.1%","4,947","",""
"GH","GUARDANT HEALTH INC","COM","40131M109","12,996","0.1%","103,958","",""
"AN","AUTONATION INC","COM","05329W102","12,881","0.1%","105,787","",""
"AJG","GALLAGHER ARTHUR J & CO","COM","363576109","12,604","0.1%","84,792","",""
"AMP","AMERIPRISE FINL INC","COM","03076C106","12,479","0.1%","47,248","",""
"KNX","KNIGHT-SWIFT TRANSN HLDGS IN","CL A","499049104","12,478","0.1%","243,952","",""
"TXRH","TEXAS ROADHOUSE INC","COM","882681109","12,240","0.1%","134,020","",""
"SAM","BOSTON BEER INC","CL A","100557107","12,174","0.1%","23,882","",""
"BMY","BRISTOL-MYERS SQUIBB CO","COM","110122108","12,136","0.1%","205,096","",""
"RL","RALPH LAUREN CORP","CL A","751212101","12,117","0.1%","109,126","",""
"WB","WEIBO CORP","SPONSORED ADR","948596101","11,983","0.1%","252,337","",""
"DVA","DAVITA INC","COM","23918K108","11,915","0.1%","102,484","",""
"GNTX","GENTEX CORP","COM","371901109","11,867","0.1%","359,832","",""
"FRPT","FRESHPET INC","COM","358039105","11,866","0.1%","83,161","",""
"QSR","RESTAURANT BRANDS INTL INC","COM","76131D103","11,782","0.1%","192,357","",""
"PPC","PILGRIMS PRIDE CORP","COM","72147K108","11,615","0.1%","399,409","",""
"STT","STATE STR CORP","COM","857477103","11,569","0.1%","136,554","",""
"FITB","FIFTH THIRD BANCORP","COM","316773100","11,554","0.1%","272,247","",""
"CELH","CELSIUS HLDGS INC","COM NEW","15118V207","11,553","0.1%","128,243","",""
"0A2Z.IL","TENCENT MUSIC ENTMT GROUP","SPON ADS","88034P109","11,533","0.1%","1,590,700","",""
"UHS","UNIVERSAL HLTH SVCS INC","CL B","913903100","11,483","0.1%","82,987","",""
"NVCR","NOVOCURE LTD","ORD SHS","G6674U108","11,165","0.1%","96,106","",""
"OMCL","OMNICELL COM","COM","68213N109","11,135","0.1%","75,016","",""
"V","VISA INC","COM CL A","92826C839","11,121","0.1%","49,925","",""
"CPRI","CAPRI HOLDINGS LIMITED","SHS","G1890L107","11,049","0.1%","228,242","",""
"PVH","PVH CORPORATION","COM","693656100","11,049","0.1%","107,495","",""
"INSP","INSPIRE MED SYS INC","COM","457730109","11,043","0.1%","47,420","",""
"AAPL","APPLE INC","COM","037833100","10,980","0.1%","77,600","",""
"TFX","TELEFLEX INCORPORATED","COM","879369106","10,766","0.1%","28,590","",""
"LLY","LILLY ELI & CO","COM","532457108","10,717","0.1%","46,382","",""
"TAP","MOLSON COORS BEVERAGE CO","CL B","60871R209","10,701","0.1%","230,728","",""
"","I MAB","SPONSORED ADS","44975P103","10,582","0.1%","145,984","",""
"HSIC","HENRY SCHEIN INC","COM","806407102","10,564","0.1%","138,713","",""
"HELE","HELEN OF TROY LTD","COM","G4388N106","10,450","0.1%","46,511","",""
"MRK","MERCK & CO INC","COM","58933Y105","10,441","0.1%","139,003","",""
"TOL","TOLL BROTHERS INC","COM","889478103","10,336","0.1%","186,947","",""
"CP.TO","CANADIAN PAC RY LTD","COM","13645T100","10,309","0.1%","157,902","",""
"AXTA","AXALTA COATING SYS LTD","COM","G0750C108","10,228","0.1%","350,402","",""
"PEN","PENUMBRA INC","COM","70975L107","9,725","0.1%","36,491","",""
"REYN","REYNOLDS CONSUMER PRODS INC","COM","76171L106","9,646","0.1%","352,824","",""
"DADA","DADA NEXUS LTD","ADS","23344D108","9,572","0.1%","477,623","",""
"OSH","OAK STR HEALTH INC","COM","67181A107","9,559","0.1%","224,764","",""
"HRC","HILL-ROM HLDGS INC","COM","431475102","9,339","0.1%","62,263","",""
"COLM","COLUMBIA SPORTSWEAR CO","COM","198516106","9,289","0.1%","96,922","",""
"THO","THOR INDS INC","COM","885160101","9,110","0.0%","74,207","",""
"LEG","LEGGETT & PLATT INC","COM","524660107","9,107","0.0%","203,091","",""
"LANC","LANCASTER COLONY CORP","COM","513847103","9,042","0.0%","53,566","",""
"HBAN","HUNTINGTON BANCSHARES INC","COM","446150104","8,950","0.0%","578,941","",""
"NTRS","NORTHERN TR CORP","COM","665859104","8,916","0.0%","82,697","",""
"META","FACEBOOK INC","CL A","30303M102","8,898","0.0%","26,217","",""
"FLO","FLOWERS FOODS INC","COM","343498101","8,862","0.0%","375,023","",""
"HBI","HANESBRANDS INC","COM","410345102","8,829","0.0%","514,496","",""
"CERT","CERTARA INC","COM","15687V109","8,801","0.0%","265,894","",""
"FIZZ","NATIONAL BEVERAGE CORP","COM","635017106","8,682","0.0%","165,408","",""
"ATHM","AUTOHOME INC","SP ADS RP CL A","05278C107","8,605","0.0%","183,359","",""
"KEY","KEYCORP","COM","493267108","8,140","0.0%","376,482","",""
"ABBV","ABBVIE INC","COM","00287Y109","8,101","0.0%","75,096","",""
"AMGN","AMGEN INC","COM","031162100","8,047","0.0%","37,842","",""
"ASH","ASHLAND GLOBAL HLDGS INC","COM","044186104","7,965","0.0%","89,376","",""
"RF","REGIONS FINANCIAL CORP NEW","COM","7591EP100","7,939","0.0%","372,553","",""
"","DAQO NEW ENERGY CORP","SPNSRD ADS NEW","23703Q203","7,913","0.0%","138,824","",""
"PZZA","PAPA JOHNS INTL INC","COM","698813102","7,877","0.0%","62,030","",""
"CFG","CITIZENS FINL GROUP INC","COM","174610105","7,826","0.0%","166,576","",""
"KC","KINGSOFT CLOUD HLDGS LTD","ADS","49639K101","7,767","0.0%","274,266","",""
"UNP","UNION PAC CORP","COM","907818108","7,748","0.0%","39,527","",""
"LOPE","GRAND CANYON ED INC","COM","38526M106","7,692","0.0%","87,444","",""
"UHAL","AMERCO","COM","023586100","7,689","0.0%","11,902","",""
"CHE","CHEMED CORP NEW","COM","16359R103","7,586","0.0%","16,310","",""
"OLLI","OLLIES BARGAIN OUTLET HLDGS","COM","681116109","7,545","0.0%","125,160","",""
"MTB","M & T BK CORP","COM","55261F104","7,477","0.0%","50,068","",""
"RJF","RAYMOND JAMES FINL INC","COM","754730109","7,419","0.0%","80,402","",""
"HLF","HERBALIFE NUTRITION LTD","COM SHS","G4412G101","7,351","0.0%","173,463","",""
"","JOYY INC","ADS REPSTG COM A","46591M109","7,349","0.0%","134,029","",""
"","RLX TECHNOLOGY INC","SPONSORED ADS","74969N103","7,344","0.0%","1,624,857","",""
"GT","GOODYEAR TIRE & RUBR CO","COM","382550101","7,312","0.0%","413,103","",""
"HAIN","HAIN CELESTIAL GROUP INC","COM","405217100","7,232","0.0%","169,059","",""
"AWK","AMERICAN WTR WKS CO INC NEW","COM","030420103","7,156","0.0%","42,331","",""
"PFE","PFIZER INC","COM","717081103","7,110","0.0%","165,303","",""
"GMED","GLOBUS MED INC","CL A","379577208","7,043","0.0%","91,916","",""
"SAFM","SANDERSON FARMS INC","COM","800013104","6,992","0.0%","37,150","",""
"COUR","COURSERA INC","COM","22266M104","6,927","0.0%","218,862","",""
"PFG","PRINCIPAL FINANCIAL GROUP IN","COM","74251V102","6,908","0.0%","107,265","",""
"TNDM","TANDEM DIABETES CARE INC","COM NEW","875372203","6,877","0.0%","57,608","",""
"EDU","NEW ORIENTAL ED & TECHNOLOGY","SPON ADR","647581107","6,858","0.0%","3,345,214","",""
"PM","PHILIP MORRIS INTL INC","COM","718172109","6,838","0.0%","72,137","",""
"RH","RH","COM","74967X103","6,792","0.0%","10,185","",""
"EHC","ENCOMPASS HEALTH CORP","COM","29261A100","6,720","0.0%","89,557","",""
"SDGR","SCHRODINGER INC","COM","80810D103","6,670","0.0%","121,982","",""
"SWAV","SHOCKWAVE MED INC","COM","82489T104","6,613","0.0%","32,121","",""
"R","RYDER SYS INC","COM","783549108","6,549","0.0%","79,177","",""
"MKTX","MARKETAXESS HLDGS INC","COM","57060D108","6,515","0.0%","15,487","",""
"BRO","BROWN & BROWN INC","COM","115236101","6,468","0.0%","116,641","",""
"CRI","CARTERS INC","COM","146229109","6,406","0.0%","65,875","",""
"0XWG.IL","IQIYI INC","SPONSORED ADS","46267X108","6,388","0.0%","795,531","",""
"COKE","COCA COLA CONS INC","COM","191098102","6,290","0.0%","15,957","",""
"AZN","ASTRAZENECA PLC","SPONSORED ADR","046353108","6,260","0.0%","104,233","",""
"HCM","HUTCHMED CHINA LTD","SPONSORED ADS","44842L103","6,244","0.0%","170,551","",""
"NVST","ENVISTA HOLDINGS CORPORATION","COM","29415F104","6,170","0.0%","147,568","",""
"BEN","FRANKLIN RESOURCES INC","COM","354613101","6,142","0.0%","206,654","",""
"SBNY","SIGNATURE BK NEW YORK N Y","COM","82669G104","6,136","0.0%","22,536","",""
"FND","FLOOR & DECOR HLDGS INC","CL A","339750101","6,079","0.0%","50,324","",""
"WBA","WALGREENS BOOTS ALLIANCE INC","COM","931427108","6,018","0.0%","127,909","",""
"QDEL","QUIDEL CORP","COM","74838J101","5,938","0.0%","42,071","",""
"ADNT","ADIENT PLC","ORD SHS","G0084W101","5,909","0.0%","142,568","",""
"API","AGORA INC","ADS","00851L103","5,830","0.0%","201,037","",""
"SMPL","SIMPLY GOOD FOODS CO","COM","82900L102","5,804","0.0%","168,293","",""
"TREX","TREX CO INC","COM","89531P105","5,695","0.0%","55,876","",""
"ADBE","ADOBE SYSTEMS INCORPORATED","COM","00724F101","5,671","0.0%","9,851","",""
"STAA","STAAR SURGICAL CO","COM PAR $0.01","852312305","5,569","0.0%","43,329","",""
"WDFC","WD 40 CO","COM","929236107","5,494","0.0%","23,735","",""
"KBH","KB HOME","COM","48666K109","5,487","0.0%","140,978","",""
"PHR","PHREESIA INC","COM","71944F106","5,432","0.0%","88,036","",""
"ACN","ACCENTURE PLC IRELAND","SHS CLASS A","G1151C101","5,389","0.0%","16,845","",""
"SHAK","SHAKE SHACK INC","CL A","819047101","5,339","0.0%","68,049","",""
"AMZN","AMAZON COM INC","COM","023135106","5,318","0.0%","1,619","",""
"CBRL","CRACKER BARREL OLD CTRY STOR","COM","22410J106","5,225","0.0%","37,364","",""
"ORCL","ORACLE CORP","COM","68389X105","5,221","0.0%","59,919","",""
"CSX","CSX CORP","COM","126408103","5,203","0.0%","174,958","",""
"IART","INTEGRA LIFESCIENCES HLDGS C","COM NEW","457985208","5,133","0.0%","74,963","",""
"LPLA","LPL FINL HLDGS INC","COM","50212V100","5,109","0.0%","32,591","",""
"AMED","AMEDISYS INC","COM","023436108","5,077","0.0%","34,049","",""
"QFIN","360 DIGITECH INC","AMERICAN DEP","88557W101","5,068","0.0%","249,405","",""
"MDC","M D C HLDGS INC","COM","552676108","5,034","0.0%","107,744","",""
"JJSF","J & J SNACK FOODS CORP","COM","466032109","5,025","0.0%","32,879","",""
"TMO","THERMO FISHER SCIENTIFIC INC","COM","883556102","5,016","0.0%","8,779","",""
"AMN","AMN HEALTHCARE SVCS INC","COM","001744101","5,003","0.0%","43,599","",""
"EQH","EQUITABLE HLDGS INC","COM","29452E101","4,898","0.0%","165,235","",""
"RELX","RELX PLC","SPONSORED ADR","759530108","4,877","0.0%","168,989","",""
"EVH","EVOLENT HEALTH INC","CL A","30050B101","4,715","0.0%","152,100","",""
"WDAY","WORKDAY INC","CL A","98138H101","4,688","0.0%","18,762","",""
"SFM","SPROUTS FMRS MKT INC","COM","85208M102","4,667","0.0%","201,436","",""
"ARMK","ARAMARK","COM","03852U106","4,622","0.0%","140,643","",""
"LHCG","LHC GROUP INC","COM","50187A107","4,586","0.0%","29,227","",""
"0A2X.IL","TAL EDUCATION GROUP","SPONSORED ADS","874080104","4,575","0.0%","945,145","",""
"ICUI","ICU MED INC","COM","44930G107","4,572","0.0%","19,591","",""
"GSK","GLAXOSMITHKLINE PLC","SPONSORED ADR","37733W105","4,571","0.0%","119,640","",""
"REGN","REGENERON PHARMACEUTICALS","COM","75886F107","4,492","0.0%","7,422","",""
"FIGS","FIGS INC","CL A","30260D103","4,483","0.0%","120,713","",""
"IVZ","INVESCO LTD","SHS","G491BT108","4,440","0.0%","184,136","",""
"AMEH","APOLLO MED HLDGS INC","COM NEW","03763A207","4,418","0.0%","48,524","",""
"PINC","PREMIER INC","CL A","74051N102","4,392","0.0%","113,317","",""
"TWOU","2U INC","COM","90214J101","4,349","0.0%","129,554","",""
"HCAT","HEALTH CATALYST INC","COM","42225T107","4,321","0.0%","86,400","",""
"NEOG","NEOGEN CORP","COM","640491106","4,310","0.0%","99,243","",""
"EWBC","EAST WEST BANCORP INC","COM","27579R104","4,302","0.0%","55,485","",""
"HPQ","HP INC","COM","40434L105","4,275","0.0%","156,250","",""
"AVB","AVALONBAY CMNTYS INC","COM","053484101","4,228","0.0%","19,078","",""
"TWNK","HOSTESS BRANDS INC","CL A","44109J106","4,223","0.0%","243,103","",""
"CMA","COMERICA INC","COM","200340107","4,203","0.0%","52,207","",""
"CENTA","CENTRAL GARDEN & PET CO","CL A NON-VTG","153527205","4,201","0.0%","97,703","",""
"AGL","AGILON HEALTH INC","COM","00857U107","4,156","0.0%","158,577","",""
"WAL","WESTERN ALLIANCE BANCORP","COM","957638109","4,153","0.0%","38,163","",""
"VC","VISTEON CORP","COM NEW","92839U206","4,131","0.0%","43,762","",""
"217A.SG","21VIANET GROUP INC","SPONSORED ADS A","90138A103","4,107","0.0%","237,254","",""
"PSMT","PRICESMART INC","COM","741511109","4,106","0.0%","52,948","",""
