"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"SPY","SPDR S&P 500 ETF TR","TR UNIT","78462F103","845,445","5.4%","1,975,061","",""
"WMT","WALMART INC","COM","931142103","736,488","4.7%","5,222,576","",""
"VWO","VANGUARD INTL EQUITY INDEX F","FTSE EMR MKT ETF","922042858","644,833","4.1%","11,873,186","",""
"PG","PROCTER AND GAMBLE CO","COM","742718109","641,348","4.1%","4,753,187","",""
"JNJ","JOHNSON & JOHNSON","COM","478160104","465,078","3.0%","2,823,106","",""
"KO","COCA COLA CO","COM","191216100","445,444","2.9%","8,232,188","",""
"PEP","PEPSICO INC","COM","713448108","395,479","2.5%","2,669,091","",""
"COST","COSTCO WHSL CORP NEW","COM","22160K105","333,656","2.1%","843,268","",""
"MCD","MCDONALDS CORP","COM","580135101","322,616","2.1%","1,396,667","",""
"BABA","ALIBABA GROUP HLDG LTD","SPONSORED ADS","01609W102","321,814","2.1%","1,419,060","",""
"IEMG","ISHARES INC","CORE MSCI EMKT","46434G103","284,009","1.8%","4,239,575","",""
"IVV","ISHARES TR","CORE S&P500 ETF","464287200","277,545","1.8%","645,574","",""
"GLD","SPDR GOLD TR","GOLD SHS","78463V107","267,762","1.7%","1,616,628","",""
"SBUX","STARBUCKS CORP","COM","855244109","234,072","1.5%","2,093,483","",""
"DHR","DANAHER CORPORATION","COM","235851102","230,221","1.5%","857,883","",""
"EL","LAUDER ESTEE COS INC","CL A","518439104","218,273","1.4%","686,222","",""
"TGT","TARGET CORP","COM","87612E106","216,272","1.4%","894,649","",""
"ABT","ABBOTT LABS","COM","002824100","208,307","1.3%","1,796,830","",""
"FXI","ISHARES TR","CHINA LG-CAP ETF","464287184","171,409","1.1%","3,699,732","",""
"LQD","ISHARES TR","IBOXX INV CP ETF","464287242","144,419","0.9%","1,074,865","",""
"MCHI","ISHARES TR","MSCI CHINA ETF","46429B671","143,077","0.9%","1,735,524","",""
"IAU","ISHARES GOLD TR","ISHARES NEW","464285204","141,959","0.9%","4,211,187","",""
"0A2S.IL","PINDUODUO INC","SPONSORED ADS","722304102","141,934","0.9%","1,117,418","",""
"CL","COLGATE PALMOLIVE CO","COM","194162103","136,182","0.9%","1,674,026","",""
"EEM","ISHARES TR","MSCI EMG MKT ETF","464287234","120,365","0.8%","2,182,509","",""
"ISRG","INTUITIVE SURGICAL INC","COM NEW","46120E602","119,264","0.8%","129,686","",""
"CVS","CVS HEALTH CORP","COM","126650100","99,684","0.6%","1,194,682","",""
"VEEV","VEEVA SYS INC","CL A COM","922475108","97,626","0.6%","313,960","",""
"DG","DOLLAR GEN CORP NEW","COM","256677105","97,044","0.6%","448,466","",""
"MNST","MONSTER BEVERAGE CORP NEW","COM","61174X109","95,497","0.6%","1,045,394","",""
"JD","JD.COM INC","SPON ADR CL A","47215P106","94,752","0.6%","1,187,217","",""
"EWT","ISHARES INC","MSCI TAIWAN ETF","46434G772","91,241","0.6%","1,426,758","",""
"KMB","KIMBERLY-CLARK CORP","COM","494368103","89,236","0.6%","667,037","",""
"","NIO INC","SPON ADS","62914V106","87,934","0.6%","1,652,896","",""
"KHC","KRAFT HEINZ CO","COM","500754106","85,980","0.6%","2,108,387","",""
"CMG","CHIPOTLE MEXICAN GRILL INC","COM","169656105","85,971","0.6%","55,453","",""
"SYK","STRYKER CORPORATION","COM","863667101","82,012","0.5%","315,758","",""
"BAC","BK OF AMERICA CORP","COM","060505104","79,457","0.5%","1,927,176","",""
"STZ","CONSTELLATION BRANDS INC","CL A","21036P108","78,316","0.5%","334,840","",""
"JPM","JPMORGAN CHASE & CO","COM","46625H100","76,364","0.5%","490,961","",""
"BIDU","BAIDU INC","SPON ADR REP A","056752108","72,595","0.5%","356,033","",""
"EW","EDWARDS LIFESCIENCES CORP","COM","28176E108","72,218","0.5%","697,284","",""
"SYY","SYSCO CORP","COM","871829107","68,527","0.4%","881,371","",""
"BSX","BOSTON SCIENTIFIC CORP","COM","101137107","67,256","0.4%","1,572,870","",""
"HSY","HERSHEY CO","COM","427866108","64,905","0.4%","372,629","",""
"YUM","YUM BRANDS INC","COM","988498101","64,760","0.4%","562,981","",""
"WFC","WELLS FARGO CO NEW","COM","949746101","64,312","0.4%","1,420,010","",""
"BDX","BECTON DICKINSON & CO","COM","075887109","60,181","0.4%","247,467","",""
"HCA","HCA HEALTHCARE INC","COM","40412C101","58,667","0.4%","283,772","",""
"BF-B","BROWN FORMAN CORP","CL B","115637209","57,666","0.4%","769,491","",""
"VEA","VANGUARD TAX-MANAGED INTL FD","FTSE DEV MKT ETF","921943858","57,409","0.4%","1,114,300","",""
"EFA","ISHARES TR","MSCI EAFE ETF","464287465","55,402","0.4%","702,362","",""
"MS","MORGAN STANLEY","COM NEW","617446448","54,405","0.3%","593,359","",""
"IEFA","ISHARES TR","CORE MSCI EAFE","46432F842","51,160","0.3%","683,405","",""
"ALGN","ALIGN TECHNOLOGY INC","COM","016255101","50,265","0.3%","82,266","",""
"C","CITIGROUP INC","COM NEW","172967424","49,616","0.3%","701,283","",""
"KR","KROGER CO","COM","501044101","48,990","0.3%","1,278,780","",""
"TSN","TYSON FOODS INC","CL A","902494103","48,868","0.3%","662,523","",""
"LOW","LOWES COS INC","COM","548661107","47,769","0.3%","246,268","",""
"BEKE","KE HLDGS INC","SPONSORED ADS","482497104","47,101","0.3%","987,857","",""
"BAX","BAXTER INTL INC","COM","071813109","46,975","0.3%","583,535","",""
"TT","TRANE TECHNOLOGIES PLC","SHS","G8994E103","46,934","0.3%","254,880","",""
"JCI","JOHNSON CTLS INTL PLC","SHS","G51502105","46,703","0.3%","680,511","",""
"HRL","HORMEL FOODS CORP","COM","440452100","46,616","0.3%","976,243","",""
"TDOC","TELADOC HEALTH INC","COM","87918A105","46,321","0.3%","278,558","",""
"SCHW","SCHWAB CHARLES CORP","COM","808513105","45,250","0.3%","621,474","",""
"DXCM","DEXCOM INC","COM","252131107","45,011","0.3%","105,412","",""
"BLK","BLACKROCK INC","COM","09247X101","44,997","0.3%","51,427","",""
