"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"SPY","SPDR S&P 500 ETF TR","TR UNIT","78462F103","1,329,336","16%","3,969,472","",""
"GLD","SPDR GOLD TR","GOLD SHS","78463V107","967,525","12%","5,462,542","",""
"VWO","VANGUARD INTL EQUITY INDEX F","FTSE EMR MKT ETF","922042858","547,687","6.6%","12,666,210","",""
"BABA","ALIBABA GROUP HLDG LTD","SPONSORED ADS","01609W102","392,193","4.7%","1,334,081","",""
"IAU","ISHARES GOLD TRUST","ISHARES","464285105","284,190","3.4%","15,797,124","",""
"IVV","ISHARES TR","CORE S&P500 ETF","464287200","206,773","2.5%","615,285","",""
"WMT","WALMART INC","COM","931142103","195,061","2.3%","1,394,187","",""
"EEM","ISHARES TR","MSCI EMG MKT ETF","464287234","192,027","2.3%","4,355,338","",""
"PG","PROCTER AND GAMBLE CO","COM","742718109","170,329","2.0%","1,225,476","",""
"IEMG","ISHARES INC","CORE MSCI EMKT","46434G103","166,868","2.0%","3,160,381","",""
"FXI","ISHARES TR","CHINA LG-CAP ETF","464287184","154,869","1.9%","3,687,361","",""
"VEA","VANGUARD TAX-MANAGED INTL FD","FTSE DEV MKT ETF","921943858","149,366","1.8%","3,651,990","",""
"EFA","ISHARES TR","MSCI EAFE ETF","464287465","146,520","1.8%","2,301,966","",""
"LQD","ISHARES TR","IBOXX INV CP ETF","464287242","146,380","1.8%","1,086,629","",""
"IEFA","ISHARES TR","CORE MSCI EAFE","46432F842","135,002","1.6%","2,239,585","",""
"JD","JD.COM INC","SPON ADR CL A","47215P106","129,493","1.6%","1,668,508","",""
"MCHI","ISHARES TR","MSCI CHINA ETF","46429B671","126,022","1.5%","1,699,103","",""
"KO","COCA COLA CO","COM","191216100","100,277","1.2%","2,031,134","",""
"JNJ","JOHNSON & JOHNSON","COM","478160104","99,065","1.2%","665,402","",""
"PEP","PEPSICO INC","COM","713448108","96,152","1.2%","693,736","",""
"0A2S.IL","PINDUODUO INC","SPONSORED ADS","722304102","81,186","1.0%","1,094,888","",""
"COST","COSTCO WHSL CORP NEW","COM","22160K105","77,625","0.9%","218,662","",""
"MCD","MCDONALDS CORP","COM","580135101","77,021","0.9%","350,908","",""
"NTES","NETEASE INC","SPONSORED ADS","64110W102","69,073","0.8%","151,920","",""
"EWT","ISHARES INC","MSCI TAIWAN ETF","46434G772","64,549","0.8%","1,437,609","",""
"BIDU","BAIDU INC","SPON ADR REP A","056752108","61,525","0.7%","486,021","",""
"0A2X.IL","TAL EDUCATION GROUP","SPONSORED ADS","874080104","52,067","0.6%","684,733","",""
"ABT","ABBOTT LABS","COM","002824100","47,174","0.6%","433,463","",""
"SBUX","STARBUCKS CORP","COM","855244109","47,032","0.6%","547,388","",""
"EDU","NEW ORIENTAL ED & TECHNOLOGY","SPON ADR","647581107","42,341","0.5%","283,217","",""
"MDLZ","MONDELEZ INTL INC","CL A","609207105","39,423","0.5%","686,216","",""
"EL","LAUDER ESTEE COS INC","CL A","518439104","38,320","0.5%","175,579","",""
"TGT","TARGET CORP","COM","87612E106","38,217","0.5%","242,771","",""
"DHR","DANAHER CORPORATION","COM","235851102","37,154","0.4%","172,543","",""
"YUMC","YUM CHINA HLDGS INC","COM","98850P109","35,140","0.4%","663,645","",""
"","NIO INC","SPON ADS","62914V106","33,304","0.4%","1,569,456","",""
"CL","COLGATE PALMOLIVE CO","COM","194162103","32,940","0.4%","426,955","",""
"TCOM","TRIP COM GROUP LTD","ADS","89677Q107","30,932","0.4%","993,306","",""
"ZTO","ZTO EXPRESS CAYMAN INC","SPONSORED ADS A","98980A105","27,773","0.3%","928,258","",""
"DG","DOLLAR GEN CORP NEW","COM","256677105","25,596","0.3%","122,107","",""
"KMB","KIMBERLY CLARK CORP","COM","494368103","24,906","0.3%","168,674","",""
"UPS","UNITED PARCEL SERVICE INC","CL B","911312106","21,139","0.3%","126,862","",""
"WDAY","WORKDAY INC","CL A","98138H101","20,781","0.2%","96,598","",""
"0A2I.IL","HUAZHU GROUP LTD","SPONSORED ADS","44332N106","20,674","0.2%","478,118","",""
"GDS","GDS HLDGS LTD","SPONSORED ADS","36165L108","20,546","0.2%","251,078","",""
"ATHM","AUTOHOME INC","SP ADR RP CL A","05278C107","20,390","0.2%","212,394","",""
"VEEV","VEEVA SYS INC","CL A COM","922475108","20,169","0.2%","71,728","",""
"MNST","MONSTER BEVERAGE CORP NEW","COM","61174X109","19,840","0.2%","247,383","",""
"CVS","CVS HEALTH CORP","COM","126650100","19,494","0.2%","333,804","",""
"SYK","STRYKER CORPORATION","COM","863667101","18,928","0.2%","90,840","",""
"ISRG","INTUITIVE SURGICAL INC","COM NEW","46120E602","18,751","0.2%","26,427","",""
"GIS","GENERAL MLS INC","COM","370334104","18,728","0.2%","303,625","",""
"","GSX TECHEDU INC","SPONSORED ADS","36257Y109","18,707","0.2%","207,601","",""
"STZ","CONSTELLATION BRANDS INC","CL A","21036P108","18,229","0.2%","96,188","",""
"KHC","KRAFT HEINZ CO","COM","500754106","17,443","0.2%","582,409","",""
"BF-B","BROWN FORMAN CORP","CL B","115637209","17,411","0.2%","231,167","",""
"CMG","CHIPOTLE MEXICAN GRILL INC","COM","169656105","16,280","0.2%","13,090","",""
"BDX","BECTON DICKINSON & CO","COM","075887109","15,987","0.2%","68,709","",""
"SNAP","SNAP INC","CL A","83304A106","15,565","0.2%","596,148","",""
"TSLA","TESLA INC","COM","88160R101","15,294","0.2%","35,650","",""
"0LQ0.IL","VIPSHOP HOLDINGS LIMITED","SPONSORED ADS A","92763W103","15,146","0.2%","968,418","",""
"0A2Z.IL","TENCENT MUSIC ENTMT GROUP","SPON ADS","88034P109","15,114","0.2%","1,023,285","",""
"SYY","SYSCO CORP","COM","871829107","14,860","0.2%","238,836","",""
"WBA","WALGREENS BOOTS ALLIANCE INC","COM","931427108","14,781","0.2%","411,502","",""
"HSY","HERSHEY CO","COM","427866108","14,064","0.2%","98,113","",""
"CLX","CLOROX CO DEL","COM","189054109","13,249","0.2%","63,041","",""
"YUM","YUM BRANDS INC","COM","988498101","13,078","0.2%","143,241","",""
"HRL","HORMEL FOODS CORP","COM","440452100","12,815","0.2%","262,124","",""
"BSX","BOSTON SCIENTIFIC CORP","COM","101137107","12,608","0.2%","329,968","",""
"ADM","ARCHER DANIELS MIDLAND CO","COM","039483102","12,502","0.2%","268,909","",""
"MKC","MCCORMICK & CO INC","COM NON VTG","579780206","12,344","0.1%","63,598","",""
"SPLK","SPLUNK INC","COM","848637104","12,307","0.1%","65,418","",""
"0XWG.IL","IQIYI INC","SPONSORED ADS","46267X108","12,135","0.1%","537,425","",""
"EW","EDWARDS LIFESCIENCES CORP","COM","28176E108","11,467","0.1%","143,657","",""
"CHD","CHURCH & DWIGHT INC","COM","171340102","11,274","0.1%","120,303","",""
"LULU","LULULEMON ATHLETICA INC","COM","550021109","11,158","0.1%","33,877","",""
"K","KELLOGG CO","COM","487836108","11,067","0.1%","171,336","",""
"NSC","NORFOLK SOUTHN CORP","COM","655844108","11,023","0.1%","51,513","",""
"LOW","LOWES COS INC","COM","548661107","10,813","0.1%","65,196","",""
"SHW","SHERWIN WILLIAMS CO","COM","824348106","10,806","0.1%","15,509","",""
"CERN","CERNER CORP","COM","156782104","10,632","0.1%","147,077","",""
"TSN","TYSON FOODS INC","CL A","902494103","10,581","0.1%","177,887","",""
"BILI","BILIBILI INC","SPONS ADS REP Z","090040106","10,511","0.1%","252,679","",""
"DLTR","DOLLAR TREE INC","COM","256746108","10,402","0.1%","113,886","",""
"FAST","FASTENAL CO","COM","311900104","10,258","0.1%","227,503","",""
"KR","KROGER CO","COM","501044101","10,082","0.1%","297,314","",""
"BAX","BAXTER INTL INC","COM","071813109","10,028","0.1%","124,701","",""
"RNG","RINGCENTRAL INC","CL A","76680R206","9,639","0.1%","35,099","",""
"HCA","HCA HEALTHCARE INC","COM","40412C101","9,075","0.1%","72,785","",""
"CSX","CSX CORP","COM","126408103","9,064","0.1%","116,702","",""
"","JOYY INC","ADS REPSTG COM A","46591M109","8,907","0.1%","110,414","",""
"ZLAB","ZAI LAB LTD","ADR","98887Q104","8,880","0.1%","106,769","",""
"NOW","SERVICENOW INC","COM","81762P102","8,791","0.1%","18,126","",""
"WY","WEYERHAEUSER CO MTN BE","COM NEW","962166104","8,777","0.1%","307,758","",""
"CAG","CONAGRA BRANDS INC","COM","205887102","8,576","0.1%","240,158","",""
"CCEP.AS","COCA COLA EUROPEAN PARTNERS","SHS","G25839104","8,414","0.1%","216,787","",""
"IDXX","IDEXX LABS INC","COM","45168D104","8,158","0.1%","20,753","",""
"JCI","JOHNSON CTLS INTL PLC","SHS","G51502105","7,900","0.1%","193,385","",""
"UNP","UNION PAC CORP","COM","907818108","7,828","0.1%","39,761","",""
"TT","TRANE TECHNOLOGIES PLC","SHS","G8994E103","7,705","0.1%","63,543","",""
"FTV","FORTIVE CORP","COM","34959J108","7,682","0.1%","100,794","",""
"ADBE","ADOBE SYSTEMS INCORPORATED","COM","00724F101","7,509","0.1%","15,312","",""
"PPG","PPG INDS INC","COM","693506107","7,489","0.1%","61,342","",""
"VMC","VULCAN MATLS CO","COM","929160109","7,311","0.1%","53,943","",""
"DXCM","DEXCOM INC","COM","252131107","7,181","0.1%","17,419","",""
"DHI","D R HORTON INC","COM","23331A109","7,149","0.1%","94,522","",""
"PAYC","PAYCOM SOFTWARE INC","COM","70432V102","7,116","0.1%","22,860","",""
"VFC","V F CORP","COM","918204108","7,116","0.1%","101,296","",""
"WB","WEIBO CORP","SPONSORED ADR","948596101","7,079","0.1%","194,312","",""
"ROP","ROPER TECHNOLOGIES INC","COM","776696106","7,007","0.1%","17,734","",""
"LEN","LENNAR CORP","CL A","526057104","6,772","0.1%","82,905","",""
"ZBH","ZIMMER BIOMET HOLDINGS INC","COM","98956P102","6,699","0.1%","49,209","",""
"HD","HOME DEPOT INC","COM","437076102","6,579","0.1%","23,690","",""
"IP","INTERNATIONAL PAPER CO","COM","460146103","6,577","0.1%","162,232","",""
"DPZ","DOMINOS PIZZA INC","COM","25754A201","6,568","0.1%","15,445","",""
"LVGO","LIVONGO HEALTH INC","COM","539183103","6,511","0.1%","46,494","",""
"SJM","SMUCKER J M CO","COM NEW","832696405","6,476","0.1%","56,059","",""
"APTV","APTIV PLC","SHS","G6095L109","6,436","0.1%","70,199","",""
"ANET","ARISTA NETWORKS INC","COM","040413106","6,403","0.1%","30,942","",""
"RMD","RESMED INC","COM","761152107","6,244","0.1%","36,425","",""
"APD","AIR PRODS & CHEMS INC","COM","009158106","6,218","0.1%","20,874","",""
"MLM","MARTIN MARIETTA MATLS INC","COM","573284106","5,972","0.1%","25,375","",""
