"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"SPY","SPDR S&P 500 ETF TR","TR UNIT","78462F103","2,249,694","23%","6,989,665","",""
"VWO","VANGUARD INTL EQUITY INDEX F","FTSE EMR MKT ETF","922042858","1,100,973","11%","24,757,646","",""
"IVV","ISHARES TR","CORE S&P500 ETF","464287200","707,250","7.2%","2,188,003","",""
"GLD","SPDR GOLD TRUST","GOLD SHS","78463V107","579,692","5.9%","4,056,627","",""
"EWZ","ISHARES INC","MSCI BRAZIL ETF","464286400","521,349","5.3%","10,987,334","",""
"IEMG","ISHARES INC","CORE MSCI EMKT","46434G103","425,594","4.3%","7,916,557","",""
"LQD","ISHARES TR","IBOXX INV CP ETF","464287242","298,266","3.0%","2,330,933","",""
"HYG","ISHARES TR","IBOXX HI YD ETF","464288513","269,172","2.7%","3,060,858","",""
"TLT","ISHARES TR","20 YR TR BD ETF","464287432","262,740","2.7%","1,939,329","",""
"EFA","ISHARES TR","MSCI EAFE ETF","464287465","188,482","1.9%","2,714,309","",""
"VEA","VANGUARD TAX MANAGED INTL FD","FTSE DEV MKT ETF","921943858","188,469","1.9%","4,277,546","",""
"EWT","ISHARES INC","MSCI TAIWAN ETF","46434G772","181,297","1.9%","4,407,898","",""
"EWY","ISHARES INC","MSCI STH KOR ETF","464286772","178,436","1.8%","2,869,202","",""
"IEFA","ISHARES TR","CORE MSCI EAFE","46432F842","174,224","1.8%","2,670,507","",""
"IAU","ISHARES GOLD TRUST","ISHARES","464285105","169,358","1.7%","11,679,855","",""
"EEM","ISHARES TR","MSCI EMG MKT ETF","464287234","160,237","1.6%","3,571,143","",""
"EMB","ISHARES TR","JPMORGAN USD EMG","464288281","150,269","1.5%","1,311,709","",""
"INDA","ISHARES TR","MSCI INDIA ETF","46429B598","132,255","1.4%","3,762,595","",""
"JPM","JPMORGAN CHASE & CO","COM","46625H100","90,523","0.9%","649,376","",""
"BAC","BANK AMER CORP","COM","060505104","66,124","0.7%","1,877,448","",""
"BABA","ALIBABA GROUP HLDG LTD","SPONSORED ADS","01609W102","66,006","0.7%","311,204","",""
"WFC","WELLS FARGO CO NEW","COM","949746101","47,528","0.5%","883,420","",""
"EWW","ISHARES INC","MSCI MEXICO ETF","464286822","43,840","0.4%","973,570","",""
"MCHI","ISHARES TR","MSCI CHINA ETF","46429B671","42,222","0.4%","658,795","",""
"FXI","ISHARES TR","CHINA LG-CAP ETF","464287184","41,039","0.4%","940,619","",""
"RY.TO","ROYAL BK CDA MONTREAL QUE","COM","780087102","37,314","0.4%","470,918","",""
"C","CITIGROUP INC","COM NEW","172967424","36,114","0.4%","452,049","",""
"TIP","ISHARES TR","TIPS BD ETF","464287176","33,940","0.3%","291,159","",""
"","TORONTO DOMINION BK ONT","COM NEW","891160509","33,762","0.3%","601,144","",""
"BNS.TO","BANK N S HALIFAX","COM","064149107","23,278","0.2%","411,537","",""
"CNR.TO","CANADIAN NATL RY CO","COM","136375102","21,556","0.2%","237,955","",""
"SU.TO","SUNCOR ENERGY INC NEW","COM","867224107","19,761","0.2%","602,100","",""
"USB","US BANCORP DEL","COM NEW","902973304","19,292","0.2%","325,383","",""
"TSLA","TESLA INC","COM","88160R101","17,772","0.2%","42,484","",""
"GS","GOLDMAN SACHS GROUP INC","COM","38141G104","17,550","0.2%","76,326","",""
"MS","MORGAN STANLEY","COM NEW","617446448","17,161","0.2%","335,701","",""
"TRP.TO","TC ENERGY CORP","COM","87807B107","16,614","0.2%","311,513","",""
"JD","JD COM INC","SPON ADR CL A","47215P106","16,485","0.2%","467,916","",""
"BMO.TO","BANK MONTREAL QUE","COM","063671101","16,144","0.2%","208,020","",""
"BLK","BLACKROCK INC","COM","09247X101","16,119","0.2%","32,065","",""
"BKAA.SG","BROOKFIELD ASSET MGMT INC","CL A LTD VT SH","112585104","16,075","0.2%","277,824","",""
"NTES","NETEASE INC","SPONSORED ADS","64110W102","15,917","0.2%","51,909","",""
"CNQ.TO","CANADIAN NAT RES LTD","COM","136385101","15,238","0.2%","470,461","",""
"PNC","PNC FINL SVCS GROUP INC","COM","693475105","14,496","0.1%","90,809","",""
"BIDU","BAIDU INC","SPON ADR REP A","056752108","13,755","0.1%","108,821","",""
"BFH","ALLIANCE DATA SYSTEMS CORP","COM","018581108","13,412","0.1%","119,534","",""
