"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"SPY","SPDR S&P 500 ETF TR","TR UNIT","78462F103","2,282,117","24%","7,849,878","",""
"VWO","VANGUARD INTL EQUITY INDEX F","FTSE EMR MKT ETF","922042858","2,081,235","22%","50,761,836","",""
"IEMG","ISHARES INC","CORE MSCI EMKT","46434G103","588,741","6.1%","11,370,046","",""
"GLD","SPDR GOLD TRUST","GOLD SHS","78463V107","440,779","4.6%","3,908,999","",""
"EEM","ISHARES TR","MSCI EMG MKT ETF","464287234","340,663","3.5%","7,937,172","",""
"LQD","ISHARES TR","IBOXX INV CP ETF","464287242","287,570","3.0%","2,502,134","",""
"IVV","ISHARES TR","CORE S&P500 ETF","464287200","235,646","2.4%","804,993","",""
"TLT","ISHARES TR","20 YR TR BD ETF","464287432","231,473","2.4%","1,973,849","",""
"HYG","ISHARES TR","IBOXX HI YD ETF","464288513","217,670","2.3%","2,518,163","",""
"EMB","ISHARES TR","JPMORGAN USD EMG","464288281","189,964","2.0%","1,762,022","",""
"VEA","VANGUARD TAX MANAGED INTL FD","FTSE DEV MKT ETF","921943858","167,281","1.7%","3,865,979","",""
"EFA","ISHARES TR","MSCI EAFE ETF","464287465","166,447","1.7%","2,448,104","",""
"IEFA","ISHARES TR","CORE MSCI EAFE","46432F842","152,923","1.6%","2,386,437","",""
"EWZ","ISHARES INC","MSCI BRAZIL ETF","464286400","150,093","1.6%","4,449,828","",""
"IAU","ISHARES GOLD TRUST","ISHARES","464285105","129,339","1.3%","11,315,785","",""
"TIP","ISHARES TR","TIPS BD ETF","464287176","123,915","1.3%","1,120,184","",""
"RY.TO","ROYAL BK CDA MONTREAL QUE","COM","780087102","56,016","0.6%","699,313","",""
"","TORONTO DOMINION BK ONT","COM NEW","891160509","54,263","0.6%","893,616","",""
"TOL","TOLL BROTHERS INC","COM","889478103","43,657","0.5%","1,321,750","",""
"CELG","CELGENE CORP","COM","151020104","38,125","0.4%","426,026","",""
"EWT","ISHARES INC","MSCI TAIWAN ETF","46434G772","36,965","0.4%","980,515","",""
"BNS.TO","BANK N S HALIFAX","COM","064149107","36,151","0.4%","606,941","",""
"X","UNITED STATES STL CORP NEW","COM","912909108","33,298","0.3%","1,092,463","",""
"EWY","ISHARES INC","MSCI STH KOR ETF","464286772","33,184","0.3%","486,063","",""
"SU.TO","SUNCOR ENERGY INC NEW","COM","867224107","32,670","0.3%","844,910","",""
"CNR.TO","CANADIAN NATL RY CO","COM","136375102","31,649","0.3%","353,046","",""
"T","AT&T INC","COM","00206R102","31,460","0.3%","936,869","",""
"INTC","INTEL CORP","COM","458140100","31,237","0.3%","660,539","",""
"PHM","PULTE GROUP INC","COM","745867101","26,052","0.3%","1,051,770","",""
"BMO.TO","BANK MONTREAL QUE","COM","063671101","25,496","0.3%","309,332","",""
"NFX","NEWFIELD EXPL CO","COM","651290108","24,857","0.3%","862,195","",""
"IVZ","INVESCO LTD","SHS","G491BT108","23,522","0.2%","1,028,073","",""
"BFH","ALLIANCE DATA SYSTEMS CORP","COM","018581108","23,419","0.2%","99,167","",""
"GE","GENERAL ELECTRIC CO","COM","369604103","22,723","0.2%","2,012,662","",""
"AMAT","APPLIED MATLS INC","COM","038222105","21,990","0.2%","568,949","",""
"TEL","TE CONNECTIVITY LTD","REG SHS","H84989104","21,379","0.2%","243,134","",""
"CNQ.TO","CANADIAN NAT RES LTD","COM","136385101","21,078","0.2%","645,635","",""
"MU","MICRON TECHNOLOGY INC","COM","595112103","20,537","0.2%","454,046","",""
"LYB","LYONDELLBASELL INDUSTRIES N","SHS - A -","N53745100","20,375","0.2%","198,761","",""
"CM.TO","CDN IMPERIAL BK COMM TORONTO","COM","136069101","19,398","0.2%","207,167","",""
"TRP","TRANSCANADA CORP","COM","89353D107","18,508","0.2%","457,779","",""
"DISH","DISH NETWORK CORP","CL A","25470M109","18,470","0.2%","516,510","",""
"BKAA.SG","BROOKFIELD ASSET MGMT INC","CL A LTD VT SH","112585104","18,454","0.2%","414,926","",""
"BBBY","BED BATH & BEYOND INC","COM","075896100","18,315","0.2%","1,220,998","",""
"NTR.TO","NUTRIEN LTD","COM","67077M108","17,644","0.2%","305,793","",""
"URBN","URBAN OUTFITTERS INC","COM","917047102","17,423","0.2%","425,989","",""
"PVH","PVH CORP","COM","693656100","17,072","0.2%","118,228","",""
"GPS","GAP INC DEL","COM","364760108","16,911","0.2%","586,184","",""
