"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"VWO","VANGUARD INTL EQUITY INDEX F","FTSE EMR MKT ETF","922042858","3,221,083","30%","78,890,113","",""
"EEM","ISHARES TR","MSCI EMG MKT ETF","464287234","2,339,780","21%","56,530,086","",""
"SPY","SPDR S&P 500 ETF TR","TR UNIT","78462F103","2,320,456","21%","9,596,593","",""
"IEMG","ISHARES INC","CORE MSCI EMKT","46434G103","345,188","3.2%","6,898,234","",""
"EWZ","ISHARES","MSCI BRZ CAP ETF","464286400","213,841","2.0%","6,263,655","",""
"LQD","ISHARES TR","IBOXX INV CP ETF","464287242","176,430","1.6%","1,464,025","",""
"EWY","ISHARES","MSCI STH KOR ETF","464286772","152,071","1.4%","2,242,611","",""
"TIP","ISHARES TR","TIPS BD ETF","464287176","139,903","1.3%","1,233,390","",""
"IVV","ISHARES TR","CORE S&P500 ETF","464287200","100,117","0.9%","411,309","",""
"TLT","ISHARES TR","20 YR TR BD ETF","464287432","92,200","0.8%","736,892","",""
"HYG","ISHARES TR","IBOXX HI YD ETF","464288513","87,310","0.8%","987,784","",""
"EMB","ISHARES TR","JP MOR EM MK ETF","464288281","77,681","0.7%","679,266","",""
"GLD","SPDR GOLD TRUST","GOLD SHS","78463V107","68,129","0.6%","577,264","",""
"VEA","VANGUARD TAX MANAGED INTL FD","FTSE DEV MKT ETF","921943858","57,737","0.5%","1,397,315","",""
"EFA","ISHARES TR","MSCI EAFE ETF","464287465","57,447","0.5%","881,086","",""
"IEFA","ISHARES TR","CORE MSCI EAFE","46432F842","51,049","0.5%","838,376","",""
"SWN","SOUTHWESTERN ENERGY CO","COM","845467109","50,068","0.5%","8,234,921","",""
"ESRX","EXPRESS SCRIPTS HLDG CO","COM","30219G108","39,104","0.4%","612,525","",""
"IAU","ISHARES GOLD TRUST","ISHARES","464285105","36,813","0.3%","3,083,169","",""
"M","MACYS INC","COM","55616P104","35,696","0.3%","1,535,972","",""
"EWT","ISHARES INC","MSCI TAIWAN ETF","46434G772","35,130","0.3%","982,371","",""
"INTC","INTEL CORP","COM","458140100","32,374","0.3%","959,518","",""
"BBBY","BED BATH & BEYOND INC","COM","075896100","31,669","0.3%","1,041,747","",""
"DVN","DEVON ENERGY CORP NEW","COM","25179M103","28,165","0.3%","880,996","",""
"CHK","CHESAPEAKE ENERGY CORP","COM","165167107","26,111","0.2%","5,253,784","",""
"FE","FIRSTENERGY CORP","COM","337932107","24,935","0.2%","855,104","",""
"GME","GAMESTOP CORP NEW","CL A","36467W109","24,583","0.2%","1,137,563","",""
"NFX","NEWFIELD EXPL CO","COM","651290108","23,500","0.2%","825,717","",""
"RL","RALPH LAUREN CORP","CL A","751212101","23,399","0.2%","317,058","",""
"RY.TO","ROYAL BK CDA MONTREAL QUE","COM","780087102","21,167","0.2%","292,688","",""
"GE","GENERAL ELECTRIC CO","COM","369604103","18,564","0.2%","687,318","",""
"","TORONTO DOMINION BK ONT","COM NEW","891160509","18,552","0.2%","369,816","",""
"KSS","KOHLS CORP","COM","500255104","17,768","0.2%","459,476","",""
"ENDP","ENDO INTL PLC","SHS","G30401106","17,195","0.2%","1,539,408","",""
"FCX","FREEPORT-MCMORAN INC","CL B","35671D857","16,824","0.2%","1,400,808","",""
"PG","PROCTER AND GAMBLE CO","COM","742718109","16,486","0.2%","189,167","",""
"TGT","TARGET CORP","COM","87612E106","15,902","0.1%","304,113","",""
"BNS.TO","BANK N S HALIFAX","COM","064149107","15,276","0.1%","254,318","",""
"DISCA","DISCOVERY COMMUNICATNS NEW","COM SER A","25470F104","14,672","0.1%","568,025","",""
"","NOBLE CORP PLC","SHS USD","G65431101","14,636","0.1%","4,043,232","",""
"IBM","INTERNATIONAL BUSINESS MACHS","COM","459200101","13,470","0.1%","87,567","",""
"KR","KROGER CO","COM","501044101","12,463","0.1%","534,450","",""
"SU.TO","SUNCOR ENERGY INC NEW","COM","867224107","12,358","0.1%","423,565","",""
