"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"VWO","VANGUARD INTL EQUITY INDEX F","FTSE EMR MKT ETF","922042858","1,935,889","18%","50,810,727","",""
"SPY","SPDR S&P 500 ETF TR","TR UNIT","78462F103","1,876,071","17%","7,506,685","",""
"IEMG","ISHARES INC","CORE MSCI EMKT","46434G103","678,785","6.2%","14,396,289","",""
"IVV","ISHARES TR","CORE S&P500 ETF","464287200","555,028","5.1%","2,205,905","",""
"GLD","SPDR GOLD TRUST","GOLD SHS","78463V107","473,966","4.3%","3,908,999","",""
"EEM","ISHARES TR","MSCI EMG MKT ETF","464287234","338,217","3.1%","8,658,900","",""
"LQD","ISHARES TR","IBOXX INV CP ETF","464287242","283,041","2.6%","2,508,781","",""
"TLT","ISHARES TR","20 YR TR BD ETF","464287432","237,485","2.2%","1,954,452","",""
"EWY","ISHARES INC","MSCI STH KOR ETF","464286772","194,959","1.8%","3,312,243","",""
"HYG","ISHARES TR","IBOXX HI YD ETF","464288513","193,522","1.8%","2,386,220","",""
"EMB","ISHARES TR","JPMORGAN USD EMG","464288281","182,881","1.7%","1,759,993","",""
"EFA","ISHARES TR","MSCI EAFE ETF","464287465","143,900","1.3%","2,448,104","",""
"VEA","VANGUARD TAX MANAGED INTL FD","FTSE DEV MKT ETF","921943858","143,428","1.3%","3,865,979","",""
"IAU","ISHARES GOLD TRUST","ISHARES","464285105","139,071","1.3%","11,315,785","",""
"IEFA","ISHARES TR","CORE MSCI EAFE","46432F842","131,254","1.2%","2,386,437","",""
"TIP","ISHARES TR","TIPS BD ETF","464287176","114,654","1.0%","1,046,976","",""
"BFH","ALLIANCE DATA SYSTEMS CORP","COM","018581108","74,828","0.7%","498,586","",""
"XEC","CIMAREX ENERGY CO","COM","171798101","68,172","0.6%","1,105,795","",""
"X","UNITED STATES STL CORP NEW","COM","912909108","66,939","0.6%","3,669,907","",""
"IP","INTL PAPER CO","COM","460146103","59,727","0.5%","1,479,844","",""
"LYB","LYONDELLBASELL INDUSTRIES N","SHS - A -","N53745100","58,633","0.5%","705,062","",""
"URI","UNITED RENTALS INC","COM","911363109","57,084","0.5%","556,753","",""
"CELG","CELGENE CORP","COM","151020104","56,280","0.5%","878,145","",""
"T","AT&T INC","COM","00206R102","55,200","0.5%","1,934,136","",""
"PVH","PVH CORP","COM","693656100","48,160","0.4%","518,131","",""
"EMN","EASTMAN CHEM CO","COM","277432100","45,661","0.4%","624,555","",""
"HFC","HOLLYFRONTIER CORP","COM","436106108","44,688","0.4%","874,180","",""
"SWN","SOUTHWESTERN ENERGY CO","COM","845467109","44,186","0.4%","12,957,878","",""
"BBBY","BED BATH & BEYOND INC","COM","075896100","42,561","0.4%","3,759,819","",""
"RY.TO","ROYAL BK CDA MONTREAL QUE","COM","780087102","39,984","0.4%","584,435","",""
"DISH","DISH NETWORK CORP","CL A","25470M109","39,550","0.4%","1,583,906","",""
"CVS","CVS HEALTH CORP","COM","126650100","39,142","0.4%","597,410","",""
"EWZ","ISHARES INC","MSCI BRAZIL ETF","464286400","38,660","0.4%","1,012,041","",""
"","TORONTO DOMINION BK ONT","COM NEW","891160509","37,096","0.3%","746,631","",""
"GE","GENERAL ELECTRIC CO","COM","369604103","36,428","0.3%","4,812,124","",""
"NTAP","NETAPP INC","COM","64110D104","35,740","0.3%","598,957","",""
"GS","GOLDMAN SACHS GROUP INC","COM","38141G104","35,625","0.3%","213,259","",""
"AMP","AMERIPRISE FINL INC","COM","03076C106","35,053","0.3%","335,850","",""
"CAH","CARDINAL HEALTH INC","COM","14149Y108","34,879","0.3%","782,043","",""
"CL","COLGATE PALMOLIVE CO","COM","194162103","34,516","0.3%","579,911","",""
"LNC","LINCOLN NATL CORP IND","COM","534187109","34,491","0.3%","672,203","",""
"MU","MICRON TECHNOLOGY INC","COM","595112103","33,655","0.3%","1,060,657","",""
"IVZ","INVESCO LTD","SHS","G491BT108","32,825","0.3%","1,960,843","",""
"COF","CAPITAL ONE FINL CORP","COM","14040H105","32,686","0.3%","432,413","",""
"URBN","URBAN OUTFITTERS INC","COM","917047102","30,482","0.3%","918,127","",""
"PSX","PHILLIPS 66","COM","718546104","29,038","0.3%","337,063","",""
"BMY","BRISTOL MYERS SQUIBB CO","COM","110122108","28,876","0.3%","555,523","",""
"PHM","PULTE GROUP INC","COM","745867101","28,755","0.3%","1,106,397","",""
"SWKS","SKYWORKS SOLUTIONS INC","COM","83088M102","28,595","0.3%","426,662","",""
"ALXN","ALEXION PHARMACEUTICALS INC","COM","015351109","27,055","0.2%","277,885","",""
"TSN","TYSON FOODS INC","CL A","902494103","26,581","0.2%","497,767","",""
"CCL","CARNIVAL CORP","UNIT 99/99/9999","143658300","26,066","0.2%","528,726","",""
"WU","WESTERN UN CO","COM","959802109","26,002","0.2%","1,524,122","",""
"DFS","DISCOVER FINL SVCS","COM","254709108","25,505","0.2%","432,443","",""
"BNS.TO","BANK N S HALIFAX","COM","064149107","25,388","0.2%","509,542","",""
"PRU","PRUDENTIAL FINL INC","COM","744320102","25,358","0.2%","310,951","",""
"INTC","INTEL CORP","COM","458140100","25,185","0.2%","536,648","",""
"TGT","TARGET CORP","COM","87612E106","24,628","0.2%","372,643","",""
"CLF","CLEVELAND CLIFFS INC","COM","185899101","24,092","0.2%","3,132,957","",""
"VIAC","CBS CORP NEW","CL B","124857202","23,903","0.2%","546,735","",""
"VLO","VALERO ENERGY CORP NEW","COM","91913Y100","23,838","0.2%","317,966","",""
"WHR","WHIRLPOOL CORP","COM","963320106","23,750","0.2%","222,235","",""
"DVA","DAVITA INC","COM","23918K108","23,658","0.2%","459,733","",""
"EQT","EQT CORP","COM","26884L109","22,438","0.2%","1,187,835","",""
"CNR.TO","CANADIAN NATL RY CO","COM","136375102","21,874","0.2%","295,475","",""
"FDX","FEDEX CORP","COM","31428X106","21,821","0.2%","135,259","",""
"LRCX","LAM RESEARCH CORP","COM","512807108","21,617","0.2%","158,753","",""
"LH","LABORATORY CORP AMER HLDGS","COM NEW","50540R409","21,358","0.2%","169,023","",""
"LB","L BRANDS INC","COM","501797104","21,175","0.2%","824,882","",""
"SU.TO","SUNCOR ENERGY INC NEW","COM","867224107","20,311","0.2%","727,538","",""
"EL","LAUDER ESTEE COS INC","CL A","518439104","20,126","0.2%","154,694","",""
"CTSH","COGNIZANT TECHNOLOGY SOLUTIO","CL A","192446102","19,473","0.2%","306,763","",""
"EIX","EDISON INTL","COM","281020107","19,304","0.2%","340,033","",""
