"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"VWO","VANGUARD INTL EQUITY INDEX F","FTSE EMR MKT ETF","922042858","4,610,677","43%","112,785,649","",""
"EEM","ISHARES TR","MSCI EMG MKT ETF","464287234","2,462,748","23%","62,159,201","",""
"SPY","SPDR S&P 500 ETF TR","TR UNIT","78462F103","2,154,673","20%","10,467,200","",""
"LQD","ISHARES TR","IBOXX INV CP ETF","464287242","95,961","0.9%","829,255","",""
"AAPL","APPLE INC","COM","037833100","66,663","0.6%","531,497","",""
"IVV","ISHARES TR","CORE S&P500 ETF","464287200","36,264","0.3%","175,000","",""
"KO","COCA COLA CO","COM","191216100","28,751","0.3%","732,874","",""
"MON","MONSANTO CO NEW","COM","61166W101","23,919","0.2%","224,399","",""
"SU.TO","SUNCOR ENERGY INC NEW","COM","867224107","23,402","0.2%","849,800","",""
"LUMN","CENTURYLINK INC","COM","156700106","20,140","0.2%","685,511","",""
"XOM","EXXON MOBIL CORP","COM","30231G102","19,283","0.2%","231,768","",""
"JNJ","JOHNSON & JOHNSON","COM","478160104","19,004","0.2%","194,993","",""
"VALPQ","ENSCO PLC","SHS CLASS A","G3157S106","18,826","0.2%","845,347","",""
"IMO.TO","IMPERIAL OIL LTD","COM NEW","453038408","18,520","0.2%","479,200","",""
"CNQ.TO","CANADIAN NAT RES LTD","COM","136385101","17,617","0.2%","648,400","",""
"CMG","CHIPOTLE MEXICAN GRILL INC","COM","169656105","17,363","0.2%","28,699","",""
"NEM","NEWMONT MINING CORP","COM","651639106","16,247","0.2%","695,489","",""
"ABX.TO","BARRICK GOLD CORP","COM","067901108","16,001","0.1%","1,501,000","",""
"GG","GOLDCORP INC NEW","COM","380956409","15,380","0.1%","949,361","",""
"ETR","ENTERGY CORP NEW","COM","29364G103","15,232","0.1%","216,052","",""
"IBM","INTERNATIONAL BUSINESS MACHS","COM","459200101","14,647","0.1%","90,044","",""
"OXY","OCCIDENTAL PETE CORP DEL","COM","674599105","14,574","0.1%","187,400","",""
"PBR","PETROLEO BRASILEIRO SA PETRO","SPONSORED ADR","71654V408","14,131","0.1%","1,561,400","",""
"BP","BP PLC","SPONSORED ADR","055622104","14,130","0.1%","353,600","",""
"MU","MICRON TECHNOLOGY INC","COM","595112103","13,621","0.1%","722,974","",""
"QCOM","QUALCOMM INC","COM","747525103","13,576","0.1%","216,765","",""
"VZ","VERIZON COMMUNICATIONS INC","COM","92343V104","13,548","0.1%","290,665","",""
"COP","CONOCOPHILLIPS","COM","20825C104","13,375","0.1%","217,800","",""
"RIO","RIO TINTO PLC","SPONSORED ADR","767204100","13,080","0.1%","317,400","",""
"DUK","DUKE ENERGY CORP NEW","COM NEW","26441C204","13,007","0.1%","184,176","",""
"FOSL","FOSSIL GROUP INC","COM","34988V106","12,723","0.1%","183,440","",""
"CVX","CHEVRON CORP NEW","COM","166764100","12,686","0.1%","131,500","",""
"FL","FOOT LOCKER INC","COM","344849104","12,686","0.1%","189,313","",""
"","NOBLE CORP PLC","SHS USD","G65431101","12,531","0.1%","814,202","",""
"EOG","EOG RES INC","COM","26875P101","12,467","0.1%","142,400","",""
"UNH","UNITEDHEALTH GROUP INC","COM","91324P102","12,199","0.1%","99,992","",""
"WFM","WHOLE FOODS MKT INC","COM","966837106","12,100","0.1%","306,807","",""
"CSCO","CISCO SYS INC","COM","17275R102","12,024","0.1%","437,880","",""
"BHP","BHP BILLITON LTD","SPONSORED ADR","088606108","12,006","0.1%","294,911","",""
"ENB.TO","ENBRIDGE INC","COM","29250N105","11,853","0.1%","253,300","",""
"GOOGL","GOOGLE INC","CL A","38259P508","11,443","0.1%","21,190","",""
"VAR","VARIAN MED SYS INC","COM","92220P105","10,935","0.1%","129,674","",""
"SYY","SYSCO CORP","COM","871829107","10,673","0.1%","295,656","",""
"LVLT","LEVEL 3 COMMUNICATIONS INC","COM NEW","52729N308","10,655","0.1%","202,300","",""
"VIAB","VIACOM INC NEW","CL B","92553P201","10,447","0.1%","161,624","",""
"APC","ANADARKO PETE CORP","COM","032511107","10,421","0.1%","133,500","",""
"AMAT","APPLIED MATLS INC","COM","038222105","9,851","0.1%","512,551","",""
"GILD","GILEAD SCIENCES INC","COM","375558103","9,568","0.1%","81,721","",""
"","ALCOA INC","COM","013817101","9,311","0.1%","835,039","",""
"CMCSA","COMCAST CORP NEW","CL A","20030N101","9,291","0.1%","154,486","",""
"CAH","CARDINAL HEALTH INC","COM","14149Y108","9,143","0.1%","109,300","",""
"TRP","TRANSCANADA CORP","COM","89353D107","8,912","0.1%","219,200","",""
"X","UNITED STATES STL CORP NEW","COM","912909108","8,562","0.1%","415,245","",""
"IP","INTL PAPER CO","COM","460146103","8,485","0.1%","178,294","",""
"PEG","PUBLIC SVC ENTERPRISE GROUP","COM","744573106","8,421","0.1%","214,394","",""
"VLO","VALERO ENERGY CORP NEW","COM","91913Y100","8,411","0.1%","134,357","",""
"TOL","TOLL BROTHERS INC","COM","889478103","8,396","0.1%","219,845","",""
"AEM","AGNICO EAGLE MINES LTD","COM","008474108","8,301","0.1%","292,591","",""
"WPM","SILVER WHEATON CORP","COM","828336107","8,279","0.1%","477,472","",""
"WMT","WAL-MART STORES INC","COM","931142103","8,235","0.1%","116,104","",""
