"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"VWO","VANGUARD INTL EQUITY INDEX F","FTSE EMR MKT ETF","922042858","4,624,970","36%","110,883,949","",""
"SPY","SPDR S&P 500 ETF TR","TR UNIT","78462F103","3,402,831","27%","17,271,500","",""
"EEM","ISHARES TR","MSCI EMG MKT ETF","464287234","3,327,331","26%","80,060,894","",""
"AAPL","APPLE INC","COM","037833100","53,992","0.4%","535,897","",""
"LQD","ISHARES TR","IBOXX INV CP ETF","464287242","50,215","0.4%","424,755","",""
"IVV","ISHARES TR","CORE S&P500 ETF","464287200","34,696","0.3%","175,000","",""
"IBM","INTERNATIONAL BUSINESS MACHS","COM","459200101","32,506","0.3%","171,240","",""
"GILD","GILEAD SCIENCES INC","COM","375558103","25,710","0.2%","241,521","",""
"INTC","INTEL CORP","COM","458140100","24,235","0.2%","696,003","",""
"JNPR","JUNIPER NETWORKS INC","COM","48203R104","22,456","0.2%","1,013,798","",""
"RTX","UNITED TECHNOLOGIES CORP","COM","913017109","22,119","0.2%","209,460","",""
"ADI","ANALOG DEVICES INC","COM","032654105","20,321","0.2%","410,609","",""
"CA","CA INC","COM","12673P105","19,787","0.2%","708,197","",""
"AXP","AMERICAN EXPRESS CO","COM","025816109","19,620","0.2%","224,123","",""
"FOSL","FOSSIL GROUP INC","COM","34988V106","18,958","0.1%","201,898","",""
"GG","GOLDCORP INC NEW","COM","380956409","16,912","0.1%","734,361","",""
"ABX.TO","BARRICK GOLD CORP","COM","067901108","16,252","0.1%","1,108,600","",""
"QCOM","QUALCOMM INC","COM","747525103","15,108","0.1%","202,065","",""
"MU","MICRON TECHNOLOGY INC","COM","595112103","14,762","0.1%","430,874","",""
"UPS","UNITED PARCEL SERVICE INC","CL B","911312106","14,681","0.1%","149,364","",""
"KO","COCA COLA CO","COM","191216100","14,653","0.1%","343,474","",""
"SU.TO","SUNCOR ENERGY INC NEW","COM","867224107","14,014","0.1%","386,400","",""
"VZ","VERIZON COMMUNICATIONS INC","COM","92343V104","13,166","0.1%","263,365","",""
"DVN","DEVON ENERGY CORP NEW","COM","25179M103","12,616","0.1%","185,039","",""
"COP","CONOCOPHILLIPS","COM","20825C104","12,557","0.1%","164,100","",""
"OXY","OCCIDENTAL PETE CORP DEL","COM","674599105","12,480","0.1%","129,800","",""
"XOM","EXXON MOBIL CORP","COM","30231G102","12,358","0.1%","131,400","",""
"BP","BP PLC","SPONSORED ADR","055622104","12,275","0.1%","279,300","",""
"CVX","CHEVRON CORP NEW","COM","166764100","12,266","0.1%","102,800","",""
"PHM","PULTE GROUP INC","COM","745867101","12,247","0.1%","693,514","",""
"KMB","KIMBERLY CLARK CORP","COM","494368103","12,069","0.1%","112,198","",""
"RIO","RIO TINTO PLC","SPONSORED ADR","767204100","11,980","0.1%","243,600","",""
"BHP","BHP BILLITON LTD","SPONSORED ADR","088606108","11,771","0.1%","199,911","",""
"GE","GENERAL ELECTRIC CO","COM","369604103","11,724","0.1%","457,600","",""
"TXN","TEXAS INSTRS INC","COM","882508104","11,144","0.1%","233,680","",""
"PBR","PETROLEO BRASILEIRO SA PETRO","SPONSORED ADR","71654V408","11,119","0.1%","783,600","",""
"CNQ.TO","CANADIAN NAT RES LTD","COM","136385101","10,975","0.1%","281,900","",""
"WU","WESTERN UN CO","COM","959802109","10,833","0.1%","675,389","",""
"IMO.TO","IMPERIAL OIL LTD","COM NEW","453038408","10,596","0.1%","223,800","",""
"VALE","VALE S A","ADR","91912E105","10,373","0.1%","942,100","",""
"RAD","RITE AID CORP","COM","767754104","10,280","0.1%","2,124,000","",""
"IPG","INTERPUBLIC GROUP COS INC","COM","460690100","10,163","0.1%","554,747","",""
"EOG","EOG RES INC","COM","26875P101","10,130","0.1%","102,300","",""
"NEM","NEWMONT MINING CORP","COM","651639106","9,940","0.1%","431,226","",""
"APC","ANADARKO PETE CORP","COM","032511107","9,485","0.1%","93,500","",""
"HWP","HEWLETT PACKARD CO","COM","428236103","9,407","0.1%","265,200","",""
"ORCL","ORACLE CORP","COM","68389X105","9,232","0.1%","241,182","",""
"AFL","AFLAC INC","COM","001055102","9,069","0.1%","155,685","",""
"JNJ","JOHNSON & JOHNSON","COM","478160104","8,974","0.1%","84,193","",""
"WFM","WHOLE FOODS MKT INC","COM","966837106","8,861","0.1%","232,521","",""
"VLO","VALERO ENERGY CORP NEW","COM","91913Y100","8,762","0.1%","189,357","",""
"FCX","FREEPORT-MCMORAN INC","CL B","35671D857","8,744","0.1%","267,800","",""
"PFE","PFIZER INC","COM","717081103","8,726","0.1%","295,108","",""
"GLW","CORNING INC","COM","219350105","8,658","0.1%","447,676","",""
"BCR","BARD C R INC","COM","067383109","8,432","0.1%","59,086","",""
"XLNX","XILINX INC","COM","983919101","8,172","0.1%","192,970","",""
"UNH","UNITEDHEALTH GROUP INC","COM","91324P102","8,133","0.1%","94,300","",""
"PCP","PRECISION CASTPARTS CORP","COM","740189105","8,104","0.1%","34,211","",""
"AEM","AGNICO EAGLE MINES LTD","COM","008474108","8,041","0.1%","276,991","",""
"BKNG","PRICELINE GRP INC","COM NEW","741503403","7,994","0.1%","6,900","",""
"BBBY","BED BATH & BEYOND INC","COM","075896100","7,973","0.1%","121,116","",""
"VRSN","VERISIGN INC","COM","92343E102","7,933","0.1%","143,928","",""
"CSCO","CISCO SYS INC","COM","17275R102","7,898","0.1%","313,780","",""
"GME","GAMESTOP CORP NEW","CL A","36467W109","7,873","0.1%","191,100","",""
"DNR","DENBURY RES INC","COM NEW","247916208","7,752","0.1%","515,794","",""
"WPM","SILVER WHEATON CORP","COM","828336107","7,698","0.1%","386,261","",""
"VIAC","CBS CORP NEW","CL B","124857202","7,420","0.1%","138,684","",""
"SWN","SOUTHWESTERN ENERGY CO","COM","845467109","7,353","0.1%","210,396","",""
"YRI.TO","YAMANA GOLD INC","COM","98462Y100","7,230","0.1%","1,205,000","",""
"MNST","MONSTER BEVERAGE CORP","COM","611740101","7,124","0.1%","77,712","",""
"NOV","NATIONAL OILWELL VARCO INC","COM","637071101","7,100","0.1%","93,303","",""
"ROST","ROSS STORES INC","COM","778296103","7,098","0.1%","93,908","",""
"SCCO","SOUTHERN COPPER CORP","COM","84265V105","6,998","0.1%","236,004","",""
"FNV.TO","FRANCO NEVADA CORP","COM","351858105","6,907","0.1%","140,428","",""
"NTAP","NETAPP INC","COM","64110D104","6,846","0.1%","159,347","",""
"CTSH","COGNIZANT TECHNOLOGY SOLUTIO","CL A","192446102","6,845","0.1%","152,900","",""
"NVDA","NVIDIA CORP","COM","67066G104","6,830","0.1%","370,181","",""
"TJX","TJX COS INC NEW","COM","872540109","6,718","0.1%","113,539","",""
"APA","APACHE CORP","COM","037411105","6,702","0.1%","71,400","",""
"","COCA COLA ENTERPRISES INC NE","COM","19122T109","6,587","0.1%","148,492","",""
"AMAT","APPLIED MATLS INC","COM","038222105","6,550","0.1%","303,099","",""
"MMM","3M CO","COM","88579Y101","6,444","0.1%","45,486","",""
"BFH","ALLIANCE DATA SYSTEMS CORP","COM","018581108","6,354","0.0%","25,594","",""
"MET","METLIFE INC","COM","59156R108","6,058","0.0%","112,764","",""
"BRCM","BROADCOM CORP","CL A","111320107","5,960","0.0%","147,464","",""
"VIAB","VIACOM INC NEW","CL B","92553P201","5,938","0.0%","77,180","",""
"VALPQ","ENSCO PLC","SHS CLASS A","G3157S106","5,932","0.0%","143,600","",""
"","RANDGOLD RES LTD","ADR","752344309","5,718","0.0%","84,600","",""
"LUV","SOUTHWEST AIRLS CO","COM","844741108","5,661","0.0%","167,631","",""
"HES","HESS CORP","COM","42809H107","5,650","0.0%","59,900","",""
"LH","LABORATORY CORP AMER HLDGS","COM NEW","50540R409","5,549","0.0%","54,536","",""
"PTR","PETROCHINA CO LTD","SPONSORED ADR","71646E100","5,526","0.0%","42,997","",""
"EBAY","EBAY INC","COM","278642103","5,468","0.0%","96,550","",""
"CVE.TO","CENOVUS ENERGY INC","COM","15135U109","5,406","0.0%","200,500","",""
