"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"SPY","SPDR S&P 500 ETF TR","TR UNIT","78462F103","1,555,875","26%","5,045,646","",""
"GLD","SPDR GOLD TR","GOLD SHS","78463V107","914,266","15%","5,462,542","",""
"IVV","ISHARES TR","CORE S&P500 ETF","464287200","516,071","8.7%","1,666,413","",""
"VWO","VANGUARD INTL EQUITY INDEX F","FTSE EMR MKT ETF","922042858","444,923","7.5%","11,232,586","",""
"IAU","ISHARES GOLD TRUST","ISHARES","464285105","268,393","4.5%","15,797,124","",""
"BABA","ALIBABA GROUP HLDG LTD","SPONSORED ADS","01609W102","205,044","3.4%","950,598","",""
"FXI","ISHARES TR","CHINA LG-CAP ETF","464287184","189,645","3.2%","4,776,948","",""
"MCHI","ISHARES TR","MSCI CHINA ETF","46429B671","150,410","2.5%","2,298,095","",""
"VEA","VANGUARD TAX-MANAGED FDS","FTSE DEV MKT ETF","921943858","144,100","2.4%","3,714,871","",""
"EFA","ISHARES TR","MSCI EAFE ETF","464287465","142,531","2.4%","2,341,557","",""
"LQD","ISHARES TR","IBOXX INV CP ETF","464287242","137,204","2.3%","1,020,101","",""
"IEFA","ISHARES TR","CORE MSCI EAFE","46432F842","130,229","2.2%","2,278,319","",""
"IEMG","ISHARES INC","CORE MSCI EMKT","46434G103","85,038","1.4%","1,786,519","",""
"JD","JD.COM INC","SPON ADR CL A","47215P106","83,390","1.4%","1,385,679","",""
"NTES","NETEASE INC","SPONSORED ADS","64110W102","66,101","1.1%","153,945","",""
"0A2S.IL","PINDUODUO INC","SPONSORED ADS","722304102","64,137","1.1%","747,166","",""
"EWT","ISHARES INC","MSCI TAIWAN ETF","46434G772","59,266","1.0%","1,473,547","",""
"EEM","ISHARES TR","MSCI EMG MKT ETF","464287234","52,370","0.9%","1,309,570","",""
"BIDU","BAIDU INC","SPON ADR REP A","056752108","39,968","0.7%","333,373","",""
"0A2X.IL","TAL EDUCATION GROUP","SPONSORED ADS","874080104","30,543","0.5%","446,669","",""
"EDU","NEW ORIENTAL ED & TECHNOLOGY","SPON ADR","647581107","25,207","0.4%","193,554","",""
"ZTO","ZTO EXPRESS CAYMAN INC","SPONSORED ADS A","98980A105","22,223","0.4%","605,354","",""
"YUMC","YUM CHINA HLDGS INC","COM","98850P109","21,100","0.4%","438,942","",""
"TCOM","TRIP COM GROUP LTD","ADS","89677Q107","17,331","0.3%","668,627","",""
"EWY","ISHARES INC","MSCI STH KOR ETF","464286772","16,699","0.3%","292,292","",""
"LOW","LOWES COS INC","COM","548661107","13,869","0.2%","102,645","",""
"EWZ","ISHARES INC","MSCI BRAZIL ETF","464286400","13,167","0.2%","457,822","",""
"0LQ0.IL","VIPSHOP HOLDINGS LIMITED","SPONSORED ADS A","92763W103","13,136","0.2%","659,769","",""
"GDS","GDS HLDGS LTD","SPONSORED ADS","36165L108","13,067","0.2%","164,031","",""
"SHW","SHERWIN WILLIAMS CO","COM","824348106","12,478","0.2%","21,594","",""
"0A2I.IL","HUAZHU GROUP LTD","SPONSORED ADS","44332N106","11,663","0.2%","332,760","",""
"ATHM","AUTOHOME INC","SP ADR RP CL A","05278C107","10,985","0.2%","145,498","",""
"TSLA","TESLA INC","COM","88160R101","9,767","0.2%","9,045","",""
"LULU","LULULEMON ATHLETICA INC","COM","550021109","9,369","0.2%","30,027","",""
"0A2Z.IL","TENCENT MUSIC ENTMT GROUP","SPON ADS","88034P109","9,318","0.2%","692,262","",""
"HD","HOME DEPOT INC","COM","437076102","8,819","0.1%","35,203","",""
"WDAY","WORKDAY INC","CL A","98138H101","8,492","0.1%","45,327","",""
"0XWG.IL","IQIYI INC","SPONSORED ADS","46267X108","8,084","0.1%","348,587","",""
"WUBA","58 COM INC","SPON ADR REP A","31680Q104","6,815","0.1%","126,344","",""
"","NIO INC","SPON ADS","62914V106","6,609","0.1%","856,026","",""
"SNAP","SNAP INC","CL A","83304A106","6,522","0.1%","277,668","",""
"","JOYY INC","ADS REPSTG COM A","46591M109","6,505","0.1%","73,457","",""
"UPS","UNITED PARCEL SERVICE INC","CL B","911312106","6,211","0.1%","55,861","",""
"SPLK","SPLUNK INC","COM","848637104","6,088","0.1%","30,637","",""
"INDA","ISHARES TR","MSCI INDIA ETF","46429B598","6,054","0.1%","208,622","",""
"NSC","NORFOLK SOUTHERN CORP","COM","655844108","5,817","0.1%","33,133","",""
"PPG","PPG INDS INC","COM","693506107","5,771","0.1%","54,416","",""
"JCI","JOHNSON CTLS INTL PLC","SHS","G51502105","5,744","0.1%","168,249","",""
"VFC","V F CORP","COM","918204108","5,463","0.1%","89,647","",""
"ZLAB","ZAI LAB LTD","ADR","98887Q104","5,243","0.1%","63,837","",""
"CSX","CSX CORP","COM","126408103","5,189","0.1%","74,404","",""
"ECL","ECOLAB INC","COM","278865100","4,996","0.1%","25,114","",""
"TT","TRANE TECHNOLOGIES PLC","SHS","G8994E103","4,911","0.1%","55,188","",""
"FAST","FASTENAL CO","COM","311900104","4,733","0.1%","110,485","",""
"DHI","D R HORTON INC","COM","23331A109","4,651","0.1%","83,877","",""
"ODFL","OLD DOMINION FREIGHT LINE IN","COM","679580100","4,619","0.1%","27,237","",""
"APTV","APTIV PLC","SHS","G6095L109","4,580","0.1%","58,784","",""
"LEN","LENNAR CORP","CL A","526057104","4,436","0.1%","71,991","",""
"WB","WEIBO CORP","SPONSORED ADR","948596101","4,306","0.1%","128,160","",""
"RNG","RINGCENTRAL INC","CL A","76680R206","3,883","0.1%","13,625","",""
"DD","DUPONT DE NEMOURS INC","COM","26614N102","3,841","0.1%","72,285","",""
"LMT","LOCKHEED MARTIN CORP","COM","539830109","3,708","0.1%","10,162","",""
"MOMO","MOMO INC","ADR","60879B107","3,445","0.1%","197,093","",""
"KMX","CARMAX INC","COM","143130102","3,370","0.1%","37,630","",""
"WY","WEYERHAEUSER CO MTN BE","COM NEW","962166104","3,234","0.1%","143,998","",""
"PM","PHILIP MORRIS INTL INC","COM","718172109","3,205","0.1%","45,752","",""
"FTV","FORTIVE CORP","COM","34959J108","3,152","0.1%","46,584","",""
"ANET","ARISTA NETWORKS INC","COM","040413106","3,067","0.1%","14,602","",""
"FIS","FIDELITY NATL INFORMATION SV","COM","31620M106","3,040","0.1%","22,673","",""
"MAS","MASCO CORP","COM","574599106","3,040","0.1%","60,545","",""
"IFF","INTERNATIONAL FLAVORS&FRAGRA","COM","459506101","3,018","0.1%","24,647","",""
"VMC","VULCAN MATLS CO","COM","929160109","2,959","0.0%","25,542","",""
"JBHT","HUNT J B TRANS SVCS INC","COM","445658107","2,927","0.0%","24,326","",""
"PAYC","PAYCOM SOFTWARE INC","COM","70432V102","2,916","0.0%","9,416","",""
"GPC","GENUINE PARTS CO","COM","372460105","2,896","0.0%","33,304","",""
"ROP","ROPER TECHNOLOGIES INC","COM","776696106","2,827","0.0%","7,282","",""
"AAP","ADVANCE AUTO PARTS INC","COM","00751Y106","2,806","0.0%","19,698","",""
"NVR","NVR INC","COM","62944T105","2,773","0.0%","851","",""
"IP","INTL PAPER CO","COM","460146103","2,669","0.0%","75,807","",""
"MO","ALTRIA GROUP INC","COM","02209S103","2,655","0.0%","67,649","",""
"SINA","SINA CORP","ORD","G81477104","2,542","0.0%","70,788","",""
