"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"SPY","SPDR S&P 500 ETF TR","TR UNIT","78462F103","2,274,136","23%","8,382,986","",""
"VWO","VANGUARD INTL EQUITY INDEX F","FTSE EMR MKT ETF","922042858","2,106,076","21%","49,907,024","",""
"IEMG","ISHARES INC","CORE MSCI EMKT","46434G103","553,638","5.5%","10,543,478","",""
"GLD","SPDR GOLD TRUST","GOLD SHS","78463V107","463,803","4.6%","3,908,999","",""
"EEM","ISHARES TR","MSCI EMG MKT ETF","464287234","321,877","3.2%","7,428,501","",""
"EWZ","ISHARES INC","MSCI BRAZIL ETF","464286400","293,605","2.9%","9,160,838","",""
"LQD","ISHARES TR","IBOXX INV CP ETF","464287242","286,669","2.9%","2,502,134","",""
"TLT","ISHARES TR","20 YR TR BD ETF","464287432","240,257","2.4%","1,973,849","",""
"IVV","ISHARES TR","CORE S&P500 ETF","464287200","219,803","2.2%","804,993","",""
"HYG","ISHARES TR","IBOXX HI YD ETF","464288513","214,245","2.1%","2,518,163","",""
"EMB","ISHARES TR","JPMORGAN USD EMG","464288281","188,131","1.9%","1,762,022","",""
"VEA","VANGUARD TAX MANAGED INTL FD","FTSE DEV MKT ETF","921943858","165,850","1.7%","3,865,979","",""
"EFA","ISHARES TR","MSCI EAFE ETF","464287465","163,950","1.6%","2,448,104","",""
"IEFA","ISHARES TR","CORE MSCI EAFE","46432F842","151,229","1.5%","2,386,437","",""
"IAU","ISHARES GOLD TRUST","ISHARES","464285105","136,016","1.4%","11,315,785","",""
"TIP","ISHARES TR","TIPS BD ETF","464287176","126,435","1.3%","1,120,184","",""
"RY.TO","ROYAL BK CDA MONTREAL QUE","COM","780087102","45,036","0.4%","598,476","",""
"CVS","CVS HEALTH CORP","COM","126650100","44,966","0.4%","698,767","",""
"","TORONTO DOMINION BK ONT","COM NEW","891160509","44,290","0.4%","765,681","",""
"CELG","CELGENE CORP","COM","151020104","43,393","0.4%","546,369","",""
"T","AT&T INC","COM","00206R102","40,794","0.4%","1,270,443","",""
"WBA","WALGREENS BOOTS ALLIANCE INC","COM","931427108","39,469","0.4%","657,649","",""
"TOL","TOLL BROTHERS INC","COM","889478103","37,991","0.4%","1,027,048","",""
"CAH","CARDINAL HEALTH INC","COM","14149Y108","36,764","0.4%","752,906","",""
"EWT","ISHARES INC","MSCI TAIWAN ETF","46434G772","35,299","0.4%","980,530","",""
"ORCL","ORACLE CORP","COM","68389X105","34,746","0.3%","788,597","",""
"PCG","PG&E CORP","COM","69331C108","33,012","0.3%","775,654","",""
"CMI","CUMMINS INC","COM","231021106","31,290","0.3%","235,261","",""
"SU.TO","SUNCOR ENERGY INC NEW","COM","867224107","29,829","0.3%","733,430","",""
"BNS.TO","BANK N S HALIFAX","COM","064149107","29,470","0.3%","520,767","",""
"CAT","CATERPILLAR INC DEL","COM","149123101","28,966","0.3%","213,507","",""
"GME","GAMESTOP CORP NEW","CL A","36467W109","28,184","0.3%","1,934,374","",""
"CVX","CHEVRON CORP NEW","COM","166764100","26,109","0.3%","206,513","",""
"AMAT","APPLIED MATLS INC","COM","038222105","25,484","0.3%","551,724","",""
"MCD","MCDONALDS CORP","COM","580135101","25,436","0.3%","162,333","",""
"CNR.TO","CANADIAN NATL RY CO","COM","136375102","24,661","0.2%","301,682","",""
"TEL","TE CONNECTIVITY LTD","REG SHS","H84989104","23,677","0.2%","262,904","",""
"KMB","KIMBERLY CLARK CORP","COM","494368103","21,962","0.2%","208,490","",""
"BFH","ALLIANCE DATA SYSTEMS CORP","COM","018581108","21,424","0.2%","91,869","",""
"BMO.TO","BANK MONTREAL QUE","COM","063671101","20,438","0.2%","264,561","",""
"XEC","CIMAREX ENERGY CO","COM","171798101","20,386","0.2%","200,375","",""
"NFX","NEWFIELD EXPL CO","COM","651290108","20,358","0.2%","672,996","",""
"CNQ.TO","CANADIAN NAT RES LTD","COM","136385101","20,297","0.2%","562,696","",""
"LLY","LILLY ELI & CO","COM","532457108","19,329","0.2%","226,525","",""
"SWN","SOUTHWESTERN ENERGY CO","COM","845467109","19,293","0.2%","3,640,204","",""
"IVZ","INVESCO LTD","SHS","G491BT108","19,165","0.2%","721,566","",""
"MU","MICRON TECHNOLOGY INC","COM","595112103","18,879","0.2%","360,008","",""
"DISH","DISH NETWORK CORP","CL A","25470M109","17,999","0.2%","535,515","",""
"X","UNITED STATES STL CORP NEW","COM","912909108","17,611","0.2%","506,785","",""
"CLF","CLEVELAND CLIFFS INC","COM","185899101","17,193","0.2%","2,039,477","",""
"TRP","TRANSCANADA CORP","COM","89353D107","17,050","0.2%","394,302","",""
"BABA","ALIBABA GROUP HLDG LTD","SPONSORED ADS","01609W102","15,701","0.2%","84,629","",""
"CM.TO","CDN IMPERIAL BK COMM TORONTO","COM","136069101","15,312","0.2%","176,130","",""
"BMY","BRISTOL MYERS SQUIBB CO","COM","110122108","15,143","0.2%","273,634","",""
"BBBY","BED BATH & BEYOND INC","COM","075896100","14,864","0.1%","746,019","",""
"BKAA.SG","BROOKFIELD ASSET MGMT INC","CL A LTD VT SH","112585104","14,572","0.1%","359,425","",""
"WMT","WALMART INC","COM","931142103","14,408","0.1%","168,219","",""
"NTR.TO","NUTRIEN LTD","COM","67077M108","14,288","0.1%","262,788","",""
"IBM","INTERNATIONAL BUSINESS MACHS","COM","459200101","14,251","0.1%","102,009","",""
"PFE","PFIZER INC","COM","717081103","14,015","0.1%","386,306","",""
"MFC.TO","MANULIFE FINL CORP","COM","56501R106","13,915","0.1%","774,960","",""
"BCE.TO","BCE INC","COM NEW","05534B760","13,572","0.1%","335,333","",""
"JNJ","JOHNSON & JOHNSON","COM","478160104","13,341","0.1%","109,950","",""
"URI","UNITED RENTALS INC","COM","911363109","12,645","0.1%","85,662","",""
"LMT","LOCKHEED MARTIN CORP","COM","539830109","12,371","0.1%","41,875","",""
"AKAM","AKAMAI TECHNOLOGIES INC","COM","00971T101","12,160","0.1%","166,054","",""
"PHM","PULTE GROUP INC","COM","745867101","11,767","0.1%","409,300","",""
"MRK","MERCK & CO INC","COM","58933Y105","11,478","0.1%","189,089","",""
"DISCA","DISCOVERY INC","COM SER A","25470F104","11,238","0.1%","408,655","",""
"PRU","PRUDENTIAL FINL INC","COM","744320102","11,144","0.1%","119,177","",""
