"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"VWO","VANGUARD INTL EQUITY INDEX F","FTSE EMR MKT ETF","922042858","3,166,063","26%","68,962,380","",""
"SPY","SPDR S&P 500 ETF TR","TR UNIT","78462F103","2,526,150","21%","9,466,201","",""
"EEM","ISHARES TR","MSCI EMG MKT ETF","464287234","1,536,853","13%","32,615,729","",""
"IEMG","ISHARES INC","CORE MSCI EMKT","46434G103","884,971","7.2%","15,553,096","",""
"GLD","SPDR GOLD TRUST","GOLD SHS","78463V107","483,348","4.0%","3,908,999","",""
"EWZ","ISHARES INC","MSCI BRAZIL ETF","464286400","312,592","2.6%","7,727,872","",""
"LQD","ISHARES TR","IBOXX INV CP ETF","464287242","300,773","2.5%","2,474,272","",""
"TLT","ISHARES TR","20 YR TR BD ETF","464287432","268,217","2.2%","2,114,274","",""
"TIP","ISHARES TR","TIPS BD ETF","464287176","221,336","1.8%","1,940,184","",""
"HYG","ISHARES TR","IBOXX HI YD ETF","464288513","220,601","1.8%","2,528,084","",""
"IVV","ISHARES TR","CORE S&P500 ETF","464287200","218,111","1.8%","811,273","",""
"EMB","ISHARES TR","JPMORGAN USD EMG","464288281","206,658","1.7%","1,779,997","",""
"VEA","VANGUARD TAX MANAGED INTL FD","FTSE DEV MKT ETF","921943858","173,445","1.4%","3,866,359","",""
"EFA","ISHARES TR","MSCI EAFE ETF","464287465","172,143","1.4%","2,448,346","",""
"IEFA","ISHARES TR","CORE MSCI EAFE","46432F842","157,737","1.3%","2,386,694","",""
"IAU","ISHARES GOLD TRUST","ISHARES","464285105","141,560","1.2%","11,315,785","",""
"PCG","PG&E CORP","COM","69331C108","37,950","0.3%","846,531","",""
"EWT","ISHARES INC","MSCI TAIWAN ETF","46434G772","35,504","0.3%","980,509","",""
"EWY","ISHARES INC","MSCI STH KOR ETF","464286772","33,469","0.3%","446,669","",""
"CVS","CVS HEALTH CORP","COM","126650100","30,500","0.2%","420,695","",""
"CELG","CELGENE CORP","COM","151020104","30,345","0.2%","290,776","",""
"CAH","CARDINAL HEALTH INC","COM","14149Y108","29,146","0.2%","475,692","",""
