"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"VWO","VANGUARD INTL EQUITY INDEX F","FTSE EMR MKT ETF","922042858","4,650,845","37%","116,213,008","",""
"SPY","SPDR S&P 500 ETF TR","TR UNIT","78462F103","3,156,930","25%","15,359,200","",""
"EEM","ISHARES TR","MSCI EMG MKT ETF","464287234","3,085,703","25%","78,536,594","",""
"LQD","ISHARES TR","IBOXX INV CP ETF","464287242","50,720","0.4%","424,755","",""
"GILD","GILEAD SCIENCES INC","COM","375558103","50,648","0.4%","537,321","",""
"IVV","ISHARES TR","CORE S&P500 ETF","464287200","36,202","0.3%","175,000","",""
"AAPL","APPLE INC","COM","037833100","28,643","0.2%","259,497","",""
"MSFT","MICROSOFT CORP","COM","594918104","27,919","0.2%","601,045","",""
"INTC","INTEL CORP","COM","458140100","25,737","0.2%","709,203","",""
"IBM","INTERNATIONAL BUSINESS MACHS","COM","459200101","23,608","0.2%","147,144","",""
"EMN","EASTMAN CHEM CO","COM","277432100","22,893","0.2%","301,786","",""
"POT","POTASH CORP SASK INC","COM","73755L107","21,332","0.2%","601,600","",""
"DVN","DEVON ENERGY CORP NEW","COM","25179M103","20,061","0.2%","327,739","",""
"GG","GOLDCORP INC NEW","COM","380956409","19,442","0.2%","1,049,761","",""
"RAD","RITE AID CORP","COM","767754104","18,704","0.1%","2,487,194","",""
"ABX.TO","BARRICK GOLD CORP","COM","067901108","17,906","0.1%","1,665,700","",""
"VALPQ","ENSCO PLC","SHS CLASS A","G3157S106","16,366","0.1%","546,451","",""
"VMW","VMWARE INC","CL A COM","928563402","16,102","0.1%","195,123","",""
"PCP","PRECISION CASTPARTS CORP","COM","740189105","15,708","0.1%","65,211","",""
"SWN","SOUTHWESTERN ENERGY CO","COM","845467109","15,403","0.1%","564,401","",""
"X","UNITED STATES STL CORP NEW","COM","912909108","15,241","0.1%","569,965","",""
"XLNX","XILINX INC","COM","983919101","14,743","0.1%","340,570","",""
"QCOM","QUALCOMM INC","COM","747525103","14,373","0.1%","193,365","",""
"","AMERICAN CAPITAL AGENCY CORP","COM","02503X105","14,341","0.1%","656,954","",""
"","CITRIX SYS INC","COM","177376100","14,268","0.1%","223,636","",""
"COP","CONOCOPHILLIPS","COM","20825C104","13,840","0.1%","200,400","",""
"RIO","RIO TINTO PLC","SPONSORED ADR","767204100","13,795","0.1%","299,500","",""
"CVX","CHEVRON CORP NEW","COM","166764100","13,708","0.1%","122,200","",""
"OXY","OCCIDENTAL PETE CORP DEL","COM","674599105","13,551","0.1%","168,100","",""
"XOM","EXXON MOBIL CORP","COM","30231G102","13,322","0.1%","144,100","",""
