"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"PG","PROCTER AND GAMBLE CO","COM","742718109","970,175","4.1%","6,747,168","",""
"JNJ","JOHNSON JOHNSON","COM","478160104","769,086","3.3%","4,332,633","",""
"IEMG","ISHARES INC","CORE MSCI EMKT","46434G103","751,031","3.2%","15,308,412","",""
"SPY","SPDR SP 500 ETF TR","TR UNIT","78462F103","695,371","2.9%","1,843,262","",""
"KO","COCA COLA CO","COM","191216100","680,734","2.9%","10,820,759","",""
"IVV","ISHARES TR","CORE SP500 ETF","464287200","643,721","2.7%","1,697,801","",""
"VWO","VANGUARD INTL EQUITY INDEX F","FTSE EMR MKT ETF","922042858","642,753","2.7%","15,432,241","",""
"PEP","PEPSICO INC","COM","713448108","634,801","2.7%","3,808,959","",""
"COST","COSTCO WHSL CORP NEW","COM","22160K105","580,455","2.5%","1,211,098","",""
"WMT","WALMART INC","COM","931142103","571,146","2.4%","4,697,701","",""
"MCD","MCDONALDS CORP","COM","580135101","511,433","2.2%","2,071,584","",""
"ABT","ABBOTT LABS","COM","002824100","304,211","1.3%","2,799,913","",""
"0A2S.IL","PINDUODUO INC","SPONSORED ADS","722304102","297,544","1.3%","4,814,632","",""
"CVS","CVS HEALTH CORP","COM","126650100","291,530","1.2%","3,146,236","",""
"SBUX","STARBUCKS CORP","COM","855244109","247,711","1.0%","3,242,719","",""
"MDT","MEDTRONIC PLC","SHS","G5960L103","224,847","1.0%","2,505,256","",""
"TGT","TARGET CORP","COM","87612E106","220,347","0.9%","1,560,200","",""
"GLD","SPDR GOLD TR","GOLD SHS","78463V107","220,085","0.9%","1,306,455","",""
"CL","COLGATE PALMOLIVE CO","COM","194162103","183,536","0.8%","2,290,197","",""
"BIDU","BAIDU INC","SPON ADR REP A","056752108","170,124","0.7%","1,143,844","",""
"XOM","EXXON MOBIL CORP","COM","30231G102","163,481","0.7%","1,908,930","",""
"PFE","PFIZER INC","COM","717081103","158,217","0.7%","3,017,675","",""
"BRK-B","BERKSHIRE HATHAWAY INC DEL","CL B NEW","084670702","156,102","0.7%","571,762","",""
"EL","LAUDER ESTEE COS INC","CL A","518439104","156,001","0.7%","612,560","",""
"DG","DOLLAR GEN CORP NEW","COM","256677105","154,860","0.7%","630,950","",""
"MA","MASTERCARD INCORPORATED","CL A","57636Q104","153,093","0.6%","485,269","",""
"SYY","SYSCO CORP","COM","871829107","142,375","0.6%","1,680,731","",""
"GIS","GENERAL MLS INC","COM","370334104","134,312","0.6%","1,780,147","",""
"LI","LI AUTO INC","SPONSORED ADS","50202M102","125,194","0.5%","3,267,912","",""
"SYK","STRYKER CORPORATION","COM","863667101","125,135","0.5%","629,041","",""
"MNST","MONSTER BEVERAGE CORP NEW","COM","61174X109","124,574","0.5%","1,343,845","",""
"KMB","KIMBERLYCLARK CORP","COM","494368103","121,895","0.5%","901,921","",""
"ISRG","INTUITIVE SURGICAL INC","COM NEW","46120E602","120,256","0.5%","599,155","",""
"MRK","MERCK CO INC","COM","58933Y105","120,194","0.5%","1,318,347","",""
"","NIO INC","SPON ADS","62914V106","120,027","0.5%","5,526,122","",""
"CMG","CHIPOTLE MEXICAN GRILL INC","COM","169656105","118,521","0.5%","90,664","",""
"MBB","ISHARES TR","MBS ETF","464288588","117,358","0.5%","1,203,800","",""
"LQD","ISHARES TR","IBOXX INV CP ETF","464287242","111,812","0.5%","1,016,200","",""
"BDX","BECTON DICKINSON CO","COM","075887109","110,346","0.5%","447,595","",""
"KHC","KRAFT HEINZ CO","COM","500754106","108,472","0.5%","2,844,046","",""
"GOOGL","ALPHABET INC","CAP STK CL A","02079K305","107,215","0.5%","49,198","",""
"CVX","CHEVRON CORP NEW","COM","166764100","102,974","0.4%","711,243","",""
"DLTR","DOLLAR TREE INC","COM","256746108","99,436","0.4%","638,025","",""
"KR","KROGER CO","COM","501044101","99,253","0.4%","2,097,044","",""
"VEEV","VEEVA SYS INC","CL A COM","922475108","98,542","0.4%","497,587","",""
"COP","CONOCOPHILLIPS","COM","20825C104","97,605","0.4%","1,086,799","",""
"V","VISA INC","COM CL A","92826C839","96,818","0.4%","491,739","",""
"STZ","CONSTELLATION BRANDS INC","CL A","21036P108","96,443","0.4%","413,813","",""
"EW","EDWARDS LIFESCIENCES CORP","COM","28176E108","94,648","0.4%","995,357","",""
"META","META PLATFORMS INC","CL A","30303M102","94,598","0.4%","586,655","",""
"MCK","MCKESSON CORP","COM","58155Q103","92,946","0.4%","284,927","",""
"HSY","HERSHEY CO","COM","427866108","92,068","0.4%","427,903","",""
"PYPL","PAYPAL HLDGS INC","COM","70450Y103","88,510","0.4%","1,267,329","",""
"BSX","BOSTON SCIENTIFIC CORP","COM","101137107","86,263","0.4%","2,314,536","",""
"TSN","TYSON FOODS INC","CL A","902494103","85,511","0.4%","993,617","",""
"HCA","HCA HEALTHCARE INC","COM","40412C101","83,277","0.4%","495,517","",""
"CMCSA","COMCAST CORP NEW","CL A","20030N101","81,559","0.3%","2,078,473","",""
"IAU","ISHARES GOLD TR","ISHARES NEW","464285204","81,298","0.3%","2,369,514","",""
"JPM","JPMORGAN CHASE CO","COM","46625H100","79,626","0.3%","707,092","",""
"BKNG","BOOKING HOLDINGS INC","COM","09857L108","78,869","0.3%","45,094","",""
"YUM","YUM BRANDS INC","COM","988498101","75,475","0.3%","664,917","",""
"YUMC","YUM CHINA HLDGS INC","COM","98850P109","75,029","0.3%","1,546,980","",""
"T","ATT INC","COM","00206R102","71,130","0.3%","3,393,604","",""
"MDLZ","MONDELEZ INTL INC","CL A","609207105","70,654","0.3%","1,137,923","",""
"EWT","ISHARES INC","MSCI TAIWAN ETF","46434G772","70,282","0.3%","1,393,923","",""
"LOW","LOWES COS INC","COM","548661107","70,096","0.3%","401,306","",""
"ABNB","AIRBNB INC","COM CL A","009066101","68,716","0.3%","771,399","",""
"XPEV","XPENG INC","ADS","98422D105","68,535","0.3%","2,159,278","",""
"IBKR","INTERACTIVE BROKERS GROUP IN","COM CL A","45841N107","68,142","0.3%","1,238,721","",""
"TCOM","TRIP COM GROUP LTD","ADS","89677Q107","67,122","0.3%","2,445,243","",""
"LLY","LILLY ELI CO","COM","532457108","66,410","0.3%","204,825","",""
"CSCO","CISCO SYS INC","COM","17275R102","65,251","0.3%","1,530,281","",""
"CHD","CHURCH DWIGHT CO INC","COM","171340102","65,070","0.3%","702,249","",""
"CME","CME GROUP INC","COM","12572Q105","65,067","0.3%","317,865","",""
"TMUS","TMOBILE US INC","COM","872590104","64,776","0.3%","481,462","",""
