"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"CCEP.AS","COCA COLA EUROPEAN PARTNERS","SHS","G25839104","29,758","0.3%","570,518","",""
"HRL","HORMEL FOODS CORP","COM","440452100","29,704","0.3%","621,682","",""
"K","KELLOGG CO","COM","487836108","29,664","0.3%","468,628","",""
"BAX","BAXTER INTL INC","COM","071813109","29,552","0.3%","350,395","",""
"EDU","NEW ORIENTAL ED & TECHNOLOGY","SPON ADR","647581107","29,119","0.3%","2,079,901","",""
"ALGN","ALIGN TECHNOLOGY INC","COM","016255101","28,788","0.3%","53,161","",""
"CLX","CLOROX CO DEL","COM","189054109","28,513","0.3%","147,830","",""
"BILI","BILIBILI INC","SPONS ADS REP Z","090040106","28,427","0.3%","265,520","",""
"0A2X.IL","TAL EDUCATION GROUP","SPONSORED ADS","874080104","28,409","0.3%","527,555","",""
"ODFL","OLD DOMINION FREIGHT LINE IN","COM","679580100","27,970","0.2%","116,343","",""
"USB","US BANCORP DEL","COM NEW","902973304","25,673","0.2%","464,169","",""
"CERN","CERNER CORP","COM","156782104","25,533","0.2%","355,213","",""
"ECL","ECOLAB INC","COM","278865100","25,463","0.2%","118,949","",""
"49BA.SG","BEIGENE LTD","SPONSORED ADR","07725L102","25,428","0.2%","73,053","",""
"SCHW","SCHWAB CHARLES CORP","COM","808513105","24,858","0.2%","381,369","",""
"TSLA","TESLA INC","COM","88160R101","24,753","0.2%","37,059","",""
"TFC","TRUIST FINL CORP","COM","89832Q109","24,451","0.2%","419,253","",""
"CHD","CHURCH & DWIGHT INC","COM","171340102","24,400","0.2%","279,340","",""
"DRI","DARDEN RESTAURANTS INC","COM","237194105","24,251","0.2%","170,782","",""
"PNC","PNC FINL SVCS GROUP INC","COM","693475105","22,718","0.2%","129,513","",""
"0LQ0.IL","VIPSHOP HOLDINGS LIMITED","SPONSORED ADS A","92763W103","22,428","0.2%","751,101","",""
"EEM","ISHARES TR","MSCI EMG MKT ETF","464287234","22,323","0.2%","418,509","",""
"KMX","CARMAX INC","COM","143130102","21,139","0.2%","159,350","",""
"CAG","CONAGRA BRANDS INC","COM","205887102","20,702","0.2%","550,598","",""
"IDXX","IDEXX LABS INC","COM","45168D104","20,409","0.2%","41,710","",""
"ZBH","ZIMMER BIOMET HOLDINGS INC","COM","98956P102","20,113","0.2%","125,642","",""
"KR","KROGER CO","COM","501044101","19,946","0.2%","554,214","",""
"F","FORD MTR CO DEL","COM","345370860","19,578","0.2%","1,598,244","",""
"GM","GENERAL MTRS CO","COM","37045V100","19,549","0.2%","340,224","",""
"GDS","GDS HLDGS LTD","SPONSORED ADS","36165L108","19,530","0.2%","240,848","",""
"XPEV","XPENG INC","ADS","98422D105","18,675","0.2%","511,506","",""
"ZTO","ZTO EXPRESS CAYMAN INC","SPONSORED ADS A","98980A105","18,370","0.2%","630,205","",""
"SAM","BOSTON BEER INC","CL A","100557107","18,243","0.2%","15,123","",""
"NVR","NVR INC","COM","62944T105","18,161","0.2%","3,855","",""
"RMD","RESMED INC","COM","761152107","17,420","0.2%","89,787","",""
"JBHT","HUNT J B TRANS SVCS INC","COM","445658107","17,285","0.2%","102,842","",""
"AON","AON PLC","SHS CL A","G0403H108","16,408","0.1%","71,304","",""
"IFF","INTERNATIONAL FLAVORS&FRAGRA","COM","459506101","16,376","0.1%","117,297","",""
"0A2Z.IL","TENCENT MUSIC ENTMT GROUP","SPON ADS","88034P109","16,141","0.1%","787,752","",""
"GPC","GENUINE PARTS CO","COM","372460105","15,859","0.1%","137,202","",""
"SJM","SMUCKER J M CO","COM NEW","832696405","15,800","0.1%","124,870","",""
"DAR","DARLING INGREDIENTS INC","COM","237266101","15,786","0.1%","214,544","",""
"MAS","MASCO CORP","COM","574599106","15,637","0.1%","261,051","",""
"ALB","ALBEMARLE CORP","COM","012653101","15,555","0.1%","106,460","",""
"ATHM","AUTOHOME INC","SP ADS RP CL A","05278C107","15,052","0.1%","161,385","",""
"CE","CELANESE CORP DEL","COM","150870103","14,941","0.1%","99,730","",""
"CHGG","CHEGG INC","COM","163092109","14,776","0.1%","172,495","",""
"PHM","PULTE GROUP INC","COM","745867101","14,580","0.1%","278,032","",""
"BK","BANK NEW YORK MELLON CORP","COM","064058100","14,224","0.1%","300,787","",""
"WHR","WHIRLPOOL CORP","COM","963320106","14,160","0.1%","64,262","",""
"LW","LAMB WESTON HLDGS INC","COM","513272104","14,115","0.1%","182,175","",""
"0A2I.IL","HUAZHU GROUP LTD","SPONSORED ADS","44332N106","13,903","0.1%","253,242","",""
"WST","WEST PHARMACEUTICAL SVSC INC","COM","955306105","13,665","0.1%","48,495","",""
"ABC","AMERISOURCEBERGEN CORP","COM","03073E105","13,514","0.1%","114,459","",""
"WSM","WILLIAMS SONOMA INC","COM","969904101","13,498","0.1%","75,323","",""
"HOLX","HOLOGIC INC","COM","436440101","13,440","0.1%","180,699","",""
"MHK","MOHAWK INDS INC","COM","608190104","13,428","0.1%","69,825","",""
"FBIN","FORTUNE BRANDS HOME & SEC IN","COM","34964C106","13,384","0.1%","139,674","",""
"CARR","CARRIER GLOBAL CORPORATION","COM","14448C104","13,226","0.1%","313,260","",""
"DXCM","DEXCOM INC","COM","252131107","13,129","0.1%","36,532","",""
"ZLAB","ZAI LAB LTD","ADR","98887Q104","13,020","0.1%","97,578","",""
"ARMK","ARAMARK","COM","03852U106","12,393","0.1%","328,028","",""
"LKQ","LKQ CORP","COM","501889208","12,261","0.1%","289,653","",""
"LII","LENNOX INTL INC","COM","526107107","11,986","0.1%","38,467","",""
"TPR","TAPESTRY INC","COM","876030107","11,928","0.1%","289,442","",""
"COO","COOPER COS INC","COM NEW","216648402","11,856","0.1%","30,869","",""
"LH","LABORATORY CORP AMER HLDGS","COM NEW","50540R409","11,812","0.1%","46,316","",""
"RPM","RPM INTL INC","COM","749685103","11,794","0.1%","128,402","",""
"NTES","NETEASE INC","SPONSORED ADS","64110W102","11,707","0.1%","113,376","",""
"MCK","MCKESSON CORP","COM","58155Q103","11,662","0.1%","59,791","",""
"TROW","PRICE T ROWE GROUP INC","COM","74144T108","11,661","0.1%","67,955","",""
"BWA","BORGWARNER INC","COM","099724106","11,118","0.1%","239,827","",""
"BFAM","BRIGHT HORIZONS FAM SOL IN D","COM","109194100","11,031","0.1%","64,342","",""
"ALLE","ALLEGION PLC","ORD SHS","G0176J109","11,027","0.1%","87,781","",""
"LEA","LEAR CORP","COM NEW","521865204","10,903","0.1%","60,154","",""
"CASY","CASEYS GEN STORES INC","COM","147528103","10,749","0.1%","49,722","",""
"AOS","SMITH A O CORP","COM","831865209","10,663","0.1%","157,719","",""
"STE","STERIS PLC","SHS USD","G8473T100","10,648","0.1%","55,899","",""
"TAP","MOLSON COORS BEVERAGE CO","CL B","60871R209","10,298","0.1%","201,334","",""
"AAP","ADVANCE AUTO PARTS INC","COM","00751Y106","10,215","0.1%","55,670","",""
"GH","GUARDANT HEALTH INC","COM","40131M109","10,174","0.1%","66,646","",""
"QSR","RESTAURANT BRANDS INTL INC","COM","76131D103","10,074","0.1%","154,946","",""
"CAH","CARDINAL HEALTH INC","COM","14149Y108","9,969","0.1%","164,093","",""
"ABMD","ABIOMED INC","COM","003654100","9,881","0.1%","31,001","",""
"OC","OWENS CORNING NEW","COM","690742101","9,852","0.1%","106,987","",""
"BYND","BEYOND MEAT INC","COM","08862E109","9,675","0.1%","74,358","",""
"USFD","US FOODS HLDG CORP","COM","912008109","9,449","0.1%","247,886","",""
"UAA","UNDER ARMOUR INC","CL A","904311107","9,377","0.1%","423,141","",""
"POOL","POOL CORP","COM","73278L105","9,371","0.1%","27,143","",""
"TXRH","TEXAS ROADHOUSE INC","COM","882681109","9,205","0.1%","95,945","",""
"FRC","FIRST REP BK SAN FRANCISCO C","COM","33616C100","9,178","0.1%","55,043","",""
"TFX","TELEFLEX INCORPORATED","COM","879369106","9,074","0.1%","21,842","",""
"MASI","MASIMO CORP","COM","574795100","8,831","0.1%","38,453","",""
"GNTX","GENTEX CORP","COM","371901109","8,763","0.1%","245,665","",""
"XRAY","DENTSPLY SIRONA INC","COM","24906P109","8,733","0.1%","136,858","",""
"AMP","AMERIPRISE FINL INC","COM","03076C106","8,652","0.1%","37,221","",""
"FRPT","FRESHPET INC","COM","358039105","8,633","0.1%","54,363","",""
"STT","STATE STR CORP","COM","857477103","8,578","0.1%","102,107","",""
"RL","RALPH LAUREN CORP","CL A","751212101","8,523","0.1%","69,199","",""
"INGR","INGREDION INC","COM","457187102","8,098","0.1%","90,059","",""
"SIVB","SVB FINANCIAL GROUP","COM","78486Q101","8,097","0.1%","16,401","",""
"","JOYY INC","ADS REPSTG COM A","46591M109","8,074","0.1%","86,142","",""
"DPZ","DOMINOS PIZZA INC","COM","25754A201","8,061","0.1%","21,917","",""
"FITB","FIFTH THIRD BANCORP","COM","316773100","8,060","0.1%","215,229","",""
"DGX","QUEST DIAGNOSTICS INC","COM","74834L100","7,980","0.1%","62,176","",""
"ALV","AUTOLIV INC","COM","052800109","7,942","0.1%","85,580","",""
"WB","WEIBO CORP","SPONSORED ADR","948596101","7,788","0.1%","154,333","",""
"0XWG.IL","IQIYI INC","SPONSORED ADS","46267X108","7,787","0.1%","468,531","",""
"MTB","M & T BK CORP","COM","55261F104","7,627","0.1%","50,310","",""
"AJG","GALLAGHER ARTHUR J & CO","COM","363576109","7,537","0.1%","60,405","",""
"OLLI","OLLIES BARGAIN OUTLET HLDGS","COM","681116109","7,519","0.1%","86,427","",""
"KNX","KNIGHT-SWIFT TRANSN HLDGS IN","CL A","499049104","7,516","0.1%","156,295","",""
"CPRI","CAPRI HOLDINGS LIMITED","SHS","G1890L107","7,485","0.1%","146,773","",""
"HELE","HELEN OF TROY LTD","COM","G4388N106","7,392","0.1%","35,091","",""
"TPX","TEMPUR SEALY INTL INC","COM","88023U101","7,299","0.1%","199,649","",""
"PVH","PVH CORPORATION","COM","693656100","7,293","0.1%","69,001","",""
"PPC","PILGRIMS PRIDE CORP","COM","72147K108","7,215","0.1%","303,258","",""
"AN","AUTONATION INC","COM","05329W102","7,175","0.1%","76,966","",""
"THO","THOR INDS INC","COM","885160101","7,174","0.1%","53,244","",""
"TOL","TOLL BROTHERS INC","COM","889478103","7,088","0.1%","124,948","",""
"AXTA","AXALTA COATING SYS LTD","COM","G0750C108","6,792","0.1%","229,612","",""
"LOPE","GRAND CANYON ED INC","COM","38526M106","6,730","0.1%","62,840","",""
"NTRS","NORTHERN TR CORP","COM","665859104","6,660","0.1%","63,365","",""
"MKTX","MARKETAXESS HLDGS INC","COM","57060D108","6,410","0.1%","12,873","",""
"HBI","HANESBRANDS INC","COM","410345102","6,367","0.1%","323,716","",""
"RF","REGIONS FINANCIAL CORP NEW","COM","7591EP100","6,328","0.1%","306,281","",""
"PFGC","PERFORMANCE FOOD GROUP CO","COM","71377A103","6,249","0.1%","108,473","",""
"","GSX TECHEDU INC","SPONSORED ADS","36257Y109","6,117","0.1%","180,554","",""
"FLO","FLOWERS FOODS INC","COM","343498101","6,109","0.1%","256,664","",""
"KEY","KEYCORP","COM","493267108","6,037","0.1%","302,176","",""
"PEN","PENUMBRA INC","COM","70975L107","5,966","0.1%","22,049","",""
"HLF","HERBALIFE NUTRITION LTD","COM SHS","G4412G101","5,827","0.1%","131,368","",""
"CFG","CITIZENS FINANCIAL GROUP INC","COM","174610105","5,810","0.1%","131,603","",""
"LEG","LEGGETT & PLATT INC","COM","524660107","5,784","0.1%","126,703","",""
"UHS","UNIVERSAL HLTH SVCS INC","CL B","913903100","5,770","0.1%","43,259","",""
"LANC","LANCASTER COLONY CORP","COM","513847103","5,653","0.0%","32,237","",""
"COLM","COLUMBIA SPORTSWEAR CO","COM","198516106","5,441","0.0%","51,508","",""
"EWW","ISHARES INC","MSCI MEXICO ETF","464286822","5,432","0.0%","123,943","",""
"UHAL","AMERCO","COM","023586100","5,415","0.0%","8,839","",""
"LI","LI AUTO INC","SPONSORED ADS","50202M102","5,304","0.0%","212,150","",""
"RJF","RAYMOND JAMES FINL INC","COM","754730109","5,282","0.0%","43,098","",""
"ASH","ASHLAND GLOBAL HLDGS INC","COM","044186104","5,208","0.0%","58,667","",""
"EWY","ISHARES INC","MSCI STH KOR ETF","464286772","5,149","0.0%","57,400","",""
"PFG","PRINCIPAL FINANCIAL GROUP IN","COM","74251V102","5,138","0.0%","85,696","",""
"AMED","AMEDISYS INC","COM","023436108","5,053","0.0%","19,084","",""
"HBAN","HUNTINGTON BANCSHARES INC","COM","446150104","4,843","0.0%","308,093","",""
"ABX.TO","BARRICK GOLD CORP","COM","067901108","4,753","0.0%","239,619","",""
"BEN","FRANKLIN RESOURCES INC","COM","354613101","4,712","0.0%","159,202","",""
"VRTX","VERTEX PHARMACEUTICALS INC","COM","92532F100","4,661","0.0%","21,689","",""
"EQH","EQUITABLE HLDGS INC","COM","29452E101","4,397","0.0%","134,794","",""
"CRI","CARTERS INC","COM","146229109","4,363","0.0%","49,064","",""
"ADNT","ADIENT PLC","ORD SHS","G0084W101","4,362","0.0%","98,696","",""
"FIZZ","NATIONAL BEVERAGE CORP","COM","635017106","4,351","0.0%","88,956","",""
"HSIC","HENRY SCHEIN INC","COM","806407102","4,253","0.0%","61,421","",""
"KBH","KB HOME","COM","48666K109","4,184","0.0%","89,928","",""
"BRO","BROWN & BROWN INC","COM","115236101","4,159","0.0%","90,985","",""
"GILD","GILEAD SCIENCES INC","COM","375558103","3,981","0.0%","61,592","",""
"MDC","M D C HLDGS INC","COM","552676108","3,950","0.0%","66,505","",""
"GRA","GRACE W R & CO DEL NEW","COM","38388F108","3,889","0.0%","64,970","",""
"R","RYDER SYS INC","COM","783549108","3,820","0.0%","50,490","",""
"BHC","BAUSCH HEALTH COS INC","COM","071734107","3,801","0.0%","119,826","",""
"SBNY","SIGNATURE BK NEW YORK N Y","COM","82669G104","3,769","0.0%","16,669","",""
"CVNA","CARVANA CO","CL A","146869102","3,719","0.0%","14,172","",""
"BZUN","BAOZUN INC","SPONSORED ADR","06684L103","3,657","0.0%","95,871","",""
"VC","VISTEON CORP","COM NEW","92839U206","3,534","0.0%","28,979","",""
"GT","GOODYEAR TIRE & RUBR CO","COM","382550101","3,460","0.0%","196,952","",""
"LPLA","LPL FINL HLDGS INC","COM","50212V100","3,452","0.0%","24,283","",""
"IVZ","INVESCO LTD","SHS","G491BT108","3,383","0.0%","134,129","",""
"SEIC","SEI INVTS CO","COM","784117103","3,373","0.0%","55,355","",""
"BA","BOEING CO","COM","097023105","3,355","0.0%","13,173","",""
"MOMO","MOMO INC","ADR","60879B107","3,236","0.0%","219,534","",""
"GIB-A.TO","CGI INC","CL A SUB VTG","12532H104","3,206","0.0%","38,492","",""
"EWBC","EAST WEST BANCORP INC","COM","27579R104","3,191","0.0%","43,238","",""
"EWZ","ISHARES INC","MSCI BRAZIL ETF","464286400","3,126","0.0%","93,450","",""
"CMA","COMERICA INC","COM","200340107","3,094","0.0%","43,123","",""
"TREX","TREX CO INC","COM","89531P105","2,988","0.0%","32,644","",""
"CHE","CHEMED CORP NEW","COM","16359R103","2,870","0.0%","6,242","",""
"FHN","FIRST HORIZON CORPORATION","COM","320517105","2,867","0.0%","169,548","",""
"DY8A.F","DOUYU INTL HLDGS LTD","SPONSORED ADS","25985W105","2,838","0.0%","272,656","",""
"K.TO","KINROSS GOLD CORP","COM","496902404","2,787","0.0%","418,498","",""
"CBSH","COMMERCE BANCSHARES INC","COM","200525103","2,776","0.0%","36,238","",""
"ZION","ZIONS BANCORPORATION N A","COM","989701107","2,776","0.0%","50,518","",""
"DAL","DELTA AIR LINES INC DEL","COM NEW","247361702","2,752","0.0%","56,999","",""
"HCM","HUTCHISON CHINA MEDITECH LTD","SPONSORED ADR","44842L103","2,581","0.0%","91,361","",""
"NOAH","NOAH HLDGS LTD","SPON ADS CL A","65487X102","2,439","0.0%","54,940","",""
"VOYA","VOYA FINANCIAL INC","COM","929089100","2,378","0.0%","37,372","",""
"SPG","SIMON PPTY GROUP INC NEW","COM","828806109","2,372","0.0%","20,849","",""
"ARCC","ARES CAPITAL CORP","COM","04010L103","2,366","0.0%","126,478","",""
"BIIB","BIOGEN INC","COM","09062X103","2,349","0.0%","8,397","",""
"WEED.TO","CANOPY GROWTH CORP","COM","138035100","2,317","0.0%","72,167","",""
"QDEL","QUIDEL CORP","COM","74838J101","2,290","0.0%","17,902","",""
"JEF","JEFFERIES FINL GROUP INC","COM","47233W109","2,251","0.0%","74,780","",""
"TFSL","TFS FINL CORP","COM","87240R107","2,179","0.0%","106,969","",""
"AMG","AFFILIATED MANAGERS GROUP IN","COM","008252108","2,107","0.0%","14,135","",""
"FOXA","FOX CORP","CL A COM","35137L105","2,107","0.0%","58,363","",""
"CFR","CULLEN FROST BANKERS INC","COM","229899109","2,061","0.0%","18,946","",""
"HUYA","HUYA INC","ADS REP SHS A","44852D108","2,038","0.0%","104,611","",""
"SNV","SYNOVUS FINL CORP","COM NEW","87161C501","2,031","0.0%","44,398","",""
"CSX","CSX CORP","COM","126408103","1,972","0.0%","20,451","",""
"INOV","INOVALON HLDGS INC","COM CL A","45781D101","1,959","0.0%","68,058","",""
"NYCB","NEW YORK CMNTY BANCORP INC","COM","649445103","1,900","0.0%","150,564","",""
"VRM","VROOM INC","COM","92918V109","1,858","0.0%","47,662","",""
"TDOC","TELADOC HEALTH INC","COM","87918A105","1,849","0.0%","10,175","",""
"LUV","SOUTHWEST AIRLS CO","COM","844741108","1,847","0.0%","30,244","",""
"BOKF","BOK FINL CORP","COM NEW","05561Q201","1,835","0.0%","20,544","",""
"OTEX","OPEN TEXT CORP","COM","683715106","1,819","0.0%","38,154","",""
"SNAP","SNAP INC","CL A","83304A106","1,818","0.0%","34,761","",""
"BPOP","POPULAR INC","COM NEW","733174700","1,791","0.0%","25,469","",""
"WY","WEYERHAEUSER CO MTN BE","COM NEW","962166104","1,756","0.0%","49,337","",""
"VLY","VALLEY NATL BANCORP","COM","919794107","1,657","0.0%","120,568","",""
"JOBS","51JOB INC","SPONSORED ADS","316827104","1,654","0.0%","26,425","",""
"SHOP","SHOPIFY INC","CL A","82509L107","1,625","0.0%","1,472","",""
"OZK","BANK OZK","COM","06417N103","1,584","0.0%","38,783","",""
"VRSN","VERISIGN INC","COM","92343E102","1,566","0.0%","7,877","",""
"SIRI","SIRIUS XM HOLDINGS INC","COM","82968B103","1,551","0.0%","254,626","",""
"WDAY","WORKDAY INC","CL A","98138H101","1,530","0.0%","6,160","",""
"NSC","NORFOLK SOUTHN CORP","COM","655844108","1,522","0.0%","5,669","",""
"STN.TO","STANTEC INC","COM","85472N109","1,466","0.0%","34,248","",""
"UPS","UNITED PARCEL SERVICE INC","CL B","911312106","1,445","0.0%","8,501","",""
"PACW","GREAT WESTN NATL BK PORTLAND","COM","695263103","1,368","0.0%","35,866","",""
"WTW","WILLIS TOWERS WATSON PLC LTD","SHS","G96629103","1,364","0.0%","5,959","",""
"MG.TO","MAGNA INTL INC","COM","559222401","1,363","0.0%","15,475","",""
"","DAQO NEW ENERGY CORP","SPNSRD ADS NEW","23703Q203","1,349","0.0%","17,863","",""
"CNR.TO","CANADIAN NATL RY CO","COM","136375102","1,240","0.0%","10,688","",""
"CRON.TO","CRONOS GROUP INC","COM","22717L101","1,173","0.0%","124,142","",""
"KMI","KINDER MORGAN INC DEL","COM","49456B101","1,160","0.0%","69,674","",""
"HIG","HARTFORD FINL SVCS GROUP INC","COM","416515104","1,125","0.0%","16,840","",""
"WPM.TO","WHEATON PRECIOUS METALS CORP","COM","962879102","1,115","0.0%","29,185","",""
"BOH","BANK HAWAII CORP","COM","062540109","1,111","0.0%","12,417","",""
"SSRM.TO","SSR MNG INC","COM","784730103","1,108","0.0%","77,473","",""
"BTO.TO","B2GOLD CORP","COM","11777Q209","1,103","0.0%","256,285","",""
"WFG.TO","WEST FRASER TIMBER CO LTD","COM","952845105","1,102","0.0%","15,323","",""
"AEM","AGNICO EAGLE MINES LTD","COM","008474108","1,051","0.0%","18,182","",""
"BMRN","BIOMARIN PHARMACEUTICAL INC","COM","09061G101","1,015","0.0%","13,438","",""
"WDC","WESTERN DIGITAL CORP.","COM","958102105","1,009","0.0%","15,119","",""
"","ALLEGHANY CORP DEL","COM","017175100","1,008","0.0%","1,610","",""
"217A.SG","21VIANET GROUP INC","SPONSORED ADS A","90138A103","996","0.0%","30,849","",""
"ASB","ASSOCIATED BANC CORP","COM","045487105","995","0.0%","46,629","",""
"MSFT","MICROSOFT CORP","COM","594918104","994","0.0%","4,214","",""
"ANET","ARISTA NETWORKS INC","COM","040413106","993","0.0%","3,288","",""
"YRI.TO","YAMANA GOLD INC","COM","98462Y100","984","0.0%","226,469","",""
