"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"VWO","VANGUARD INTL EQUITY INDEX F","FTSE EMR MKT ETF","922042858","4,200,302","34%","102,097,760","",""
"SPY","SPDR S&P 500 ETF TR","TR UNIT","78462F103","3,543,610","28%","19,186,800","",""
"EEM","ISHARES","MSCI EMG MKT ETF","464287234","3,235,870","26%","77,422,430","",""
"LQD","ISHARES","IBOXX INV CP ETF","464287242","43,089","0.3%","377,355","",""
"IVV","ISHARES","CORE S&P500 ETF","464287200","32,489","0.3%","175,000","",""
"IBM","INTERNATIONAL BUSINESS MACHS","COM","459200101","31,478","0.3%","167,820","",""
"ORCL","ORACLE CORP","COM","68389X105","24,095","0.2%","629,782","",""
"PEP","PEPSICO INC","COM","713448108","23,802","0.2%","286,977","",""
"","CITRIX SYS INC","COM","177376100","23,316","0.2%","368,637","",""
"AAPL","APPLE INC","COM","037833100","23,210","0.2%","41,371","",""
"VZ","VERIZON COMMUNICATIONS INC","COM","92343V104","22,488","0.2%","457,624","",""
"VTR","VENTAS INC","COM","92276F100","20,405","0.2%","356,227","",""
"SU.TO","SUNCOR ENERGY INC NEW","COM","867224107","18,622","0.1%","531,300","",""
"AXP","AMERICAN EXPRESS CO","COM","025816109","18,186","0.1%","200,437","",""
"BRCM","BROADCOM CORP","CL A","111320107","18,049","0.1%","608,828","",""
"RTX","UNITED TECHNOLOGIES CORP","COM","913017109","17,930","0.1%","157,560","",""
"WELL","HEALTH CARE REIT INC","COM","42217K106","17,462","0.1%","325,964","",""
"LVS","LAS VEGAS SANDS CORP","COM","517834107","17,121","0.1%","217,084","",""
"DVN","DEVON ENERGY CORP NEW","COM","25179M103","16,033","0.1%","259,138","",""
"ISRG","INTUITIVE SURGICAL INC","COM NEW","46120E602","15,324","0.1%","39,898","",""
"ABX.TO","BARRICK GOLD CORP","COM","067901108","15,271","0.1%","866,200","",""
"MSFT","MICROSOFT CORP","COM","594918104","15,218","0.1%","406,800","",""
"MU","MICRON TECHNOLOGY INC","COM","595112103","14,447","0.1%","664,217","",""
"GG","GOLDCORP INC NEW","COM","380956409","14,398","0.1%","664,407","",""
"QCOM","QUALCOMM INC","COM","747525103","14,261","0.1%","192,065","",""
"XOM","EXXON MOBIL CORP","COM","30231G102","13,426","0.1%","132,671","",""
"OXY","OCCIDENTAL PETE CORP DEL","COM","674599105","13,343","0.1%","140,300","",""
"BAX","BAXTER INTL INC","COM","071813109","13,122","0.1%","188,663","",""
"MXIM","MAXIM INTEGRATED PRODS INC","COM","57772K101","12,932","0.1%","463,510","",""
"HWP","HEWLETT PACKARD CO","COM","428236103","12,921","0.1%","461,800","",""
"IMO.TO","IMPERIAL OIL LTD","COM NEW","453038408","12,790","0.1%","288,900","",""
"APC","ANADARKO PETE CORP","COM","032511107","12,786","0.1%","161,200","",""
"RIO","RIO TINTO PLC","SPONSORED ADR","767204100","12,674","0.1%","224,600","",""
"CNQ.TO","CANADIAN NAT RES LTD","COM","136385101","12,658","0.1%","374,200","",""
"BP","BP PLC","SPONSORED ADR","055622104","12,585","0.1%","258,900","",""
"ATVI","ACTIVISION BLIZZARD INC","COM","00507V109","12,304","0.1%","690,089","",""
"FRX","FOREST LABS INC","COM","345838106","12,094","0.1%","201,461","",""
"CVX","CHEVRON CORP NEW","COM","166764100","12,004","0.1%","96,100","",""
