"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"AAPL","APPLE INC","COM","037833100","155,564,138","43%","890,923,410","",""
"BAC","BANK AMER CORP","COM","060505104","41,636,348","12%","1,010,100,606","",""
"AXP","AMERICAN EXPRESS CO","COM","025816109","28,351,201","7.8%","151,610,700","",""
"CVX","CHEVRON CORP NEW","COM","166764100","25,918,973","7.1%","159,178,117","",""
"KO","COCA COLA CO","COM","191216100","24,799,999","6.8%","400,000,000","",""
"KHC","KRAFT HEINZ CO","COM","500754106","12,826,755","3.5%","325,634,818","",""
"MCO","MOODYS CORP","COM","615369105","8,323,829","2.3%","24,669,778","",""
"OXY","OCCIDENTAL PETE CORP","COM","674599105","7,737,804","2.1%","136,373,000","",""
"USB","US BANCORP DEL","COM NEW","902973304","6,719,111","1.8%","126,417,887","",""
"ATVI","ACTIVISION BLIZZARD INC","COM","00507V109","5,152,292","1.4%","64,315,222","",""
"DVA","DAVITA INC","COM","23918K108","4,082,770","1.1%","36,095,570","",""
"HPQ","HP INC","COM","40434L105","3,792,480","1.0%","104,476,035","",""
"BK","BANK OF NEW YORK MELLON CORP","COM","064058100","3,591,100","1.0%","72,357,453","",""
"KR","KROGER CO","COM","501044101","3,326,615","0.9%","57,985,263","",""
"C","CITIGROUP INC","COM NEW","172967424","2,945,319","0.8%","55,155,797","",""
"VRSN","VERISIGN INC","COM","92343E102","2,850,961","0.8%","12,815,613","",""
"GM","GENERAL MTRS CO","COM","37045V100","2,713,886","0.7%","62,045,847","",""
"PARA","PARAMOUNT GLOBAL","CLASS B COM","92556H206","2,606,915","0.7%","68,947,760","",""
"CHTR","CHARTER COMMUNICATIONS INC N","CL A","16119P108","2,088,764","0.6%","3,828,941","",""
"LSXMK","LIBERTY MEDIA CORP DELAWARE","COM C SIRIUSXM","531229607","1,975,915","0.5%","43,208,291","",""
"V","VISA INC","COM CL A","92826C839","1,840,128","0.5%","8,297,460","",""
"AMZN","AMAZON COM INC","COM","023135106","1,738,531","0.5%","533,300","",""
"AON","AON PLC","SHS CL A","G0403H108","1,431,470","0.4%","4,396,000","",""
"MA","MASTERCARD INC","CL A","57636Q104","1,424,748","0.4%","3,986,648","",""
"SNOW","SNOWFLAKE INC","CL A","833445109","1,403,507","0.4%","6,125,376","",""
"CE","CELANESE CORP DEL","COM","150870103","1,125,958","0.3%","7,880,998","",""
"LSXMA","LIBERTY MEDIA CORP DELAWARE","COM A SIRIUSXM","531229409","923,692","0.3%","20,207,680","",""
"MCK","MCKESSON CORP","COM","58155Q103","894,504","0.2%","2,921,975","",""
"","NU HLDGS LTD","ORD SHS CL A","G6693N103","826,957","0.2%","107,118,784","",""
"RH","RH","COM","74967X103","707,615","0.2%","2,170,000","",""
"TMUS","T-MOBILE US INC","COM","872590104","672,811","0.2%","5,242,000","",""
"GL","GLOBE LIFE INC","COM","37959E102","639,185","0.2%","6,353,727","",""
"MKL","MARKEL CORP","COM","570535104","620,034","0.2%","420,293","",""
"FWONK","LIBERTY MEDIA CORP DEL","COM SER C FRMLA","531229854","539,336","0.1%","7,722,451","",""
"STOR","STORE CAP CORP","COM","862121100","431,283","0.1%","14,754,811","",""
"ALLY","ALLY FINL INC","COM","02005N100","389,990","0.1%","8,969,420","",""
"FND","FLOOR & DECOR HLDGS INC","CL A","339750101","387,180","0.1%","4,780,000","",""
"STNE","STONECO LTD","COM CL A","G85158106","125,137","0.0%","10,695,448","",""
"VZ","VERIZON COMMUNICATIONS INC","COM","92343V104","70,303","0.0%","1,380,111","",""
"MMC","MARSH & MCLENNAN COS INC","COM","571748102","69,005","0.0%","404,911","",""
"RPRX","ROYALTY PHARMA PLC","SHS CLASS A","G7709Q104","58,299","0.0%","1,496,372","",""
"JNJ","JOHNSON & JOHNSON","COM","478160104","57,972","0.0%","327,100","",""
"PG","PROCTER & GAMBLE CO","COM","742718109","48,193","0.0%","315,400","",""
"MDLZ","MONDELEZ INTL INC","CL A","609207105","36,287","0.0%","578,000","",""
"LILA","LIBERTY LATIN AMERICA LTD","COM CL A","G9001E102","25,518","0.0%","2,630,792","",""
"VOO","VANGUARD INDEX FDS","S&P 500 ETF SHS","922908363","17,852","0.0%","43,000","",""
"SPY","SPDR S&P 500 ETF TR","TR UNIT","78462F103","17,795","0.0%","39,400","",""
"UPS","UNITED PARCEL SERVICE INC","CL B","911312106","12,739","0.0%","59,400","",""
"LILAK","LIBERTY LATIN AMERICA LTD","COM CL C","G9001E128","12,314","0.0%","1,284,020","",""
