"Sym","Issuer Name","Cl","CUSIP","Value ($000)","%","Shares","Principal","Option Type"
"AAPL","APPLE INC","COM","037833100","125,529,681","43%","887,135,554","",""
"BAC","BANK AMER CORP","COM","060505104","42,878,771","15%","1,010,100,606","",""
"AXP","AMERICAN EXPRESS CO","COM","025816109","25,399,340","8.7%","151,610,700","",""
"KO","COCA COLA CO","COM","191216100","20,988,000","7.2%","400,000,000","",""
"KHC","KRAFT HEINZ CO","COM","500754106","11,989,874","4.1%","325,634,818","",""
"MCO","MOODYS CORP","COM","615369105","8,760,485","3.0%","24,669,778","",""
"VZ","VERIZON COMMUNICATIONS INC","COM","92343V104","8,578,115","2.9%","158,824,575","",""
"USB","US BANCORP DEL","COM NEW","902973304","7,514,279","2.6%","126,417,887","",""
"DVA","DAVITA INC","COM","23918K108","4,196,471","1.4%","36,095,570","",""
"BK","BANK OF NEW YORK MELLON CORP","COM","064058100","3,751,012","1.3%","72,357,453","",""
"GM","GENERAL MTRS CO","COM","37045V100","3,162,600","1.1%","60,000,000","",""
"CHTR","CHARTER COMMUNICATIONS INC N","CL A","16119P108","3,056,207","1.0%","4,200,626","",""
"CVX","CHEVRON CORP NEW","COM","166764100","2,911,972","1.0%","28,703,519","",""
"VRSN","VERISIGN INC","COM","92343E102","2,627,329","0.9%","12,815,613","",""
"KR","KROGER CO","COM","501044101","2,498,086","0.9%","61,787,910","",""
"V","VISA INC","COM CL A","92826C839","2,130,038","0.7%","9,562,460","",""
"LSXMK","LIBERTY MEDIA CORP DELAWARE","COM C SIRIUSXM","531229607","2,051,097","0.7%","43,208,291","",""
"SNOW","SNOWFLAKE INC","CL A","833445109","1,852,497","0.6%","6,125,376","",""
"AMZN","AMAZON COM INC","COM","023135106","1,751,912","0.6%","533,300","",""
"ABBV","ABBVIE INC","COM","00287Y109","1,553,165","0.5%","14,398,488","",""
"MA","MASTERCARD INC","CL A","57636Q104","1,491,077","0.5%","4,288,648","",""
"BMY","BRISTOL-MYERS SQUIBB CO","COM","110122108","1,304,517","0.4%","22,046,936","",""
"AON","AON PLC","SHS CL A","G0403H108","1,256,244","0.4%","4,396,000","",""
"RH","RH","COM","74967X103","1,195,081","0.4%","1,791,967","",""
"STOR","STORE CAP CORP","COM","862121100","782,018","0.3%","24,415,168","",""
"LSXMA","LIBERTY MEDIA CORP DELAWARE","COM A SIRIUSXM","531229409","700,963","0.2%","14,860,360","",""
"TMUS","T-MOBILE US INC","COM","872590104","669,718","0.2%","5,242,000","",""
"GL","GLOBE LIFE INC","COM","37959E102","565,672","0.2%","6,353,727","",""
"RPRX","ROYALTY PHARMA PLC","SHS CLASS A","G7709Q104","475,093","0.2%","13,145,902","",""
"TEVA","TEVA PHARMACEUTICAL INDS LTD","SPONSORED ADR","881624209","416,768","0.1%","42,789,295","",""
"MMC","MARSH & MCLENNAN COS INC","COM","571748102","415,184","0.1%","2,741,755","",""
"STNE","STONECO LTD","COM CL A","G85158106","371,346","0.1%","10,695,448","",""
"SIRI","SIRIUS XM HLDGS INC","COM","82968B103","266,319","0.1%","43,658,800","",""
"FND","FLOOR & DECOR HLDGS INC","CL A","339750101","98,669","0.0%","816,863","",""
"JNJ","JOHNSON & JOHNSON","COM","478160104","52,827","0.0%","327,100","",""
"PG","PROCTER & GAMBLE CO","COM","742718109","44,093","0.0%","315,400","",""
"LILA","LIBERTY LATIN AMERICA LTD","COM CL A","G9001E102","34,410","0.0%","2,630,792","",""
"MDLZ","MONDELEZ INTL INC","CL A","609207105","33,628","0.0%","578,000","",""
"WFC","WELLS FARGO & CO NEW","COM","949746101","31,329","0.0%","675,054","",""
"VOO","VANGUARD INDEX FDS","S&P 500 ETF SHS","922908363","16,959","0.0%","43,000","",""
"SPY","SPDR S&P 500 ETF TR","TR UNIT","78462F103","16,908","0.0%","39,400","",""
"LILAK","LIBERTY LATIN AMERICA LTD","COM CL C","G9001E128","16,846","0.0%","1,284,020","",""
"UPS","UNITED PARCEL SERVICE INC","CL B","911312106","10,817","0.0%","59,400","",""
